Botanical_garden,Pollinator,Week,Total_visited_plant_richness,Total_plant_richness,percentage_vivited_plant_sp
Halle,Aglais io,14,2,13,0.15384615384615385
Halle,Aglais io,16,1,13,0.07692307692307693
Halle,Aglais io,28,1,20,0.05
Halle,Aglais urticae,14,1,13,0.07692307692307693
Halle,Ammophila sabulosa,28,1,20,0.05
Halle,Ammophila sabulosa,29,1,17,0.058823529411764705
Halle,Ancistrocerus claripennis,28,1,20,0.05
Halle,Ancistrocerus gazella,28,1,20,0.05
Halle,Ancistrocerus gazella,32,1,15,0.06666666666666667
Halle,Ancistrocerus gazella,33,1,19,0.05263157894736842
Halle,Ancistrocerus nigricornis,25,1,16,0.0625
Halle,Andrena bicolor,14,1,13,0.07692307692307693
Halle,Andrena bicolor,15,1,14,0.07142857142857142
Halle,Andrena bicolor,29,1,17,0.058823529411764705
Halle,Andrena flavipes,14,3,13,0.23076923076923078
Halle,Andrena flavipes,15,1,14,0.07142857142857142
Halle,Andrena flavipes,25,1,16,0.0625
Halle,Andrena flavipes,27,1,16,0.0625
Halle,Andrena flavipes,28,3,20,0.15
Halle,Andrena flavipes,29,3,17,0.17647058823529413
Halle,Andrena hattorfiana,25,1,16,0.0625
Halle,Andrena hattorfiana,26,1,18,0.05555555555555555
Halle,Andrena minutula,13,1,5,0.2
Halle,Andrena minutula,17,2,15,0.13333333333333333
Halle,Andrena minutuloides,32,1,15,0.06666666666666667
Halle,Andrena minutuloides,34,1,15,0.06666666666666667
Halle,Andrena pilipes,25,1,16,0.0625
Halle,Andrena pilipes,29,1,17,0.058823529411764705
Halle,Andrena strohmella,14,5,13,0.38461538461538464
Halle,Anthaxia nitidula,25,1,16,0.0625
Halle,Anthidium manicatum,22,2,13,0.15384615384615385
Halle,Anthidium manicatum,23,3,17,0.17647058823529413
Halle,Anthidium manicatum,25,6,16,0.375
Halle,Anthidium manicatum,26,1,18,0.05555555555555555
Halle,Anthidium manicatum,27,2,16,0.125
Halle,Anthidium manicatum,31,3,20,0.15
Halle,Anthidium manicatum,32,2,15,0.13333333333333333
Halle,Anthidium oblongatum,26,1,18,0.05555555555555555
Halle,Anthidium oblongatum,27,1,16,0.0625
Halle,Anthidium oblongatum,28,1,20,0.05
Halle,Anthidium oblongatum,34,2,15,0.13333333333333333
Halle,Anthocharis cardamines,16,2,13,0.15384615384615385
Halle,Anthocharis cardamines,18,1,16,0.0625
Halle,Anthocharis cardamines,19,1,15,0.06666666666666667
Halle,Anthocharis cardamines,20,1,14,0.07142857142857142
Halle,Anthomyia procellaris,28,1,20,0.05
Halle,Anthophora aestivalis,18,1,16,0.0625
Halle,Anthophora aestivalis,23,1,17,0.058823529411764705
Halle,Anthophora aestivalis,24,1,16,0.0625
Halle,Anthophora furcata,31,1,20,0.05
Halle,Anthophora plumipes,13,3,5,0.6
Halle,Anthophora plumipes,14,7,13,0.5384615384615384
Halle,Anthophora plumipes,15,9,14,0.6428571428571429
Halle,Anthophora plumipes,16,7,13,0.5384615384615384
Halle,Anthophora plumipes,17,6,15,0.4
Halle,Anthophora plumipes,18,5,16,0.3125
Halle,Anthophora plumipes,19,9,15,0.6
Halle,Anthophora plumipes,20,3,14,0.21428571428571427
Halle,Anthophora plumipes,21,3,12,0.25
Halle,Anthophora plumipes,22,4,13,0.3076923076923077
Halle,Anthophora plumipes,23,2,17,0.11764705882352941
Halle,Anthophora quadrimaculata,22,2,13,0.15384615384615385
Halle,Anthophora quadrimaculata,23,4,17,0.23529411764705882
Halle,Anthophora quadrimaculata,24,3,16,0.1875
Halle,Anthophora quadrimaculata,25,3,16,0.1875
Halle,Anthophora quadrimaculata,27,2,16,0.125
Halle,Anthrenus scrophulariae,18,1,16,0.0625
Halle,Anthrenus verbasci,23,1,17,0.058823529411764705
Halle,Anthrenus verbasci,24,1,16,0.0625
Halle,Apis mellifera,13,2,5,0.4
Halle,Apis mellifera,14,4,13,0.3076923076923077
Halle,Apis mellifera,15,4,14,0.2857142857142857
Halle,Apis mellifera,16,5,13,0.38461538461538464
Halle,Apis mellifera,17,8,15,0.5333333333333333
Halle,Apis mellifera,18,4,16,0.25
Halle,Apis mellifera,19,4,15,0.26666666666666666
Halle,Apis mellifera,20,5,14,0.35714285714285715
Halle,Apis mellifera,21,4,12,0.3333333333333333
Halle,Apis mellifera,22,6,13,0.46153846153846156
Halle,Apis mellifera,23,3,17,0.17647058823529413
Halle,Apis mellifera,24,7,16,0.4375
Halle,Apis mellifera,25,9,16,0.5625
Halle,Apis mellifera,26,12,18,0.6666666666666666
Halle,Apis mellifera,27,7,16,0.4375
Halle,Apis mellifera,28,2,20,0.1
Halle,Apis mellifera,29,4,17,0.23529411764705882
Halle,Apis mellifera,31,10,20,0.5
Halle,Apis mellifera,32,5,15,0.3333333333333333
Halle,Apis mellifera,33,5,19,0.2631578947368421
Halle,Apis mellifera,34,7,15,0.4666666666666667
Halle,Bellardia viarum,28,1,20,0.05
Halle,Bellardia vulgaris,33,1,19,0.05263157894736842
Halle,Bombus hortorum,21,1,12,0.08333333333333333
Halle,Bombus hortorum,23,1,17,0.058823529411764705
Halle,Bombus hortorum,24,1,16,0.0625
Halle,Bombus hortorum,25,1,16,0.0625
Halle,Bombus hypnorum,22,1,13,0.07692307692307693
Halle,Bombus hypnorum,23,1,17,0.058823529411764705
Halle,Bombus hypnorum,28,1,20,0.05
Halle,Bombus hypnorum,31,2,20,0.1
Halle,Bombus lapidarius,14,1,13,0.07692307692307693
Halle,Bombus lapidarius,15,1,14,0.07142857142857142
Halle,Bombus lapidarius,19,2,15,0.13333333333333333
Halle,Bombus lapidarius,23,3,17,0.17647058823529413
Halle,Bombus lapidarius,26,2,18,0.1111111111111111
Halle,Bombus lapidarius,27,1,16,0.0625
Halle,Bombus lapidarius,28,9,20,0.45
Halle,Bombus lapidarius,29,4,17,0.23529411764705882
Halle,Bombus lapidarius,31,4,20,0.2
Halle,Bombus lapidarius,32,1,15,0.06666666666666667
Halle,Bombus lapidarius,33,3,19,0.15789473684210525
Halle,Bombus lapidarius,34,1,15,0.06666666666666667
Halle,Bombus lucorum,28,2,20,0.1
Halle,Bombus lucorum,29,2,17,0.11764705882352941
Halle,Bombus lucorum,31,1,20,0.05
Halle,Bombus lucorum,32,1,15,0.06666666666666667
Halle,Bombus lucorum,33,1,19,0.05263157894736842
Halle,Bombus pascuorum,17,2,15,0.13333333333333333
Halle,Bombus pascuorum,18,1,16,0.0625
Halle,Bombus pascuorum,20,2,14,0.14285714285714285
Halle,Bombus pascuorum,22,1,13,0.07692307692307693
Halle,Bombus pascuorum,23,3,17,0.17647058823529413
Halle,Bombus pascuorum,24,2,16,0.125
Halle,Bombus pascuorum,25,2,16,0.125
Halle,Bombus pascuorum,26,4,18,0.2222222222222222
Halle,Bombus pascuorum,27,7,16,0.4375
Halle,Bombus pascuorum,28,6,20,0.3
Halle,Bombus pascuorum,29,6,17,0.35294117647058826
Halle,Bombus pascuorum,31,4,20,0.2
Halle,Bombus pascuorum,32,3,15,0.2
Halle,Bombus pascuorum,33,2,19,0.10526315789473684
Halle,Bombus pratorum,23,1,17,0.058823529411764705
Halle,Bombus pratorum,28,2,20,0.1
Halle,Bombus rupestris,26,1,18,0.05555555555555555
Halle,Bombus rupestris,27,1,16,0.0625
Halle,Bombus rupestris,28,3,20,0.15
Halle,Bombus rupestris,29,1,17,0.058823529411764705
Halle,Bombus rupestris,31,2,20,0.1
Halle,Bombus rupestris,32,1,15,0.06666666666666667
Halle,Bombus subterraneus,26,1,18,0.05555555555555555
Halle,Bombus terrestris,16,2,13,0.15384615384615385
Halle,Bombus terrestris,17,2,15,0.13333333333333333
Halle,Bombus terrestris,19,1,15,0.06666666666666667
Halle,Bombus terrestris,20,2,14,0.14285714285714285
Halle,Bombus terrestris,22,2,13,0.15384615384615385
Halle,Bombus terrestris,23,3,17,0.17647058823529413
Halle,Bombus terrestris,24,4,16,0.25
Halle,Bombus terrestris,25,3,16,0.1875
Halle,Bombus terrestris,26,6,18,0.3333333333333333
Halle,Bombus terrestris,27,5,16,0.3125
Halle,Bombus terrestris,28,6,20,0.3
Halle,Bombus terrestris,29,4,17,0.23529411764705882
Halle,Bombus terrestris,31,4,20,0.2
Halle,Bombus terrestris,32,2,15,0.13333333333333333
Halle,Bombus terrestris,33,5,19,0.2631578947368421
Halle,Bombus terrestris,34,3,15,0.2
Halle,Bombus vestalis,26,1,18,0.05555555555555555
Halle,Bombus vestalis,27,1,16,0.0625
Halle,Bombus vestalis,28,5,20,0.25
Halle,Bombus vestalis,29,4,17,0.23529411764705882
Halle,Bombus vestalis,32,1,15,0.06666666666666667
Halle,Bombus vestalis,33,2,19,0.10526315789473684
Halle,Bombus vestalis,34,1,15,0.06666666666666667
Halle,Bombylius discolor,14,1,13,0.07692307692307693
Halle,Bombylius discolor,15,1,14,0.07142857142857142
Halle,Bombylius discolor,16,1,13,0.07692307692307693
Halle,Bombylius discolor,17,1,15,0.06666666666666667
Halle,Bombylius major,15,2,14,0.14285714285714285
Halle,Bombylius major,16,8,13,0.6153846153846154
Halle,Bombylius major,17,6,15,0.4
Halle,Bombylius major,18,8,16,0.5
Halle,Bombylius major,19,2,15,0.13333333333333333
Halle,Bombylius major,20,2,14,0.14285714285714285
Halle,Bombylius major,21,2,12,0.16666666666666666
Halle,Bombylius venosus,18,2,16,0.125
Halle,Bombylius venosus,19,2,15,0.13333333333333333
Halle,Bombylius venosus,22,1,13,0.07692307692307693
Halle,Cerceris rybyensis,26,1,18,0.05555555555555555
Halle,Cerceris rybyensis,27,1,16,0.0625
Halle,Cerceris rybyensis,28,1,20,0.05
Halle,Cerceris rybyensis,29,2,17,0.11764705882352941
Halle,Cerceris rybyensis,31,3,20,0.15
Halle,Cerceris rybyensis,33,1,19,0.05263157894736842
Halle,Cetonia aurata,16,2,13,0.15384615384615385
Halle,Cetonia aurata,17,1,15,0.06666666666666667
Halle,Cetonia aurata,18,1,16,0.0625
Halle,Cetonia aurata,19,2,15,0.13333333333333333
Halle,Cetonia aurata,20,1,14,0.07142857142857142
Halle,Cetonia aurata,21,1,12,0.08333333333333333
Halle,Cetonia aurata,22,1,13,0.07692307692307693
Halle,Chelostoma florisomne,19,1,15,0.06666666666666667
Halle,Chelostoma florisomne,22,1,13,0.07692307692307693
Halle,Chelostoma rapunculi,27,2,16,0.125
Halle,Chelostoma rapunculi,28,1,20,0.05
Halle,Chelostoma rapunculi,29,1,17,0.058823529411764705
Halle,Chelostoma rapunculi,31,1,20,0.05
Halle,Coccinella septempunctata,26,1,18,0.05555555555555555
Halle,Coccinella septempunctata,27,1,16,0.0625
Halle,Coccinella septempunctata,28,1,20,0.05
Halle,Coccinella septempunctata,31,2,20,0.1
Halle,Coccinella septempunctata,32,1,15,0.06666666666666667
Halle,Coccinella septempunctata,33,1,19,0.05263157894736842
Halle,Coccinella septempunctata,34,2,15,0.13333333333333333
Halle,Coelioxys afra,27,2,16,0.125
Halle,Coelioxys aurolimbatus,29,1,17,0.058823529411764705
Halle,Coelioxys aurolimbatus,32,1,15,0.06666666666666667
Halle,Coelioxys elongatus,32,1,15,0.06666666666666667
Halle,Coelioxys rufescens,23,2,17,0.11764705882352941
Halle,Colletes daviesanus,24,1,16,0.0625
Halle,Colletes daviesanus,26,2,18,0.1111111111111111
Halle,Colletes daviesanus,27,1,16,0.0625
Halle,Colletes daviesanus,28,1,20,0.05
Halle,Colletes daviesanus,29,2,17,0.11764705882352941
Halle,Colletes daviesanus,31,2,20,0.1
Halle,Colletes daviesanus,32,1,15,0.06666666666666667
Halle,Colletes daviesanus,34,2,15,0.13333333333333333
Halle,Colletes hederae,33,1,19,0.05263157894736842
Halle,Colletes hederae,34,1,15,0.06666666666666667
Halle,Crossocerus podagricus,31,1,20,0.05
Halle,Cylindromyia brevicornis,32,1,15,0.06666666666666667
Halle,Cylindromyia brevicornis,33,1,19,0.05263157894736842
Halle,Dinetus pictus,29,1,17,0.058823529411764705
Halle,Dolichovespula saxonica,15,1,14,0.07142857142857142
Halle,Entomophaga nigrohalterata,28,1,20,0.05
Halle,Episyrphus balteatus,21,1,12,0.08333333333333333
Halle,Episyrphus balteatus,24,2,16,0.125
Halle,Episyrphus balteatus,25,6,16,0.375
Halle,Episyrphus balteatus,26,11,18,0.6111111111111112
Halle,Episyrphus balteatus,27,8,16,0.5
Halle,Episyrphus balteatus,28,3,20,0.15
Halle,Episyrphus balteatus,29,1,17,0.058823529411764705
Halle,Episyrphus balteatus,31,3,20,0.15
Halle,Episyrphus balteatus,34,1,15,0.06666666666666667
Halle,Eristalinus aeneus,16,1,13,0.07692307692307693
Halle,Eristalis pertinax,29,2,17,0.11764705882352941
Halle,Eristalis tenax,15,1,14,0.07142857142857142
Halle,Eristalis tenax,27,1,16,0.0625
Halle,Eristalis tenax,32,1,15,0.06666666666666667
Halle,Eucera nigrescens,18,2,16,0.125
Halle,Eucera nigrescens,19,1,15,0.06666666666666667
Halle,Eucera nigrescens,20,1,14,0.07142857142857142
Halle,Eucera nigrescens,22,1,13,0.07692307692307693
Halle,Eupeodes corollae,24,1,16,0.0625
Halle,Eupeodes corollae,25,1,16,0.0625
Halle,Eupeodes corollae,26,4,18,0.2222222222222222
Halle,Eupeodes corollae,27,3,16,0.1875
Halle,Eupeodes corollae,28,1,20,0.05
Halle,Eurychaeta palpalis,15,1,14,0.07142857142857142
Halle,Formica,26,1,18,0.05555555555555555
Halle,Gonepteryx rhamni,28,1,20,0.05
Halle,Graphomya maculata,33,1,19,0.05263157894736842
Halle,Graphomya maculata,34,1,15,0.06666666666666667
Halle,Gymnosoma clavatum,32,1,15,0.06666666666666667
Halle,Halictus scabiosae,24,2,16,0.125
Halle,Halictus scabiosae,26,3,18,0.16666666666666666
Halle,Halictus scabiosae,28,1,20,0.05
Halle,Halictus scabiosae,29,2,17,0.11764705882352941
Halle,Halictus scabiosae,31,2,20,0.1
Halle,Halictus scabiosae,32,2,15,0.13333333333333333
Halle,Halictus scabiosae,33,5,19,0.2631578947368421
Halle,Halictus scabiosae,34,2,15,0.13333333333333333
Halle,Halictus subauratus,22,2,13,0.15384615384615385
Halle,Halictus subauratus,23,1,17,0.058823529411764705
Halle,Halictus subauratus,26,4,18,0.2222222222222222
Halle,Halictus subauratus,27,2,16,0.125
Halle,Halictus subauratus,28,2,20,0.1
Halle,Halictus subauratus,29,4,17,0.23529411764705882
Halle,Halictus subauratus,31,2,20,0.1
Halle,Halictus subauratus,32,2,15,0.13333333333333333
Halle,Halictus tumulorum,19,2,15,0.13333333333333333
Halle,Halictus tumulorum,32,1,15,0.06666666666666667
Halle,Harmonia axyridis,32,1,15,0.06666666666666667
Halle,Hedychrum gerstaeckeri,31,1,20,0.05
Halle,Hedychrum nobile,28,1,20,0.05
Halle,Hemipenthes morio,26,1,18,0.05555555555555555
Halle,Heriades truncorum,29,3,17,0.17647058823529413
Halle,Hoplitis adunca,24,1,16,0.0625
Halle,Hylaeus communis,32,2,15,0.13333333333333333
Halle,Hylaeus communis,33,4,19,0.21052631578947367
Halle,Hylaeus communis,34,2,15,0.13333333333333333
Halle,Hylaeus gredleri,27,1,16,0.0625
Halle,Hylaeus nigritus,27,1,16,0.0625
Halle,Hylaeus nigritus,28,3,20,0.15
Halle,Hylaeus nigritus,29,2,17,0.11764705882352941
Halle,Hylaeus punctatus,31,1,20,0.05
Halle,Hylaeus punctatus,34,1,15,0.06666666666666667
Halle,Hylaeus signatus,22,1,13,0.07692307692307693
Halle,Lasioglossum calceatum,29,1,17,0.058823529411764705
Halle,Lasioglossum calceatum,31,1,20,0.05
Halle,Lasioglossum calceatum,34,2,15,0.13333333333333333
Halle,Lasioglossum fulvicorne,33,1,19,0.05263157894736842
Halle,Lasioglossum laticeps,16,1,13,0.07692307692307693
Halle,Lasioglossum laticeps,25,1,16,0.0625
Halle,Lasioglossum laticeps,28,2,20,0.1
Halle,Lasioglossum laticeps,29,3,17,0.17647058823529413
Halle,Lasioglossum laticeps,33,1,19,0.05263157894736842
Halle,Lasioglossum leucozonium,31,1,20,0.05
Halle,Lasioglossum morio,27,1,16,0.0625
Halle,Lasioglossum morio,28,1,20,0.05
Halle,Lasioglossum morio,31,5,20,0.25
Halle,Lasioglossum morio,32,2,15,0.13333333333333333
Halle,Lasioglossum nitidiusculum,16,1,13,0.07692307692307693
Halle,Lasioglossum nitidulum,27,2,16,0.125
Halle,Lasioglossum nitidulum,28,1,20,0.05
Halle,Lasioglossum nitidulum,29,1,17,0.058823529411764705
Halle,Lasioglossum nitidulum,32,2,15,0.13333333333333333
Halle,Lasioglossum pauxillum,25,3,16,0.1875
Halle,Lasioglossum pauxillum,27,2,16,0.125
Halle,Lasioglossum politum,20,2,14,0.14285714285714285
Halle,Lasioglossum politum,25,2,16,0.125
Halle,Lasioglossum politum,26,6,18,0.3333333333333333
Halle,Lasioglossum politum,27,2,16,0.125
Halle,Lasioglossum politum,28,1,20,0.05
Halle,Lasioglossum politum,29,2,17,0.11764705882352941
Halle,Lasioglossum politum,32,1,15,0.06666666666666667
Halle,Lasioglossum politum,34,1,15,0.06666666666666667
Halle,Lasioglossum villosulum,24,1,16,0.0625
Halle,Litophasia hyalipennis,28,1,20,0.05
Halle,Litophasia hyalipennis,29,1,17,0.058823529411764705
Halle,Lucilia sericata,16,1,13,0.07692307692307693
Halle,Lucilia sericata,17,1,15,0.06666666666666667
Halle,Lucilia sericata,18,2,16,0.125
Halle,Lucilia sericata,19,1,15,0.06666666666666667
Halle,Lucilia sericata,26,1,18,0.05555555555555555
Halle,Lucilia sericata,27,2,16,0.125
Halle,Lucilia sericata,28,7,20,0.35
Halle,Lucilia sericata,29,6,17,0.35294117647058826
Halle,Lucilia sericata,31,12,20,0.6
Halle,Lucilia sericata,32,8,15,0.5333333333333333
Halle,Lucilia sericata,33,13,19,0.6842105263157895
Halle,Lucilia sericata,34,8,15,0.5333333333333333
Halle,Macroglossum stellatarum,28,1,20,0.05
Halle,Malachius bipustulatus,18,1,16,0.0625
Halle,Maniola jurtina,25,2,16,0.125
Halle,Maniola jurtina,26,2,18,0.1111111111111111
Halle,Maniola jurtina,27,3,16,0.1875
Halle,Maniola jurtina,28,3,20,0.15
Halle,Maniola jurtina,31,1,20,0.05
Halle,Megachile centuncularis,28,1,20,0.05
Halle,Megachile ericetorum,22,1,13,0.07692307692307693
Halle,Megachile ericetorum,23,2,17,0.11764705882352941
Halle,Megachile ericetorum,24,1,16,0.0625
Halle,Megachile ericetorum,25,2,16,0.125
Halle,Megachile ericetorum,27,1,16,0.0625
Halle,Megachile lagopoda,33,1,19,0.05263157894736842
Halle,Megachile maritima,29,1,17,0.058823529411764705
Halle,Megachile pilidens,24,2,16,0.125
Halle,Megachile pilidens,25,1,16,0.0625
Halle,Megachile pilidens,28,1,20,0.05
Halle,Megachile pilidens,32,1,15,0.06666666666666667
Halle,Megachile rotundata,28,1,20,0.05
Halle,Megachile willughbiella,25,2,16,0.125
Halle,Megachile willughbiella,26,1,18,0.05555555555555555
Halle,Megachile willughbiella,27,1,16,0.0625
Halle,Megachile willughbiella,28,1,20,0.05
Halle,Megachile willughbiella,29,2,17,0.11764705882352941
Halle,Megachile willughbiella,31,3,20,0.15
Halle,Megachile willughbiella,32,2,15,0.13333333333333333
Halle,Melecta albifrons,19,1,15,0.06666666666666667
Halle,Melecta albifrons,21,1,12,0.08333333333333333
Halle,Melitta nigricans,31,2,20,0.1
Halle,Melitta nigricans,32,1,15,0.06666666666666667
Halle,Merziella longirostris,29,1,17,0.058823529411764705
Halle,Miltogramma germari,32,1,15,0.06666666666666667
Halle,Miltogramma punctata,29,3,17,0.17647058823529413
Halle,Miltogramma punctata,33,1,19,0.05263157894736842
Halle,Miltogramma punctata,34,1,15,0.06666666666666667
Halle,Myathropa florea,27,1,16,0.0625
Halle,Myathropa florea,31,2,20,0.1
Halle,Myathropa florea,32,1,15,0.06666666666666667
Halle,Myathropa florea,33,2,19,0.10526315789473684
Halle,Myathropa florea,34,3,15,0.2
Halle,Nomada bifasciata,20,1,14,0.07142857142857142
Halle,Nomada flavoguttata,16,1,13,0.07692307692307693
Halle,Nomada flavoguttata,28,2,20,0.1
Halle,Nomada fulvicornis,29,1,17,0.058823529411764705
Halle,Nomada lathburiana,15,2,14,0.14285714285714285
Halle,Nowickia ferox,28,1,20,0.05
Halle,Nowickia ferox,33,1,19,0.05263157894736842
Halle,Oedemera femorata,25,2,16,0.125
Halle,Oedemera lurida,23,1,17,0.058823529411764705
Halle,Oedemera lurida,28,1,20,0.05
Halle,Oedemera podagrariae,27,1,16,0.0625
Halle,Oedemera podagrariae,29,1,17,0.058823529411764705
Halle,Osmia aurulenta,21,3,12,0.25
Halle,Osmia aurulenta,23,2,17,0.11764705882352941
Halle,Osmia bicolor,20,1,14,0.07142857142857142
Halle,Osmia bicornis,16,2,13,0.15384615384615385
Halle,Osmia bicornis,17,2,15,0.13333333333333333
Halle,Osmia bicornis,18,1,16,0.0625
Halle,Osmia bicornis,19,1,15,0.06666666666666667
Halle,Osmia bicornis,20,2,14,0.14285714285714285
Halle,Osmia bicornis,21,3,12,0.25
Halle,Osmia bicornis,22,4,13,0.3076923076923077
Halle,Osmia brevicornis,18,1,16,0.0625
Halle,Osmia brevicornis,20,1,14,0.07142857142857142
Halle,Osmia caerulescens,18,1,16,0.0625
Halle,Osmia caerulescens,22,1,13,0.07692307692307693
Halle,Osmia caerulescens,23,2,17,0.11764705882352941
Halle,Osmia caerulescens,24,1,16,0.0625
Halle,Osmia caerulescens,25,1,16,0.0625
Halle,Osmia cornuta,13,3,5,0.6
Halle,Osmia cornuta,14,7,13,0.5384615384615384
Halle,Osmia cornuta,15,2,14,0.14285714285714285
Halle,Osmia cornuta,16,2,13,0.15384615384615385
Halle,Osmia cornuta,17,2,15,0.13333333333333333
Halle,Osmia cornuta,19,3,15,0.2
Halle,Osmia cornuta,20,1,14,0.07142857142857142
Halle,Oxythyrea funesta,16,1,13,0.07692307692307693
Halle,Oxythyrea funesta,18,1,16,0.0625
Halle,Oxythyrea funesta,19,1,15,0.06666666666666667
Halle,Oxythyrea funesta,21,3,12,0.25
Halle,Oxythyrea funesta,22,5,13,0.38461538461538464
Halle,Oxythyrea funesta,23,1,17,0.058823529411764705
Halle,Oxythyrea funesta,25,1,16,0.0625
Halle,Oxythyrea funesta,26,2,18,0.1111111111111111
Halle,Oxythyrea funesta,28,1,20,0.05
Halle,Oxythyrea funesta,31,1,20,0.05
Halle,Oxythyrea funesta,33,2,19,0.10526315789473684
Halle,Philanthus triangulum,26,1,18,0.05555555555555555
Halle,Philanthus triangulum,29,1,17,0.058823529411764705
Halle,Philanthus triangulum,31,1,20,0.05
Halle,Physocephala rufipes,29,1,17,0.058823529411764705
Halle,Pieris napi,27,1,16,0.0625
Halle,Pieris napi,29,2,17,0.11764705882352941
Halle,Pieris napi,33,1,19,0.05263157894736842
Halle,Pieris napi,34,2,15,0.13333333333333333
Halle,Pieris rapae,20,1,14,0.07142857142857142
Halle,Pieris rapae,22,1,13,0.07692307692307693
Halle,Pieris rapae,25,1,16,0.0625
Halle,Pieris rapae,26,2,18,0.1111111111111111
Halle,Pieris rapae,28,2,20,0.1
Halle,Pieris rapae,29,1,17,0.058823529411764705
Halle,Pieris rapae,31,4,20,0.2
Halle,Pieris rapae,32,2,15,0.13333333333333333
Halle,Pieris rapae,33,3,19,0.15789473684210525
Halle,Pieris rapae,34,2,15,0.13333333333333333
Halle,Polistes dominula,22,2,13,0.15384615384615385
Halle,Polistes dominula,31,1,20,0.05
Halle,Polistes dominula,32,2,15,0.13333333333333333
Halle,Polistes dominula,33,2,19,0.10526315789473684
Halle,Pollenia amentaria,15,1,14,0.07142857142857142
Halle,Pollenia pediculata,28,1,20,0.05
Halle,Pollenia vagabunda,13,1,5,0.2
Halle,Polygonia c-album,26,1,18,0.05555555555555555
Halle,Polygonia c-album,27,1,16,0.0625
Halle,Polygonia c-album,34,1,15,0.06666666666666667
Halle,Polyommatus icarus,32,1,15,0.06666666666666667
Halle,Prosena siberita,28,1,20,0.05
Halle,Pseudovadonia livida,27,1,16,0.0625
Halle,Pseudovadonia livida,32,1,15,0.06666666666666667
Halle,Pyrrhocoris apterus,18,1,16,0.0625
Halle,Pyrrhocoris apterus,31,1,20,0.05
Halle,Sapygina decemguttata,29,1,17,0.058823529411764705
Halle,Sarcophaga incisilobata,32,2,15,0.13333333333333333
Halle,Sarcophaga subvicina,29,2,17,0.11764705882352941
Halle,Sarcophaga subvicina,31,1,20,0.05
Halle,Sarcophaga subvicina,33,1,19,0.05263157894736842
Halle,Sarcophaga subvicina,34,1,15,0.06666666666666667
Halle,Scaeva pyrastri,26,3,18,0.16666666666666666
Halle,Scolia hirta,26,1,18,0.05555555555555555
Halle,Scolia hirta,28,1,20,0.05
Halle,Scolia hirta,29,1,17,0.058823529411764705
Halle,Scolia hirta,31,1,20,0.05
Halle,Scolia hirta,33,4,19,0.21052631578947367
Halle,Scolia hirta,34,1,15,0.06666666666666667
Halle,Sicus ferrugineus,27,1,16,0.0625
