Botanical_garden,Pollinator,Week,Total_visited_plant_richness,Total_plant_richness,percentage_vivited_plant_sp
Leipzig,Bombus hortorum,24,1,18,0.05555555555555555
Leipzig,Bombus hortorum,25,1,17,0.058823529411764705
Leipzig,Bombus hortorum,26,2,19,0.10526315789473684
Leipzig,Bombus hortorum,27,2,16,0.125
Leipzig,Bombus hortorum,29,1,13,0.07692307692307693
Leipzig,Bombus hypnorum,19,1,19,0.05263157894736842
Leipzig,Bombus hypnorum,23,1,18,0.05555555555555555
Leipzig,Bombus hypnorum,26,1,19,0.05263157894736842
Leipzig,Bombus hypnorum,27,2,16,0.125
Leipzig,Bombus hypnorum,29,1,13,0.07692307692307693
Leipzig,Bombus hypnorum,31,1,12,0.08333333333333333
Leipzig,Bombus lapidarius,15,3,11,0.2727272727272727
Leipzig,Bombus lapidarius,17,4,14,0.2857142857142857
Leipzig,Bombus lapidarius,18,1,17,0.058823529411764705
Leipzig,Bombus lapidarius,21,1,19,0.05263157894736842
Leipzig,Bombus lapidarius,22,4,15,0.26666666666666666
Leipzig,Bombus lapidarius,23,1,18,0.05555555555555555
Leipzig,Bombus lapidarius,24,2,18,0.1111111111111111
Leipzig,Bombus lapidarius,25,2,17,0.11764705882352941
Leipzig,Bombus lapidarius,26,2,19,0.10526315789473684
Leipzig,Bombus lapidarius,27,3,16,0.1875
Leipzig,Bombus lapidarius,28,5,13,0.38461538461538464
Leipzig,Bombus lapidarius,29,3,13,0.23076923076923078
Leipzig,Bombus lapidarius,31,4,12,0.3333333333333333
Leipzig,Bombus lapidarius,32,2,13,0.15384615384615385
Leipzig,Bombus lapidarius,33,1,12,0.08333333333333333
Leipzig,Bombus pascuorum,18,1,17,0.058823529411764705
Leipzig,Bombus pascuorum,20,3,17,0.17647058823529413
Leipzig,Bombus pascuorum,21,3,19,0.15789473684210525
Leipzig,Bombus pascuorum,22,2,15,0.13333333333333333
Leipzig,Bombus pascuorum,23,3,18,0.16666666666666666
Leipzig,Bombus pascuorum,24,3,18,0.16666666666666666
Leipzig,Bombus pascuorum,25,1,17,0.058823529411764705
Leipzig,Bombus pascuorum,26,6,19,0.3157894736842105
Leipzig,Bombus pascuorum,27,1,16,0.0625
Leipzig,Bombus pascuorum,28,2,13,0.15384615384615385
Leipzig,Bombus pascuorum,29,3,13,0.23076923076923078
Leipzig,Bombus pascuorum,32,4,13,0.3076923076923077
Leipzig,Bombus pascuorum,33,5,12,0.4166666666666667
Leipzig,Bombus pascuorum,34,6,13,0.46153846153846156
Leipzig,Bombus pratorum,17,1,14,0.07142857142857142
Leipzig,Bombus pratorum,19,2,19,0.10526315789473684
Leipzig,Bombus pratorum,21,1,19,0.05263157894736842
Leipzig,Bombus pratorum,26,1,19,0.05263157894736842
Leipzig,Bombus pratorum,29,1,13,0.07692307692307693
Leipzig,Bombus pratorum,33,1,12,0.08333333333333333
Leipzig,Bombus terrestris,12,2,6,0.3333333333333333
Leipzig,Bombus terrestris,18,1,17,0.058823529411764705
Leipzig,Bombus terrestris,19,2,19,0.10526315789473684
Leipzig,Bombus terrestris,21,2,19,0.10526315789473684
Leipzig,Bombus terrestris,23,6,18,0.3333333333333333
Leipzig,Bombus terrestris,24,4,18,0.2222222222222222
Leipzig,Bombus terrestris,25,1,17,0.058823529411764705
Leipzig,Bombus terrestris,26,6,19,0.3157894736842105
Leipzig,Bombus terrestris,27,4,16,0.25
Leipzig,Bombus terrestris,28,2,13,0.15384615384615385
Leipzig,Bombus terrestris,29,1,13,0.07692307692307693
Leipzig,Bombus terrestris,31,2,12,0.16666666666666666
Leipzig,Bombus terrestris,33,4,12,0.3333333333333333
Leipzig,Bombus terrestris,34,3,13,0.23076923076923078
Leipzig,Bombus vestalis,28,5,13,0.38461538461538464
Leipzig,Bombus vestalis,29,7,13,0.5384615384615384
Leipzig,Bombus vestalis,32,2,13,0.15384615384615385
Leipzig,Bombus vestalis,33,1,12,0.08333333333333333
Leipzig,Bombus vestalis,34,1,13,0.07692307692307693
Leipzig,Bombylius discolor,15,1,11,0.09090909090909091
Leipzig,Bombylius discolor,16,1,16,0.0625
Leipzig,Bombylius discolor,17,2,14,0.14285714285714285
Leipzig,Bombylius discolor,18,1,17,0.058823529411764705
Leipzig,Bombylius discolor,19,1,19,0.05263157894736842
Leipzig,Bombylius discolor,22,2,15,0.13333333333333333
Leipzig,Bombylius major,16,6,16,0.375
Leipzig,Bombylius major,17,1,14,0.07142857142857142
Leipzig,Bombylius major,18,7,17,0.4117647058823529
Leipzig,Bombylius major,19,3,19,0.15789473684210525
Leipzig,Bombylius major,20,1,17,0.058823529411764705
Leipzig,Bombylius major,21,1,19,0.05263157894736842
Leipzig,Bombylius venosus,18,1,17,0.058823529411764705
Leipzig,Bombylius venosus,19,2,19,0.10526315789473684
Leipzig,Bombylius venosus,20,1,17,0.058823529411764705
Leipzig,Botanophila depressa,18,1,17,0.058823529411764705
Leipzig,Botanophila striolata,20,1,17,0.058823529411764705
Leipzig,Botanophila striolata,21,2,19,0.10526315789473684
Leipzig,Calliphora vicina,16,1,16,0.0625
Leipzig,Ceratina cyanea,20,2,17,0.11764705882352941
Leipzig,Ceratina cyanea,22,1,15,0.06666666666666667
Leipzig,Ceratina cyanea,24,1,18,0.05555555555555555
Leipzig,Cerceris quinquefasciata,26,1,19,0.05263157894736842
Leipzig,Cerceris rybyensis,23,1,18,0.05555555555555555
Leipzig,Cerceris rybyensis,25,1,17,0.058823529411764705
Leipzig,Cerceris rybyensis,28,1,13,0.07692307692307693
Leipzig,Cerceris rybyensis,31,1,12,0.08333333333333333
Leipzig,Cerceris rybyensis,32,2,13,0.15384615384615385
Leipzig,Cerceris rybyensis,33,3,12,0.25
Leipzig,Cerceris rybyensis,34,1,13,0.07692307692307693
Leipzig,Cetonia aurata,18,1,17,0.058823529411764705
Leipzig,Cetonia aurata,19,1,19,0.05263157894736842
Leipzig,Chelostoma rapunculi,23,2,18,0.1111111111111111
Leipzig,Chrysogaster virescens,33,2,12,0.16666666666666666
Leipzig,Coccinella septempunctata,25,2,17,0.11764705882352941
Leipzig,Coccinella septempunctata,26,4,19,0.21052631578947367
Leipzig,Coccinella septempunctata,27,1,16,0.0625
Leipzig,Coccinella septempunctata,28,1,13,0.07692307692307693
Leipzig,Coelioxys elongatus,24,2,18,0.1111111111111111
Leipzig,Colletes daviesanus,26,1,19,0.05263157894736842
Leipzig,Cydalima perspectalis,34,1,13,0.07692307692307693
Leipzig,Cylindromyia brevicornis,34,1,13,0.07692307692307693
Leipzig,Dalmannia marginata,19,1,19,0.05263157894736842
Leipzig,Dinetus pictus,25,1,17,0.058823529411764705
Leipzig,Dryas iulia,26,1,19,0.05263157894736842
Leipzig,Episyrphus balteatus,25,2,17,0.11764705882352941
Leipzig,Episyrphus balteatus,26,5,19,0.2631578947368421
Leipzig,Episyrphus balteatus,32,1,13,0.07692307692307693
Leipzig,Episyrphus balteatus,33,1,12,0.08333333333333333
Leipzig,Episyrphus balteatus,34,1,13,0.07692307692307693
Leipzig,Eristalis tenax,32,1,13,0.07692307692307693
Leipzig,Eristalis tenax,34,3,13,0.23076923076923078
Leipzig,Eucera nigrescens,18,1,17,0.058823529411764705
Leipzig,Eucera nigrescens,19,2,19,0.10526315789473684
Leipzig,Eucera nigrescens,20,2,17,0.11764705882352941
Leipzig,Eucera nigrescens,21,1,19,0.05263157894736842
Leipzig,Eucera nigrescens,23,1,18,0.05555555555555555
Leipzig,Eupeodes corollae,23,3,18,0.16666666666666666
Leipzig,Eupeodes corollae,25,1,17,0.058823529411764705
Leipzig,Eupeodes corollae,26,2,19,0.10526315789473684
Leipzig,Eupeodes corollae,27,4,16,0.25
Leipzig,Eupeodes corollae,29,1,13,0.07692307692307693
Leipzig,Eurychaeta palpalis,24,1,18,0.05555555555555555
Leipzig,Graphosoma italicum,25,1,17,0.058823529411764705
Leipzig,Gymnomerus laevipes,24,1,18,0.05555555555555555
Leipzig,Gymnosoma nudifrons,24,1,18,0.05555555555555555
Leipzig,Halictus scabiosae,23,1,18,0.05555555555555555
Leipzig,Halictus scabiosae,26,3,19,0.15789473684210525
Leipzig,Halictus scabiosae,34,1,13,0.07692307692307693
Leipzig,Halictus subauratus,21,1,19,0.05263157894736842
Leipzig,Halictus subauratus,23,2,18,0.1111111111111111
Leipzig,Halictus subauratus,26,1,19,0.05263157894736842
Leipzig,Halictus tumulorum,18,1,17,0.058823529411764705
Leipzig,Hedychrum gerstaeckeri,26,1,19,0.05263157894736842
Leipzig,Heriades truncorum,27,1,16,0.0625
Leipzig,Holopyga ignicollis,24,2,18,0.1111111111111111
Leipzig,Holopyga ignicollis,25,1,17,0.058823529411764705
Leipzig,Hoplitis adunca,24,1,18,0.05555555555555555
Leipzig,Hoplitis adunca,25,1,17,0.058823529411764705
Leipzig,Hoplitis adunca,26,2,19,0.10526315789473684
Leipzig,Hylaeus brevicornis,25,1,17,0.058823529411764705
Leipzig,Hylaeus communis,23,1,18,0.05555555555555555
Leipzig,Hylaeus confusus,23,1,18,0.05555555555555555
Leipzig,Hylaeus gredleri,27,1,16,0.0625
Leipzig,Hylaeus hyalinatus,24,1,18,0.05555555555555555
Leipzig,Hylaeus nigritus,23,1,18,0.05555555555555555
Leipzig,Hylaeus nigritus,26,1,19,0.05263157894736842
Leipzig,Hylaeus punctatus,26,1,19,0.05263157894736842
Leipzig,Hylaeus punctatus,29,2,13,0.15384615384615385
Leipzig,Hylaeus styriacus,25,1,17,0.058823529411764705
Leipzig,Lapposyrphus lapponicus,23,1,18,0.05555555555555555
Leipzig,Lasioglossum calceatum,19,1,19,0.05263157894736842
Leipzig,Lasioglossum laticeps,14,2,6,0.3333333333333333
Leipzig,Lasioglossum laticeps,16,1,16,0.0625
Leipzig,Lasioglossum laticeps,22,1,15,0.06666666666666667
Leipzig,Lasioglossum laticeps,23,1,18,0.05555555555555555
Leipzig,Lasioglossum laticeps,24,3,18,0.16666666666666666
Leipzig,Lasioglossum laticeps,25,4,17,0.23529411764705882
Leipzig,Lasioglossum laticeps,29,2,13,0.15384615384615385
Leipzig,Lasioglossum leucozonium,26,2,19,0.10526315789473684
Leipzig,Lasioglossum minutissimum,19,2,19,0.10526315789473684
Leipzig,Lasioglossum minutissimum,20,1,17,0.058823529411764705
Leipzig,Lasioglossum morio,16,2,16,0.125
Leipzig,Lasioglossum morio,27,1,16,0.0625
Leipzig,Lasioglossum morio,28,1,13,0.07692307692307693
Leipzig,Lasioglossum pallens,16,1,16,0.0625
Leipzig,Lasioglossum pallens,18,1,17,0.058823529411764705
Leipzig,Lasioglossum pauxillum,19,1,19,0.05263157894736842
Leipzig,Lasioglossum pauxillum,25,1,17,0.058823529411764705
Leipzig,Lasioglossum politum,26,1,19,0.05263157894736842
Leipzig,Lasioglossum politum,27,1,16,0.0625
Leipzig,Lasioglossum politum,28,1,13,0.07692307692307693
Leipzig,Lasioglossum pygmaeum,21,1,19,0.05263157894736842
Leipzig,Lasioglossum villosulum,20,1,17,0.058823529411764705
Leipzig,Lasioglossum villosulum,26,1,19,0.05263157894736842
Leipzig,Lucilia sericata,22,2,15,0.13333333333333333
Leipzig,Lucilia sericata,24,1,18,0.05555555555555555
Leipzig,Lucilia sericata,25,2,17,0.11764705882352941
Leipzig,Lucilia sericata,26,3,19,0.15789473684210525
Leipzig,Lucilia sericata,27,5,16,0.3125
Leipzig,Lucilia sericata,28,1,13,0.07692307692307693
Leipzig,Lucilia sericata,29,2,13,0.15384615384615385
Leipzig,Lucilia sericata,31,3,12,0.25
Leipzig,Lucilia sericata,32,2,13,0.15384615384615385
Leipzig,Lucilia sericata,33,4,12,0.3333333333333333
Leipzig,Lucilia sericata,34,2,13,0.15384615384615385
Leipzig,Lygaeus equestris,25,1,17,0.058823529411764705
Leipzig,Lygaeus equestris,26,1,19,0.05263157894736842
Leipzig,Megachile circumcincta,21,1,19,0.05263157894736842
Leipzig,Megachile ericetorum,24,1,18,0.05555555555555555
Leipzig,Megachile ericetorum,26,1,19,0.05263157894736842
Leipzig,Megachile lagopoda,26,4,19,0.21052631578947367
Leipzig,Megachile maritima,23,1,18,0.05555555555555555
Leipzig,Megachile rotundata,24,1,18,0.05555555555555555
Leipzig,Megachile rotundata,25,2,17,0.11764705882352941
Leipzig,Megachile rotundata,28,1,13,0.07692307692307693
Leipzig,Megachile rotundata,29,1,13,0.07692307692307693
Leipzig,Megachile willughbiella,23,1,18,0.05555555555555555
Leipzig,Melitta haemorrhoidalis,23,1,18,0.05555555555555555
Leipzig,Melitta haemorrhoidalis,26,1,19,0.05263157894736842
Leipzig,Merodon equestris,20,1,17,0.058823529411764705
Leipzig,Merodon equestris,21,3,19,0.15789473684210525
Leipzig,Merodon equestris,23,1,18,0.05555555555555555
Leipzig,Microphthalma europaea,34,1,13,0.07692307692307693
Leipzig,Miltogramma punctata,26,1,19,0.05263157894736842
Leipzig,Myathropa florea,29,1,13,0.07692307692307693
Leipzig,Myathropa florea,31,1,12,0.08333333333333333
Leipzig,Myathropa florea,33,2,12,0.16666666666666666
Leipzig,Myathropa florea,34,2,13,0.15384615384615385
Leipzig,Myopa testacea,16,1,16,0.0625
Leipzig,Myopa testacea,21,1,19,0.05263157894736842
Leipzig,Nomada fabriciana,18,1,17,0.058823529411764705
Leipzig,Nomada flavoguttata,16,1,16,0.0625
Leipzig,Nomada flavoguttata,25,2,17,0.11764705882352941
Leipzig,Nomada flavoguttata,26,2,19,0.10526315789473684
Leipzig,Nysson maculosus,25,1,17,0.058823529411764705
Leipzig,Oedemera lurida,26,1,19,0.05263157894736842
Leipzig,Oedemera lurida,27,3,16,0.1875
Leipzig,Osmia aurulenta,24,1,18,0.05555555555555555
Leipzig,Osmia aurulenta,25,1,17,0.058823529411764705
Leipzig,Osmia bicornis,18,1,17,0.058823529411764705
Leipzig,Osmia bicornis,19,2,19,0.10526315789473684
Leipzig,Osmia bicornis,20,1,17,0.058823529411764705
Leipzig,Osmia bicornis,23,1,18,0.05555555555555555
Leipzig,Osmia brevicornis,19,1,19,0.05263157894736842
Leipzig,Osmia brevicornis,20,2,17,0.11764705882352941
Leipzig,Osmia caerulescens,16,1,16,0.0625
Leipzig,Osmia caerulescens,24,1,18,0.05555555555555555
Leipzig,Osmia cornuta,12,2,6,0.3333333333333333
Leipzig,Osmia cornuta,14,3,6,0.5
Leipzig,Osmia cornuta,16,1,16,0.0625
Leipzig,Osmia cornuta,17,1,14,0.07142857142857142
Leipzig,Osmia cornuta,18,1,17,0.058823529411764705
Leipzig,Osmia cornuta,21,1,19,0.05263157894736842
Leipzig,Oxythyrea funesta,20,1,17,0.058823529411764705
Leipzig,Oxythyrea funesta,21,2,19,0.10526315789473684
Leipzig,Oxythyrea funesta,26,1,19,0.05263157894736842
Leipzig,Oxythyrea funesta,31,1,12,0.08333333333333333
Leipzig,Philanthus triangulum,29,1,13,0.07692307692307693
Leipzig,Physocephala rufipes,25,1,17,0.058823529411764705
Leipzig,Pieris napi,29,2,13,0.15384615384615385
Leipzig,Pieris napi,31,2,12,0.16666666666666666
Leipzig,Pieris napi,32,1,13,0.07692307692307693
Leipzig,Pieris rapae,26,2,19,0.10526315789473684
Leipzig,Pieris rapae,27,2,16,0.125
Leipzig,Pieris rapae,28,1,13,0.07692307692307693
Leipzig,Platystoma seminationis,21,1,19,0.05263157894736842
Leipzig,Polyommatus icarus,24,1,18,0.05555555555555555
Leipzig,Polyommatus icarus,25,1,17,0.058823529411764705
Leipzig,Polyommatus icarus,29,2,13,0.15384615384615385
Leipzig,Polyommatus icarus,31,1,12,0.08333333333333333
Leipzig,Pseudovadonia livida,24,4,18,0.2222222222222222
Leipzig,Pseudovadonia livida,25,1,17,0.058823529411764705
Leipzig,Pseudovadonia livida,26,2,19,0.10526315789473684
Leipzig,Pseudovadonia livida,27,1,16,0.0625
Leipzig,Sicus ferrugineus,24,1,18,0.05555555555555555
Leipzig,Sphaerophoria scripta,18,1,17,0.058823529411764705
Leipzig,Sphaerophoria scripta,19,2,19,0.10526315789473684
Leipzig,Sphaerophoria scripta,23,1,18,0.05555555555555555
Leipzig,Sphaerophoria scripta,24,2,18,0.1111111111111111
Leipzig,Sphaerophoria scripta,26,2,19,0.10526315789473684
Leipzig,Sphaerophoria scripta,27,1,16,0.0625
Leipzig,Sphecodes albilabris,29,2,13,0.15384615384615385
Leipzig,Sphecodes pellucidus,24,1,18,0.05555555555555555
Leipzig,Sphecodes puncticeps,24,1,18,0.05555555555555555
Leipzig,Sphex funerarius,25,1,17,0.058823529411764705
Leipzig,Stelis punctulatissima,24,1,18,0.05555555555555555
Leipzig,Tachina nupta,24,1,18,0.05555555555555555
Leipzig,Tiphia femorata,26,1,19,0.05263157894736842
Leipzig,Trichius gallicus,25,2,17,0.11764705882352941
Leipzig,Valgus hemipterus,19,1,19,0.05263157894736842
Leipzig,Valgus hemipterus,20,1,17,0.058823529411764705
Leipzig,Villa modesta,26,1,19,0.05263157894736842
Leipzig,Villa modesta,33,2,12,0.16666666666666666
Leipzig,Volucella zonaria,24,2,18,0.1111111111111111
Leipzig,Volucella zonaria,28,1,13,0.07692307692307693
Leipzig,Volucella zonaria,31,2,12,0.16666666666666666
Leipzig,Volucella zonaria,33,1,12,0.08333333333333333
Leipzig,Volucella zonaria,34,2,13,0.15384615384615385
Leipzig,Xylocopa violacea,16,1,16,0.0625
Leipzig,Xylocopa violacea,17,1,14,0.07142857142857142
Leipzig,Xylocopa violacea,18,1,17,0.058823529411764705
Leipzig,Xylocopa violacea,20,1,17,0.058823529411764705
Leipzig,Xylocopa violacea,21,1,19,0.05263157894736842
Leipzig,Xylocopa violacea,22,4,15,0.26666666666666666
Leipzig,Xylocopa violacea,23,3,18,0.16666666666666666
Leipzig,Xylocopa violacea,24,2,18,0.1111111111111111
Leipzig,Xylocopa violacea,25,3,17,0.17647058823529413
Leipzig,Xylocopa violacea,26,2,19,0.10526315789473684
Leipzig,Xylocopa violacea,27,1,16,0.0625
Leipzig,Xylocopa violacea,28,2,13,0.15384615384615385
Leipzig,Xylocopa violacea,29,2,13,0.15384615384615385
Leipzig,Xylocopa violacea,31,7,12,0.5833333333333334
Leipzig,Xylocopa violacea,32,4,13,0.3076923076923077
Leipzig,Xylocopa violacea,33,4,12,0.3333333333333333
Leipzig,Xylocopa violacea,34,4,13,0.3076923076923077
