Botanical_garden,Pollinator,Week,Total_visited_plant_richness,Total_plant_richness,percentage_vivited_plant_sp
Halle,Calliphoridae,18,1,12,0.08333333333333333
Halle,Calliphoridae,19,1,10,0.1
Halle,Calliphoridae,26,1,14,0.07142857142857142
Halle,Calliphoridae,27,2,13,0.15384615384615385
Halle,Calliphoridae,28,6,13,0.46153846153846156
Halle,Calliphoridae,29,5,10,0.5
Halle,Calliphoridae,31,9,14,0.6428571428571429
Halle,Calliphoridae,32,6,10,0.6
Halle,Calliphoridae,33,9,12,0.75
Halle,Calliphoridae,34,8,11,0.7272727272727273
Halle,Cerambycidae,26,1,14,0.07142857142857142
Halle,Cerambycidae,27,1,13,0.07692307692307693
Halle,Cerambycidae,32,1,10,0.1
Halle,Chrysididae,28,1,13,0.07692307692307693
Halle,Chrysididae,31,1,14,0.07142857142857142
Halle,Coccinellidae,26,1,14,0.07142857142857142
Halle,Coccinellidae,27,1,13,0.07692307692307693
Halle,Coccinellidae,28,1,13,0.07692307692307693
Halle,Coccinellidae,31,2,14,0.14285714285714285
Halle,Coccinellidae,32,1,10,0.1
Halle,Coccinellidae,33,1,12,0.08333333333333333
Halle,Coccinellidae,34,2,11,0.18181818181818182
Halle,Colletidae,22,1,11,0.09090909090909091
Halle,Colletidae,24,1,12,0.08333333333333333
Halle,Colletidae,26,2,14,0.14285714285714285
Halle,Colletidae,27,2,13,0.15384615384615385
Halle,Colletidae,28,2,13,0.15384615384615385
Halle,Colletidae,29,1,10,0.1
Halle,Colletidae,31,2,14,0.14285714285714285
Halle,Colletidae,32,3,10,0.3
Halle,Colletidae,33,4,12,0.3333333333333333
Halle,Colletidae,34,4,11,0.36363636363636365
Halle,Conopidae,27,1,13,0.07692307692307693
Halle,Conopidae,29,1,10,0.1
Halle,Crabronidae,26,1,14,0.07142857142857142
Halle,Crabronidae,27,1,13,0.07692307692307693
Halle,Crabronidae,28,1,13,0.07692307692307693
Halle,Crabronidae,29,2,10,0.2
Halle,Crabronidae,31,4,14,0.2857142857142857
Halle,Crabronidae,33,1,12,0.08333333333333333
Halle,Dermestidae,18,1,12,0.08333333333333333
Halle,Dermestidae,23,1,12,0.08333333333333333
Halle,Dermestidae,24,1,12,0.08333333333333333
Halle,Eumenidae,22,2,11,0.18181818181818182
Halle,Eumenidae,31,1,14,0.07142857142857142
Halle,Eumenidae,32,1,10,0.1
Halle,Eumenidae,33,2,12,0.16666666666666666
Halle,Formicidae,26,1,14,0.07142857142857142
Halle,Halictidae,16,2,10,0.2
Halle,Halictidae,18,1,12,0.08333333333333333
Halle,Halictidae,19,2,10,0.2
Halle,Halictidae,20,2,8,0.25
Halle,Halictidae,22,2,11,0.18181818181818182
Halle,Halictidae,23,1,12,0.08333333333333333
Halle,Halictidae,24,2,12,0.16666666666666666
Halle,Halictidae,25,3,9,0.3333333333333333
Halle,Halictidae,26,8,14,0.5714285714285714
Halle,Halictidae,27,8,13,0.6153846153846154
Halle,Halictidae,28,5,13,0.38461538461538464
Halle,Halictidae,29,7,10,0.7
Halle,Halictidae,31,8,14,0.5714285714285714
Halle,Halictidae,32,5,10,0.5
Halle,Halictidae,33,6,12,0.5
Halle,Halictidae,34,5,11,0.45454545454545453
Halle,Lycaenidae,32,1,10,0.1
Halle,Megachilidae,13,2,4,0.5
Halle,Megachilidae,14,6,11,0.5454545454545454
Halle,Megachilidae,15,2,10,0.2
Halle,Megachilidae,16,4,10,0.4
Halle,Megachilidae,17,4,9,0.4444444444444444
Halle,Megachilidae,18,3,12,0.25
Halle,Megachilidae,19,4,10,0.4
Halle,Megachilidae,20,3,8,0.375
Halle,Megachilidae,21,4,8,0.5
Halle,Megachilidae,22,6,11,0.5454545454545454
Halle,Megachilidae,23,3,12,0.25
Halle,Megachilidae,24,3,12,0.25
Halle,Megachilidae,25,5,9,0.5555555555555556
Halle,Megachilidae,26,3,14,0.21428571428571427
Halle,Megachilidae,27,5,13,0.38461538461538464
Halle,Megachilidae,28,4,13,0.3076923076923077
Halle,Megachilidae,29,5,10,0.5
Halle,Megachilidae,31,4,14,0.2857142857142857
Halle,Megachilidae,32,3,10,0.3
Halle,Megachilidae,33,1,12,0.08333333333333333
Halle,Megachilidae,34,2,11,0.18181818181818182
Halle,Melittidae,31,2,14,0.14285714285714285
Halle,Melittidae,32,1,10,0.1
Halle,Melyridae,18,1,12,0.08333333333333333
Halle,Muscidae,33,1,12,0.08333333333333333
Halle,Muscidae,34,1,11,0.09090909090909091
Halle,Nymphalidae,14,2,11,0.18181818181818182
Halle,Nymphalidae,16,1,10,0.1
Halle,Nymphalidae,25,2,9,0.2222222222222222
Halle,Nymphalidae,26,2,14,0.14285714285714285
Halle,Nymphalidae,27,4,13,0.3076923076923077
Halle,Nymphalidae,28,2,13,0.15384615384615385
Halle,Nymphalidae,31,1,14,0.07142857142857142
Halle,Nymphalidae,34,1,11,0.09090909090909091
Halle,Oedemeridae,23,1,12,0.08333333333333333
Halle,Oedemeridae,25,2,9,0.2222222222222222
Halle,Oedemeridae,27,1,13,0.07692307692307693
Halle,Oedemeridae,28,1,13,0.07692307692307693
Halle,Oedemeridae,29,1,10,0.1
Halle,Pieridae,16,2,10,0.2
Halle,Pieridae,18,1,12,0.08333333333333333
Halle,Pieridae,19,1,10,0.1
Halle,Pieridae,20,2,8,0.25
Halle,Pieridae,22,1,11,0.09090909090909091
Halle,Pieridae,25,1,9,0.1111111111111111
Halle,Pieridae,26,2,14,0.14285714285714285
Halle,Pieridae,27,1,13,0.07692307692307693
Halle,Pieridae,28,2,13,0.15384615384615385
Halle,Pieridae,29,2,10,0.2
Halle,Pieridae,31,4,14,0.2857142857142857
Halle,Pieridae,32,2,10,0.2
Halle,Pieridae,33,3,12,0.25
Halle,Pieridae,34,4,11,0.36363636363636365
Halle,Polleniidae,13,1,4,0.25
Halle,Polleniidae,15,1,10,0.1
Halle,Polleniidae,28,1,13,0.07692307692307693
Halle,Pyrrhocoridae,18,1,12,0.08333333333333333
Halle,Pyrrhocoridae,31,1,14,0.07142857142857142
Halle,Sapygidae,29,1,10,0.1
Halle,Sarcophagidae,29,3,10,0.3
Halle,Sarcophagidae,31,1,14,0.07142857142857142
Halle,Sarcophagidae,32,2,10,0.2
Halle,Sarcophagidae,33,1,12,0.08333333333333333
Halle,Sarcophagidae,34,1,11,0.09090909090909091
Halle,Scarabaeidae,16,3,10,0.3
Halle,Scarabaeidae,17,1,9,0.1111111111111111
Halle,Scarabaeidae,18,2,12,0.16666666666666666
Halle,Scarabaeidae,19,3,10,0.3
Halle,Scarabaeidae,20,1,8,0.125
Halle,Scarabaeidae,21,3,8,0.375
Halle,Scarabaeidae,22,5,11,0.45454545454545453
Halle,Scarabaeidae,23,1,12,0.08333333333333333
Halle,Scarabaeidae,25,1,9,0.1111111111111111
Halle,Scarabaeidae,26,2,14,0.14285714285714285
Halle,Scarabaeidae,27,2,13,0.15384615384615385
Halle,Scarabaeidae,28,1,13,0.07692307692307693
Halle,Scarabaeidae,31,1,14,0.07142857142857142
Halle,Scarabaeidae,33,2,12,0.16666666666666666
Halle,Scoliidae,26,1,14,0.07142857142857142
Halle,Scoliidae,28,1,13,0.07692307692307693
Halle,Scoliidae,29,1,10,0.1
Halle,Scoliidae,31,1,14,0.07142857142857142
Halle,Scoliidae,33,3,12,0.25
Halle,Scoliidae,34,1,11,0.09090909090909091
Halle,Sphecidae,26,1,14,0.07142857142857142
Halle,Sphecidae,28,1,13,0.07692307692307693
Halle,Sphecidae,29,1,10,0.1
Halle,Sphecidae,31,2,14,0.14285714285714285
Halle,Sphecidae,32,1,10,0.1
Halle,Sphecidae,34,1,11,0.09090909090909091
Halle,Sphingidae,28,1,13,0.07692307692307693
Halle,Syrphidae,15,1,10,0.1
Halle,Syrphidae,16,1,10,0.1
Halle,Syrphidae,17,1,9,0.1111111111111111
Halle,Syrphidae,21,1,8,0.125
Halle,Syrphidae,24,3,12,0.25
Halle,Syrphidae,25,6,9,0.6666666666666666
Halle,Syrphidae,26,9,14,0.6428571428571429
Halle,Syrphidae,27,8,13,0.6153846153846154
Halle,Syrphidae,28,5,13,0.38461538461538464
Halle,Syrphidae,29,4,10,0.4
Halle,Syrphidae,31,6,14,0.42857142857142855
Halle,Syrphidae,32,2,10,0.2
Halle,Syrphidae,33,4,12,0.3333333333333333
Halle,Syrphidae,34,3,11,0.2727272727272727
Halle,Tachinidae,28,3,13,0.23076923076923078
Halle,Tachinidae,29,2,10,0.2
Halle,Tachinidae,32,2,10,0.2
Halle,Tachinidae,33,3,12,0.25
Halle,Tiphiidae,33,1,12,0.08333333333333333
Halle,Tiphiidae,34,1,11,0.09090909090909091
Halle,Vespidae,15,1,10,0.1
Halle,Vespidae,22,1,11,0.09090909090909091
Halle,Vespidae,25,1,9,0.1111111111111111
Halle,Vespidae,28,2,13,0.15384615384615385
Halle,Vespidae,29,2,10,0.2
Halle,Vespidae,31,1,14,0.07142857142857142
Halle,Vespidae,32,2,10,0.2
Halle,Vespidae,33,1,12,0.08333333333333333
Jena,Andrenidae,15,1,7,0.14285714285714285
Jena,Andrenidae,18,1,10,0.1
Jena,Andrenidae,21,1,10,0.1
Jena,Andrenidae,24,1,10,0.1
Jena,Andrenidae,26,1,6,0.16666666666666666
Jena,Andrenidae,27,2,6,0.3333333333333333
Jena,Anthomyiidae,17,2,7,0.2857142857142857
Jena,Anthomyiidae,18,3,10,0.3
Jena,Anthomyiidae,33,1,11,0.09090909090909091
Jena,Apidae,14,5,5,1
Jena,Apidae,15,7,7,1
Jena,Apidae,17,7,7,1
Jena,Apidae,18,9,10,0.9
Jena,Apidae,19,6,12,0.5
Jena,Apidae,20,11,15,0.7333333333333333
Jena,Apidae,21,8,10,0.8
Jena,Apidae,22,10,11,0.9090909090909091
Jena,Apidae,23,10,11,0.9090909090909091
Jena,Apidae,24,8,10,0.8
Jena,Apidae,25,12,14,0.8571428571428571
Jena,Apidae,26,5,6,0.8333333333333334
Jena,Apidae,27,5,6,0.8333333333333334
Jena,Apidae,28,6,8,0.75
Jena,Apidae,29,7,7,1
Jena,Apidae,31,6,8,0.75
Jena,Apidae,32,7,11,0.6363636363636364
Jena,Apidae,33,8,11,0.7272727272727273
Jena,Bombyliidae,14,4,5,0.8
Jena,Bombyliidae,17,2,7,0.2857142857142857
Jena,Bombyliidae,18,2,10,0.2
Jena,Bombyliidae,19,3,12,0.25
Jena,Bombyliidae,20,1,15,0.06666666666666667
Jena,Bombyliidae,21,1,10,0.1
Jena,Bombyliidae,23,1,11,0.09090909090909091
Jena,Bombyliidae,24,1,10,0.1
Jena,Calliphoridae,18,1,10,0.1
Jena,Calliphoridae,20,1,15,0.06666666666666667
Jena,Calliphoridae,25,2,14,0.14285714285714285
Jena,Calliphoridae,26,2,6,0.3333333333333333
Jena,Calliphoridae,28,2,8,0.25
Jena,Calliphoridae,29,2,7,0.2857142857142857
Jena,Calliphoridae,31,3,8,0.375
Jena,Calliphoridae,32,5,11,0.45454545454545453
Jena,Calliphoridae,33,3,11,0.2727272727272727
Jena,Chrysomelidae,25,1,14,0.07142857142857142
Jena,Cleridae,27,1,6,0.16666666666666666
Jena,Cleridae,29,1,7,0.14285714285714285
Jena,Coccinellidae,27,2,6,0.3333333333333333
Jena,Colletidae,24,1,10,0.1
Jena,Colletidae,25,5,14,0.35714285714285715
Jena,Colletidae,27,1,6,0.16666666666666666
Jena,Colletidae,28,1,8,0.125
Jena,Colletidae,29,2,7,0.2857142857142857
Jena,Colletidae,31,3,8,0.375
Jena,Colletidae,32,3,11,0.2727272727272727
Jena,Colletidae,33,2,11,0.18181818181818182
Jena,Conopidae,28,1,8,0.125
Jena,Conopidae,29,1,7,0.14285714285714285
Jena,Crabronidae,25,1,14,0.07142857142857142
Jena,Crabronidae,32,1,11,0.09090909090909091
Jena,Crabronidae,33,1,11,0.09090909090909091
Jena,Dermestidae,25,1,14,0.07142857142857142
Jena,Eumenidae,19,1,12,0.08333333333333333
Jena,Eumenidae,25,2,14,0.14285714285714285
Jena,Eumenidae,26,1,6,0.16666666666666666
Jena,Eumenidae,29,2,7,0.2857142857142857
Jena,Eumenidae,33,1,11,0.09090909090909091
Jena,Halictidae,19,2,12,0.16666666666666666
Jena,Halictidae,20,1,15,0.06666666666666667
Jena,Halictidae,22,3,11,0.2727272727272727
Jena,Halictidae,26,4,6,0.6666666666666666
Jena,Halictidae,27,2,6,0.3333333333333333
Jena,Halictidae,28,2,8,0.25
Jena,Halictidae,29,2,7,0.2857142857142857
Jena,Halictidae,31,1,8,0.125
Jena,Halictidae,32,2,11,0.18181818181818182
Jena,Halictidae,33,2,11,0.18181818181818182
Jena,Lauxaniidae,20,1,15,0.06666666666666667
Jena,Lycaenidae,23,1,11,0.09090909090909091
Jena,Lycaenidae,28,2,8,0.25
Jena,Lycaenidae,29,1,7,0.14285714285714285
Jena,Lycaenidae,31,1,8,0.125
Jena,Megachilidae,14,1,5,0.2
Jena,Megachilidae,17,2,7,0.2857142857142857
Jena,Megachilidae,18,4,10,0.4
Jena,Megachilidae,19,2,12,0.16666666666666666
Jena,Megachilidae,20,3,15,0.2
Jena,Megachilidae,21,3,10,0.3
Jena,Megachilidae,22,3,11,0.2727272727272727
Jena,Megachilidae,23,5,11,0.45454545454545453
Jena,Megachilidae,24,4,10,0.4
Jena,Megachilidae,25,2,14,0.14285714285714285
Jena,Megachilidae,26,3,6,0.5
Jena,Megachilidae,27,4,6,0.6666666666666666
Jena,Megachilidae,28,3,8,0.375
Jena,Megachilidae,29,4,7,0.5714285714285714
Jena,Megachilidae,32,1,11,0.09090909090909091
Jena,Megachilidae,33,2,11,0.18181818181818182
Jena,Melittidae,26,1,6,0.16666666666666666
Jena,Melittidae,28,1,8,0.125
Jena,Noctuidae,29,1,7,0.14285714285714285
Jena,Nymphalidae,27,1,6,0.16666666666666666
Jena,Nymphalidae,28,2,8,0.25
Jena,Nymphalidae,29,2,7,0.2857142857142857
Jena,Nymphalidae,31,1,8,0.125
Jena,Nymphalidae,32,2,11,0.18181818181818182
Jena,Nymphalidae,33,1,11,0.09090909090909091
Jena,Oedemeridae,27,1,6,0.16666666666666666
Jena,Oedemeridae,29,1,7,0.14285714285714285
Jena,Pentatomidae,32,1,11,0.09090909090909091
Jena,Pieridae,18,1,10,0.1
Jena,Pieridae,19,2,12,0.16666666666666666
Jena,Pieridae,26,1,6,0.16666666666666666
Jena,Pieridae,27,2,6,0.3333333333333333
Jena,Pieridae,28,1,8,0.125
Jena,Pieridae,29,1,7,0.14285714285714285
Jena,Pieridae,31,1,8,0.125
Jena,Pieridae,32,4,11,0.36363636363636365
Jena,Pieridae,33,1,11,0.09090909090909091
Jena,Pyrrhocoridae,33,1,11,0.09090909090909091
Jena,Sarcophagidae,20,1,15,0.06666666666666667
Jena,Sarcophagidae,25,1,14,0.07142857142857142
Jena,Scarabaeidae,18,1,10,0.1
Jena,Scarabaeidae,19,1,12,0.08333333333333333
Jena,Scarabaeidae,27,1,6,0.16666666666666666
Jena,Sphecidae,32,1,11,0.09090909090909091
Jena,Sphingidae,14,1,5,0.2
Jena,Sphingidae,28,1,8,0.125
Jena,Sphingidae,31,1,8,0.125
Jena,Syrphidae,19,1,12,0.08333333333333333
Jena,Syrphidae,20,2,15,0.13333333333333333
Jena,Syrphidae,21,1,10,0.1
Jena,Syrphidae,22,2,11,0.18181818181818182
Jena,Syrphidae,23,1,11,0.09090909090909091
Jena,Syrphidae,24,1,10,0.1
Jena,Syrphidae,25,3,14,0.21428571428571427
Jena,Syrphidae,26,5,6,0.8333333333333334
Jena,Syrphidae,27,6,6,1
Jena,Syrphidae,28,5,8,0.625
Jena,Syrphidae,29,5,7,0.7142857142857143
Jena,Syrphidae,31,2,8,0.25
Jena,Syrphidae,32,11,11,1
Jena,Syrphidae,33,8,11,0.7272727272727273
Jena,Tachinidae,25,1,14,0.07142857142857142
Jena,Tachinidae,28,2,8,0.25
Jena,Tachinidae,29,1,7,0.14285714285714285
Jena,Tachinidae,31,1,8,0.125
Jena,Tachinidae,32,2,11,0.18181818181818182
Jena,Tachinidae,33,1,11,0.09090909090909091
Jena,Tephritidae,24,1,10,0.1
Jena,Vespidae,21,1,10,0.1
Jena,Vespidae,22,1,11,0.09090909090909091
Jena,Vespidae,26,2,6,0.3333333333333333
Jena,Vespidae,32,1,11,0.09090909090909091
Jena,Vespidae,33,2,11,0.18181818181818182
Leipzig,Andrenidae,12,1,5,0.2
Leipzig,Andrenidae,16,5,10,0.5
Leipzig,Andrenidae,18,1,12,0.08333333333333333
Leipzig,Andrenidae,19,2,15,0.13333333333333333
Leipzig,Andrenidae,20,3,14,0.21428571428571427
Leipzig,Andrenidae,21,2,14,0.14285714285714285
Leipzig,Andrenidae,22,2,10,0.2
Leipzig,Andrenidae,23,3,14,0.21428571428571427
Leipzig,Andrenidae,24,5,14,0.35714285714285715
Leipzig,Andrenidae,25,3,13,0.23076923076923078
Leipzig,Andrenidae,26,2,11,0.18181818181818182
Leipzig,Anthomyiidae,18,1,12,0.08333333333333333
Leipzig,Anthomyiidae,20,1,14,0.07142857142857142
Leipzig,Anthomyiidae,21,2,14,0.14285714285714285
Leipzig,Apidae,12,4,5,0.8
Leipzig,Apidae,14,3,5,0.6
Leipzig,Apidae,15,8,8,1
Leipzig,Apidae,16,8,10,0.8
Leipzig,Apidae,17,10,10,1
Leipzig,Apidae,18,9,12,0.75
Leipzig,Apidae,19,9,15,0.6
Leipzig,Apidae,20,13,14,0.9285714285714286
Leipzig,Apidae,21,12,14,0.8571428571428571
Leipzig,Apidae,22,9,10,0.9
Leipzig,Apidae,23,14,14,1
Leipzig,Apidae,24,14,14,1
Leipzig,Apidae,25,12,13,0.9230769230769231
Leipzig,Apidae,26,10,11,0.9090909090909091
Leipzig,Apidae,27,11,12,0.9166666666666666
Leipzig,Apidae,28,8,8,1
Leipzig,Apidae,29,5,5,1
Leipzig,Apidae,31,7,8,0.875
Leipzig,Apidae,32,7,7,1
Leipzig,Apidae,33,7,7,1
Leipzig,Apidae,34,8,8,1
Leipzig,Bombyliidae,15,1,8,0.125
Leipzig,Bombyliidae,16,4,10,0.4
Leipzig,Bombyliidae,17,2,10,0.2
Leipzig,Bombyliidae,18,6,12,0.5
Leipzig,Bombyliidae,19,6,15,0.4
Leipzig,Bombyliidae,20,2,14,0.14285714285714285
Leipzig,Bombyliidae,21,1,14,0.07142857142857142
Leipzig,Bombyliidae,22,2,10,0.2
Leipzig,Bombyliidae,26,1,11,0.09090909090909091
Leipzig,Bombyliidae,33,1,7,0.14285714285714285
Leipzig,Calliphoridae,16,1,10,0.1
Leipzig,Calliphoridae,22,2,10,0.2
Leipzig,Calliphoridae,24,1,14,0.07142857142857142
Leipzig,Calliphoridae,25,2,13,0.15384615384615385
Leipzig,Calliphoridae,26,3,11,0.2727272727272727
Leipzig,Calliphoridae,27,5,12,0.4166666666666667
Leipzig,Calliphoridae,28,1,8,0.125
Leipzig,Calliphoridae,29,2,5,0.4
Leipzig,Calliphoridae,31,2,8,0.25
Leipzig,Calliphoridae,32,2,7,0.2857142857142857
Leipzig,Calliphoridae,33,3,7,0.42857142857142855
Leipzig,Calliphoridae,34,2,8,0.25
Leipzig,Cerambycidae,24,4,14,0.2857142857142857
Leipzig,Cerambycidae,25,1,13,0.07692307692307693
Leipzig,Cerambycidae,26,2,11,0.18181818181818182
Leipzig,Cerambycidae,27,1,12,0.08333333333333333
Leipzig,Chrysididae,24,2,14,0.14285714285714285
Leipzig,Chrysididae,25,1,13,0.07692307692307693
Leipzig,Chrysididae,26,1,11,0.09090909090909091
Leipzig,Coccinellidae,25,2,13,0.15384615384615385
Leipzig,Coccinellidae,26,3,11,0.2727272727272727
Leipzig,Coccinellidae,27,1,12,0.08333333333333333
Leipzig,Coccinellidae,28,1,8,0.125
Leipzig,Colletidae,23,1,14,0.07142857142857142
Leipzig,Colletidae,24,1,14,0.07142857142857142
Leipzig,Colletidae,25,2,13,0.15384615384615385
Leipzig,Colletidae,26,2,11,0.18181818181818182
Leipzig,Colletidae,27,1,12,0.08333333333333333
Leipzig,Colletidae,29,2,5,0.4
Leipzig,Conopidae,16,1,10,0.1
Leipzig,Conopidae,19,1,15,0.06666666666666667
Leipzig,Conopidae,21,1,14,0.07142857142857142
Leipzig,Conopidae,24,1,14,0.07142857142857142
Leipzig,Conopidae,25,1,13,0.07692307692307693
Leipzig,Crabronidae,23,1,14,0.07142857142857142
Leipzig,Crabronidae,25,1,13,0.07692307692307693
Leipzig,Crabronidae,26,1,11,0.09090909090909091
Leipzig,Crabronidae,28,1,8,0.125
Leipzig,Crabronidae,29,1,5,0.2
Leipzig,Crabronidae,31,1,8,0.125
Leipzig,Crabronidae,32,2,7,0.2857142857142857
Leipzig,Crabronidae,33,3,7,0.42857142857142855
Leipzig,Crabronidae,34,1,8,0.125
Leipzig,Crambidae,34,1,8,0.125
Leipzig,Eumenidae,24,1,14,0.07142857142857142
Leipzig,Halictidae,14,1,5,0.2
Leipzig,Halictidae,16,3,10,0.3
Leipzig,Halictidae,18,2,12,0.16666666666666666
Leipzig,Halictidae,19,2,15,0.13333333333333333
Leipzig,Halictidae,20,1,14,0.07142857142857142
Leipzig,Halictidae,21,2,14,0.14285714285714285
Leipzig,Halictidae,22,1,10,0.1
Leipzig,Halictidae,23,2,14,0.14285714285714285
Leipzig,Halictidae,24,4,14,0.2857142857142857
Leipzig,Halictidae,25,5,13,0.38461538461538464
Leipzig,Halictidae,26,3,11,0.2727272727272727
Leipzig,Halictidae,27,2,12,0.16666666666666666
Leipzig,Halictidae,28,2,8,0.25
Leipzig,Halictidae,29,3,5,0.6
Leipzig,Halictidae,34,1,8,0.125
Leipzig,Lycaenidae,24,1,14,0.07142857142857142
Leipzig,Lycaenidae,25,1,13,0.07692307692307693
Leipzig,Lycaenidae,29,2,5,0.4
Leipzig,Lycaenidae,31,1,8,0.125
Leipzig,Lygaeidae,25,1,13,0.07692307692307693
Leipzig,Lygaeidae,26,1,11,0.09090909090909091
Leipzig,Megachilidae,12,2,5,0.4
Leipzig,Megachilidae,14,3,5,0.6
Leipzig,Megachilidae,16,1,10,0.1
Leipzig,Megachilidae,17,1,10,0.1
Leipzig,Megachilidae,18,2,12,0.16666666666666666
Leipzig,Megachilidae,19,3,15,0.2
Leipzig,Megachilidae,20,3,14,0.21428571428571427
Leipzig,Megachilidae,21,2,14,0.14285714285714285
Leipzig,Megachilidae,23,6,14,0.42857142857142855
Leipzig,Megachilidae,24,4,14,0.2857142857142857
Leipzig,Megachilidae,25,4,13,0.3076923076923077
Leipzig,Megachilidae,26,6,11,0.5454545454545454
Leipzig,Megachilidae,27,2,12,0.16666666666666666
Leipzig,Megachilidae,28,1,8,0.125
Leipzig,Megachilidae,29,2,5,0.4
Leipzig,Megachilidae,32,1,7,0.14285714285714285
Leipzig,Melittidae,23,1,14,0.07142857142857142
Leipzig,Melittidae,26,1,11,0.09090909090909091
Leipzig,Nymphalidae,26,1,11,0.09090909090909091
Leipzig,Nymphalidae,29,1,5,0.2
Leipzig,Nymphalidae,31,1,8,0.125
Leipzig,Oedemeridae,26,1,11,0.09090909090909091
Leipzig,Oedemeridae,27,3,12,0.25
Leipzig,Pentatomidae,25,1,13,0.07692307692307693
Leipzig,Pieridae,18,1,12,0.08333333333333333
Leipzig,Pieridae,26,1,11,0.09090909090909091
Leipzig,Pieridae,27,2,12,0.16666666666666666
Leipzig,Pieridae,28,1,8,0.125
Leipzig,Pieridae,29,2,5,0.4
Leipzig,Pieridae,31,2,8,0.25
Leipzig,Pieridae,32,1,7,0.14285714285714285
Leipzig,Platystomatidae,21,1,14,0.07142857142857142
Leipzig,Sarcophagidae,26,1,11,0.09090909090909091
Leipzig,Scarabaeidae,18,1,12,0.08333333333333333
Leipzig,Scarabaeidae,19,2,15,0.13333333333333333
Leipzig,Scarabaeidae,20,2,14,0.14285714285714285
Leipzig,Scarabaeidae,21,2,14,0.14285714285714285
Leipzig,Scarabaeidae,25,2,13,0.15384615384615385
Leipzig,Scarabaeidae,26,1,11,0.09090909090909091
Leipzig,Scarabaeidae,31,1,8,0.125
Leipzig,Sphecidae,25,1,13,0.07692307692307693
Leipzig,Syrphidae,18,1,12,0.08333333333333333
Leipzig,Syrphidae,19,2,15,0.13333333333333333
Leipzig,Syrphidae,20,1,14,0.07142857142857142
Leipzig,Syrphidae,21,3,14,0.21428571428571427
Leipzig,Syrphidae,23,4,14,0.2857142857142857
Leipzig,Syrphidae,24,4,14,0.2857142857142857
Leipzig,Syrphidae,25,2,13,0.15384615384615385
Leipzig,Syrphidae,26,5,11,0.45454545454545453
Leipzig,Syrphidae,27,5,12,0.4166666666666667
Leipzig,Syrphidae,28,1,8,0.125
Leipzig,Syrphidae,29,2,5,0.4
Leipzig,Syrphidae,31,2,8,0.25
Leipzig,Syrphidae,32,2,7,0.2857142857142857
Leipzig,Syrphidae,33,3,7,0.42857142857142855
Leipzig,Syrphidae,34,4,8,0.5
Leipzig,Tachinidae,24,1,14,0.07142857142857142
Leipzig,Tachinidae,34,2,8,0.25
Leipzig,Tiphiidae,26,1,11,0.09090909090909091
