Botanical_garden,dprime,sp_name,Type
Leipzig,0.9276774476964874,Menyanthes trifoliata,Plant
Leipzig,0.2367862728494054,Monarda fistulosa,Plant
Leipzig,0.4337235376817151,Muscari botryoides,Plant
Leipzig,0.8155646291797348,Nicotiana tabacum,Plant
Leipzig,0.1857590992735474,Origanum vulgare,Plant
Leipzig,0.6866874266497018,Paeonia daurica,Plant
Leipzig,0.34110368093467813,Paeonia officinalis,Plant
Leipzig,0.7496633609428962,Papaver orientale,Plant
Leipzig,0.272596473730049,Penstemon bradburyi,Plant
Leipzig,0.2874998013975058,Phedimus aizoon,Plant
Leipzig,0.1902741040200918,Phlomis russeliana,Plant
Leipzig,0.31176564011501545,Platycodon grandiflorus,Plant
Leipzig,0.7985757810215242,Polygonatum biflorum,Plant
Leipzig,0.8178426609701708,Potentilla,Plant
Leipzig,0.344993279582517,Potentilla kurdica,Plant
Leipzig,0.36221311783135385,Potentilla recta,Plant
Leipzig,0.6301054979827813,Primula denticulata,Plant
Leipzig,0.5942932183849575,Primula veris,Plant
Leipzig,0.2895160347769438,Psephellus dealbatus,Plant
Leipzig,0.27421066069066075,Pulsatilla vulgaris,Plant
Leipzig,0.6834105218649346,Pycnanthemum tenuifolium,Plant
Leipzig,0.76830734160684,Ranunculus ficaria,Plant
Leipzig,0.28554731760591023,Rhaponticoides ruthenica,Plant
Leipzig,0.3042818347661927,Rhododendron brachycarpum,Plant
Leipzig,0.7323747549387455,Rhododendron degronianum,Plant
Leipzig,0.7225035778203569,Rhododendron thomsonii,Plant
Leipzig,0.3694088213440109,Rhododendron wadanum,Plant
Leipzig,0.14071237473234824,Ribes sanguineum,Plant
Leipzig,0.37327649298761467,Salvia officinalis,Plant
Leipzig,0.28090252687557465,Salvia pratensis,Plant
Leipzig,0.2700363219575386,Salvia ringens,Plant
Leipzig,0.28622949047641316,Salvia sclarea,Plant
Leipzig,0.30242548586222257,Salvia verticillata,Plant
Leipzig,0.3323323423386386,Saponaria sicula,Plant
Leipzig,0.2728889525190153,Scabiosa ochroleuca,Plant
Leipzig,0.20792733627306062,Scabiosa triandra,Plant
Leipzig,0.18864856272299355,Scilla luciliae,Plant
Leipzig,0.6145492929722695,Scopolia carniolica,Plant
Leipzig,0.6450362429189708,Seseli montanum,Plant
Leipzig,0.5199947200327273,Silene coronaria,Plant
Leipzig,0.7419573888322599,Silene latifolia,Plant
Leipzig,0.19033828807761582,Silene nutans,Plant
Leipzig,0.36650382693630845,Silene schafta,Plant
Leipzig,0.22374277375663937,Silene vulgaris,Plant
Leipzig,0.23510949368314665,Silphium integrifolium,Plant
Leipzig,0.39827900510470904,Solanum incanum,Plant
Leipzig,0.44879270886888145,Stachys byzantina,Plant
Leipzig,0.21295277977719604,Succisa pratensis,Plant
Leipzig,0.31261769545193313,Symphytum bulbosum,Plant
Leipzig,0.2213335667581722,Symphytum officinale,Plant
Leipzig,0.1855359890447553,Syringa persica,Plant
Leipzig,0.8400652785062449,Tanacetum coccineum,Plant
Leipzig,0.9333046053827886,Tanacetum vulgare,Plant
Leipzig,0.24289124709521015,Taraxacum officinale,Plant
Leipzig,0.5450678080801521,Taraxacum sonchoides,Plant
Leipzig,0.2808185710666979,Tetradium daniellii,Plant
Leipzig,0.10457931832641286,Teucrium marum,Plant
Leipzig,0.23985704903247765,Thunbergia alata,Plant
Leipzig,0.6960007715116353,Thymus praecox,Plant
Leipzig,0.42348402043092565,Thymus pulegioides,Plant
Leipzig,0.4254214778242462,Trifolium,Plant
Leipzig,0.5436058750316096,Trommsdorffia maculata,Plant
Leipzig,0.25971138658524223,Tropaeolum majus,Plant
Leipzig,0.4659689371659549,Tussilago farfara,Plant
Leipzig,0.8200129399262712,Verbascum nigrum,Plant
Leipzig,0.1078794617661413,Verbena hastata,Plant
Leipzig,0.23215327589887405,Vernonia fasciculata,Plant
Leipzig,0.580638429420002,Veronica austriaca,Plant
Leipzig,0.7092670376120334,Veronica chamaedrys,Plant
Leipzig,0.8266608570507142,Veronica longifolia,Plant
Leipzig,0.2256667826314986,Veronica orchidea,Plant
Leipzig,0.17178673760860722,Vicia oroboides,Plant
Leipzig,0.4651559389007793,Vicia tenuifolia,Plant
Leipzig,0.44603919209157833,Vinca minor,Plant
Leipzig,0.28178691302153686,Vincetoxicum hirundinaria,Plant
Leipzig,0.4858693520660707,Viola striata,Plant
Leipzig,0.2994779923992618,Viscaria vulgaris,Plant
Leipzig,0.7763504043045943,Vitex negundo,Plant
Leipzig,0.28483624201301266,Weigela florida,Plant
Leipzig,0.6151045770019755,Xanthoceras sorbifolium,Plant
Leipzig,0.5573476409477635,Coccinella septempunctata,Pollinator
Leipzig,0.7414129825164514,Colletes daviesanus,Pollinator
Leipzig,0.7525962568908036,Halictus,Pollinator
Leipzig,0.5979583716274071,Halictus subauratus,Pollinator
Leipzig,0.6221406648667748,Hedychrum gerstaeckeri,Pollinator
Leipzig,0.25709996417475434,Hylaeus,Pollinator
Leipzig,0.6740592048806423,Hylaeus nigritus,Pollinator
Leipzig,0.4862493182035099,Lasioglossum,Pollinator
Leipzig,0.6239618219015084,Lucilia sericata,Pollinator
Leipzig,0.4300723807376313,Metopia,Pollinator
Leipzig,0.6681089763202686,Miltogramma punctata,Pollinator
Leipzig,0.6465485215556487,Andrena flavipes,Pollinator
Leipzig,0.7637290900494167,Osmia brevicornis,Pollinator
Leipzig,0.717659939992582,Anthophora plumipes,Pollinator
Leipzig,0.7676743060061891,Andrena chrysopus,Pollinator
Leipzig,0.4463007495091431,Apis mellifera,Pollinator
Leipzig,0.5613409860562434,Cerceris rybyensis,Pollinator
Leipzig,0.5813539255902695,Pseudovadonia livida,Pollinator
Leipzig,0.8570239055834289,Bombylius major,Pollinator
Leipzig,0.4933811512788403,Botanophila striolata,Pollinator
Leipzig,0.6925500953978863,Hymenoptera,Pollinator
Leipzig,0.5309254241639461,Sphaerophoria scripta,Pollinator
Leipzig,0.6052173632113875,Episyrphus balteatus,Pollinator
Leipzig,0.8505900118651551,Bombus,Pollinator
Leipzig,0.23284943259713375,Bombus pascuorum,Pollinator
Leipzig,0.799392956873196,Bombylius venosus,Pollinator
Leipzig,0.8294232226003709,Eucera nigrescens,Pollinator
Leipzig,0.7243318564042255,Osmia cornuta,Pollinator
Leipzig,0.8234703267453538,Lasioglossum minutissimum,Pollinator
Leipzig,0.3819964381484306,Cerceris quinquefasciata,Pollinator
Leipzig,0.7737694412141451,Eupeodes corollae,Pollinator
Leipzig,0.5167159260335437,Nomada flavoguttata,Pollinator
Leipzig,0.5975110236081868,Bombus hypnorum,Pollinator
Leipzig,0.30503628948833994,Bombus lapidarius,Pollinator
Leipzig,0.16427879003680548,Bombus terrestris,Pollinator
Leipzig,0.5994607744974463,Ceratina cyanea,Pollinator
Leipzig,0.7117575699634976,Diptera,Pollinator
Leipzig,0.8710971892799843,Xylocopa violacea,Pollinator
Leipzig,0.9202177765365267,Cylindromyia brevicornis,Pollinator
Leipzig,0.5180018272569394,Eristalis tenax,Pollinator
Leipzig,0.7819281279820004,Andrena gravida,Pollinator
Leipzig,0.7055100310177478,Andrena bicolor,Pollinator
Leipzig,0.6683463862493141,Lasioglossum villosulum,Pollinator
Leipzig,0.6845380144470519,Nomada fabriciana,Pollinator
Leipzig,0.5361575699701303,Andrena pilipes,Pollinator
Leipzig,0.4985897730703789,Halictus scabiosae,Pollinator
Leipzig,0.6443117371927914,Megachile lagopoda,Pollinator
Leipzig,0.7247467859614741,Melitta haemorrhoidalis,Pollinator
Leipzig,0.6614629256702982,Bombus pratorum,Pollinator
Leipzig,0.5469179145535837,Anthidium manicatum,Pollinator
Leipzig,0.6929865150046991,Megachilidae,Pollinator
Leipzig,0.22212713387089206,Bombus hortorum,Pollinator
Leipzig,0.39108356764496627,Bombus vestalis,Pollinator
Leipzig,0.40551993111921975,Dryas iulia,Pollinator
Leipzig,0.6484897791028967,Myathropa florea,Pollinator
Leipzig,0.6037166000336822,Oxythyrea funesta,Pollinator
Leipzig,0.16306028527614447,Polyommatus icarus,Pollinator
Leipzig,0.860405648602433,Lasioglossum laticeps,Pollinator
Leipzig,0.7869796735292608,Lasioglossum morio,Pollinator
Leipzig,0.5245268455940009,Syrphidae,Pollinator
Leipzig,0.6374910044416776,Aglais io,Pollinator
Leipzig,0.12606418189273,Pieris napi,Pollinator
Leipzig,0.5414227558695602,Volucella zonaria,Pollinator
Leipzig,0.6674280171731656,Megachile rotundata,Pollinator
Leipzig,0.7627402894946934,Cheilosia,Pollinator
Leipzig,0.7373134111220173,Chrysogaster virescens,Pollinator
Leipzig,0.6107265299762575,Villa modesta,Pollinator
Leipzig,0.7666282259465922,Andrena minutula,Pollinator
Leipzig,0.8090040274827598,Formicidae,Pollinator
Leipzig,0.7533416274544276,Tephritidae,Pollinator
Leipzig,0.6116903994673065,Anthophora quadrimaculata,Pollinator
Leipzig,0.8344773006772649,Hoplitis adunca,Pollinator
Leipzig,0.4122984349990927,Microphthalma europaea,Pollinator
Leipzig,0.7443918408200554,Calliphora vicina,Pollinator
Leipzig,0.4450239208567667,Angioneura,Pollinator
Leipzig,0.51251460189911,Chelostoma,Pollinator
Leipzig,0.4450239208567667,Dinetus pictus,Pollinator
Leipzig,0.4450239208567667,Eurychaeta palpalis,Pollinator
Leipzig,0.4450239208567667,Gasteruption,Pollinator
Leipzig,0.4450239208567667,Graphosoma italicum,Pollinator
Leipzig,0.4450239208567667,Gymnosoma nudifrons,Pollinator
Leipzig,0.4450239208567667,Hemiptera,Pollinator
Leipzig,0.5938399295742652,Holopyga ignicollis,Pollinator
Leipzig,0.516033916657538,Hylaeus gredleri,Pollinator
Leipzig,0.4450239208567667,Hylaeus styriacus,Pollinator
Leipzig,0.4894024799568923,Lygaeus equestris,Pollinator
Leipzig,0.4779055493267196,Mordellidae,Pollinator
Leipzig,0.2898391741878215,Nomada,Pollinator
Leipzig,0.4450239208567667,Nysson maculosus,Pollinator
Leipzig,0.5357255235847367,Oedemera,Pollinator
Leipzig,0.7045892099988651,Oedemera lurida,Pollinator
Leipzig,0.4450239208567667,Physocephala rufipes,Pollinator
Leipzig,0.4779055493267196,Sphecodes pellucidus,Pollinator
Leipzig,0.4450239208567667,Sphecodes puncticeps,Pollinator
Leipzig,0.4450239208567667,Sphex funerarius,Pollinator
Leipzig,0.4450239208567667,Tachina nupta,Pollinator
Leipzig,0.43507370312858695,Trichius gallicus,Pollinator
Leipzig,0.9165616816148784,Andrena minutuloides,Pollinator
Leipzig,0.9592732953782079,Hylaeus punctatus,Pollinator
Leipzig,0.6040429474001615,Sarcophaga,Pollinator
Leipzig,0.6040429474001615,Tiphia femorata,Pollinator
Leipzig,0.7568880438250857,Andrena,Pollinator
Leipzig,0.6412709339379334,Merodon equestris,Pollinator
Leipzig,0.6728071489295231,Andrena curvungula,Pollinator
Leipzig,0.6286062157437984,Chelostoma rapunculi,Pollinator
Leipzig,0.8074269555815744,Coelioxys elongatus,Pollinator
Leipzig,0.5984223213051525,Megachile willughbiella,Pollinator
Leipzig,0.6679776032409869,Bombylius discolor,Pollinator
Leipzig,0.9051663049017229,Lasioglossum politum,Pollinator
Leipzig,0.820688874058796,Andrena fulvago,Pollinator
Leipzig,0.488417268153602,Lasioglossum leucozonium,Pollinator
Leipzig,0.68434527928696,Botanophila depressa,Pollinator
Leipzig,0.65476697555377394,Dalmannia marginata,Pollinator
Leipzig,0.7434869436947447,Halictus tumulorum,Pollinator
Leipzig,0.7370367875282896,Osmia bicornis,Pollinator
Leipzig,0.8090040274827598,Heriades truncorum,Pollinator
Leipzig,0.7041463522770159,Andrena hattorfiana,Pollinator
Leipzig,0.7078349996892691,Sicus ferrugineus,Pollinator
Leipzig,0.7823781231136382,Anthophora aestivalis,Pollinator
Leipzig,0.6681089763202686,Anthocharis cardamines,Pollinator
Leipzig,0.7279445062227413,Lasioglossum pallens,Pollinator
Leipzig,0.5206312480582684,Myopa testacea,Pollinator
Leipzig,0.15490079567196663,Pieris rapae,Pollinator
Leipzig,0.7714393449210409,Arthropoda,Pollinator
Leipzig,0.9261126718612143,Valgus hemipterus,Pollinator
Leipzig,0.6007228414498041,Sphecodes albilabris,Pollinator
Leipzig,0.5237302736130292,Osmia caerulescens,Pollinator
Leipzig,0.9113355470199068,Cetonia aurata,Pollinator
Leipzig,0.6485552230743232,Lasioglossum pauxillum,Pollinator
Leipzig,0.4922271246772086,Andrena labiata,Pollinator
Leipzig,0.7305201638449372,Osmia aurulenta,Pollinator
Leipzig,0.6526970681491275,Hylaeus communis,Pollinator
Leipzig,0.7243975034762086,Hylaeus confusus,Pollinator
Leipzig,0.5189788628098694,Lapposyrphus lapponicus,Pollinator
Leipzig,0.4623836227951915,Megachile maritima,Pollinator
Leipzig,0.5625774521999914,Lasioglossum calceatum,Pollinator
Leipzig,0.9113833711564165,Bombus bohemicus,Pollinator
Leipzig,0.6486740668646365,Stelis punctulatissima,Pollinator
Leipzig,0.3920478108568995,Hylaeus hyalinatus,Pollinator
Leipzig,0.3589750086943708,Bellardia vulgaris,Pollinator
Leipzig,0.3589750086943708,Bombus campestris,Pollinator
Leipzig,0.6856002368213754,Megachile ericetorum,Pollinator
Leipzig,0.6470867962968138,Anthidium,Pollinator
Leipzig,0.6470867962968138,Hylaeus brevicornis,Pollinator
Leipzig,0.7453963776758977,Cydalima perspectalis,Pollinator
Leipzig,0.5597829810188742,Philanthus triangulum,Pollinator
Leipzig,0.5852151549775682,Cerceris,Pollinator
Leipzig,0.582697021674448,Gymnomerus laevipes,Pollinator
Leipzig,0.6657264807706859,Platystoma seminationis,Pollinator
Leipzig,0.6979882917934427,Anthidium oblongatum,Pollinator
Leipzig,0.4802169922193367,Lasioglossum pygmaeum,Pollinator
Leipzig,0.5389950167728108,Megachile circumcincta,Pollinator
Halle,0.8106203619899535,Achillea filipendulina,Plant
Halle,0.6637467449837224,Achillea millefolium,Plant
Halle,0.7825879374491032,Aconitum lycoctonum,Plant
Halle,0.4911917264047779,Aegonychon purpurocaeruleum,Plant
Halle,0.38543679507336326,Allium cernuum,Plant
Halle,0.599419704380266,Allium tuberosum,Plant
Halle,0.3732475175013587,Allium turkestanicum,Plant
Halle,0.640731174944001,Allium ursinum,Plant
Halle,0.5789497311190865,Alyssum saxatile,Plant
Halle,0.913123988246632,Anthriscus sylvestris,Plant
Halle,0.40740786284529723,Arabis alpina,Plant
Halle,0.45270261942081125,Asclepias syriaca,Plant
Halle,0.2821048154927056,Asparagus oligoclonos,Plant
Halle,0.9799468668657457,Astragalus alopecurus,Plant
Halle,0.7969719591980836,Aubrieta deltoidea,Plant
Halle,0.6485491771185796,Aubrieta olympica,Plant
Halle,0.46065672438437133,Aubrieta parviflora,Plant
Halle,0.7231018143371016,Aubrieta pinardii,Plant
Halle,0.63348715957932,Ballota nigra,Plant
Halle,0.41714658167568436,Baptisia australis,Plant
Halle,0.38936174044469396,Barbarea vulgaris,Plant
Halle,0.2881763934673031,Bellis perennis,Plant
Halle,0.5703640881681842,Betonica officinalis,Plant
Halle,0.7608043598470462,Bupleurum aureum,Plant
Halle,0.4175041922212383,Campanula poscharskyana,Plant
Halle,0.41321883340681204,Centaurea cyanus,Plant
Halle,0.48578026402717656,Centranthus ruber,Plant
Halle,0.5657447219189883,Cephalaria uralensis,Plant
Halle,0.4382828300482596,Cerinthe minor,Plant
Halle,0.3839269913753103,Chelidonium majus,Plant
Halle,0.7841888958890317,Chrysojasminum fruticans,Plant
Halle,0.4126494966331872,Cistus salviifolius,Plant
Halle,0.37726854506576096,Clematis integrifolia,Plant
Halle,0.3410787616927672,Clematis recta,Plant
Halle,0.6097038876985704,Clinopodium nepeta,Plant
Halle,0.419089446038719,Corydalis cava,Plant
Halle,0.5512419341608304,Cosmos sulphureus,Plant
Halle,0.3089251311637228,Cotoneaster adpressus,Plant
Halle,0.2365800941933678,Crambe maritima,Plant
Halle,0.388304442998976,Cylindropuntia imbricata,Plant
Halle,0.9922315806139506,Daucus carota,Plant
Halle,0.42189011687240724,Delosperma cooperi,Plant
Halle,0.42423525673126294,Delphinium elatum,Plant
Halle,0.6496530354108537,Dianthus carthusianorum,Plant
Halle,0.3911065659287379,Dictamnus albus,Plant
Halle,0.6287791626717247,Digitalis purpurea,Plant
Halle,0.6729369782421337,Drymocallis rupestris,Plant
Halle,0.6073947157042915,Erodium cicutarium,Plant
Halle,0.7257120474896628,Eryngium caeruleum,Plant
Halle,0.6840305876004876,Eryngium maritimum,Plant
Halle,0.6856794007345715,Eryngium planum,Plant
Halle,0.8975085925975976,Erysimum pulchellum,Plant
Halle,0.40071164524172187,Eschscholzia californica,Plant
Halle,0.6965593374709242,Ferula assa-foetida,Plant
Halle,0.6829913509984368,Foeniculum vulgare,Plant
Halle,0.6879821902594808,Fragaria vesca,Plant
Halle,0.2258998391724287,Fuchsia magellanica,Plant
Halle,0.47879026083491627,Galega officinalis,Plant
Halle,0.4144787746400153,Genista hispanica,Plant
Halle,0.4725544820523059,Genista radiata,Plant
Halle,0.4831915314053408,Geum rivale,Plant
Halle,0.43888821121453797,Geum ternatum,Plant
Halle,0.34333700142875373,Globularia trichosantha,Plant
Halle,0.5546698590249256,Gratiola officinalis,Plant
Halle,0.5666285815760062,Gypsophila paniculata,Plant
Halle,0.6336479437798597,Helianthemum apenninum,Plant
Halle,0.4798552149664623,Helianthemum nummularium,Plant
Halle,0.6668500592663574,Hemerocallis fulva,Plant
Halle,0.38274102304397334,Heuchera grossulariifolia,Plant
Halle,0.336667987752134,Hippocrepis emerus,Plant
Halle,0.6881464589285533,Hippomarathrum vulgare,Plant
Halle,0.4465547949532583,Hypericum olympicum,Plant
Halle,0.4283818361581894,Hypericum perforatum,Plant
Halle,0.6459308026387737,Hypochaeris radicata,Plant
Halle,0.5810886185495108,Iberis sempervirens,Plant
Halle,0.4393285709109545,Impatiens glandulifera,Plant
Halle,0.5778034169776608,Inula helenium,Plant
Halle,0.23188577627958978,Ipheion uniflorum,Plant
Halle,0.5434907082239069,Knautia dipsacifolia,Plant
Halle,0.4698915613158556,Lamium album,Plant
Halle,0.40758076870319304,Lamium orvala,Plant
Halle,0.3562143609233979,Lamium purpureum,Plant
Halle,0.6832102274084183,Lathyrus vernus,Plant
Halle,0.8368794832710843,Lavandula angustifolia,Plant
Halle,0.5622671118719285,Leucanthemum vulgare,Plant
Halle,0.1988457711833118,Liatris pycnostachya,Plant
Halle,0.4149629015024912,Limnanthes douglasii,Plant
Halle,0.7990384738651739,Limonium gmelini,Plant
Halle,0.3412569740397888,Limonium sinuatum,Plant
Halle,0.5873555119911158,Lotus corniculatus,Plant
Halle,0.7032821244166736,Lythrum salicaria,Plant
Halle,0.30500388982638765,Magnolia stellata,Plant
Halle,0.6776413959719491,Malcolmia maritima,Plant
Halle,0.41401532767786126,Malva thuringiaca,Plant
Halle,0.3416980975359222,Marrubium peregrinum,Plant
Halle,0.7938069590843772,Melilotus albus,Plant
Halle,0.252746658661203,Monarda citriodora,Plant
Halle,0.42072538092425193,Moricandia arvensis,Plant
Halle,0.5777165875490251,Muscari armeniacum,Plant
Halle,0.5829231238742698,Muscari botryoides,Plant
Halle,0.7257924396092723,Muscari comosum,Plant
Halle,0.23188577627958978,Narcissus pseudonarcissus,Plant
Halle,0.5438466400010675,Nepeta clarkei,Plant
Halle,0.37576533971454495,Oenothera odorata,Plant
Halle,0.6545555024345124,Origanum vulgare,Plant
Halle,0.3458720929315137,Ornithogalum nutans,Plant
Halle,0.3308123818845612,Oxalis acetosella,Plant
Halle,0.20500901231601007,Paeonia daurica,Plant
Halle,0.16228139675290387,Paeonia officinalis,Plant
Halle,0.5722573259549552,Penstemon hartwegii,Plant
Halle,0.3731660517637126,Pentaglottis sempervirens,Plant
Halle,0.5338756066588244,Phacelia congesta,Plant
Halle,0.7609643856497758,Phedimus kamtschaticus,Plant
Halle,0.6924356859843618,Phlomoides tuberosa,Plant
Halle,0.3231874021523261,Pieris japonica,Plant
Halle,0.5401288013182709,Platycodon grandiflorus,Plant
Halle,0.8778257523768871,Polygonum bistorta,Plant
Halle,0.418164517065597,Potentilla delphinensis,Plant
Halle,0.4877730714056759,Potentilla montana,Plant
Halle,0.5535672880956989,Potentilla sterilis,Plant
Halle,0.4722355294536923,Primula denticulata,Plant
Halle,0.7009905200306675,Primula veris,Plant
Halle,0.4446634443132928,Primula vulgaris,Plant
Halle,0.4348501338029468,Prunella grandiflora,Plant
Halle,0.2731704862972549,Prunus tenella,Plant
Halle,0.4844776485297886,Pulmonaria mollis,Plant
Halle,0.5173012846600079,Puschkinia scilloides,Plant
Halle,0.8216551574624975,Ranunculus bulbosus,Plant
Halle,0.6226625013803638,Ranunculus caucasicus,Plant
Halle,0.23188577627958978,Ranunculus ficaria,Plant
Halle,0.5829231238742698,Ranunculus lanuginosus,Plant
Halle,0.5030356185936284,Reseda alba,Plant
Halle,1,Reseda lutea,Plant
Halle,0.6215614616589558,Reseda odorata,Plant
Halle,0.47867077526862023,Rhododendron smirnowii,Plant
Halle,0.4408756997564226,Rosa foetida,Plant
Halle,0.4781722836833802,Rudbeckia laciniata,Plant
Halle,0.532726812943062,Salvia officinalis,Plant
Halle,0.507841599429335,Salvia sclarea,Plant
Halle,0.644487049439515,Saponaria officinalis,Plant
Halle,0.5069693510873802,Satureja montana,Plant
Halle,0.17581169426449045,Scopolia carniolica,Plant
Halle,0.23851050007505548,Scutellaria baicalensis,Plant
Halle,0.6402933723996992,Seseli gummiferum,Plant
Halle,0.3212656151246691,Silene chungtienensis,Plant
Halle,0.6825607543800039,Sisymbrium officinale,Plant
Halle,0.29511260066416123,Solanum dulcamara,Plant
Halle,0.6488807934738126,Stachys byzantina,Plant
Halle,0.5678985499708803,Succisella inflexa,Plant
Halle,0.3952739325445593,Symphytum officinale,Plant
Halle,0.7501992474063861,Syringa tomentella,Plant
Halle,0.33052035384520273,Tagetes,Plant
Halle,0.41962827914204176,Tagetes erecta,Plant
Halle,0.9168260406104505,Tanacetum vulgare,Plant
Halle,0.36304039693736256,Taraxacum officinale,Plant
Halle,0.30354308283553194,Teucrium scorodonia,Plant
Halle,0.25269197660879344,Thalictrum flavum,Plant
Halle,0.3937189175271051,Thymus vulgaris,Plant
Halle,0.40035070573233716,Trifolium rubens,Plant
Halle,0.4187195404618682,Tulipa sylvestris,Plant
Halle,0.4848019206704795,Valeriana phu,Plant
Halle,0.5543167266956349,Verbena rigida,Plant
Halle,0.42679013219861706,Vincetoxicum hirundinaria,Plant
Halle,0.7624745445651496,Viola odorata,Plant
Halle,0.7544021784407549,Viscaria vulgaris,Plant
Halle,0.469988443760966,Wisteria sinensis,Plant
Halle,0.47440115753732087,Zinnia elegans,Plant
Halle,0.9061652175061213,Andrena minutuloides,Pollinator
Halle,0.7583687798287776,Colletes daviesanus,Pollinator
Halle,0.514676006449316,Halictus subauratus,Pollinator
Halle,0.5345888947492583,Lucilia sericata,Pollinator
Halle,0.48311885061933824,Oedemera,Pollinator
