Botanical_garden,Week,dprime,sp_name,Type
Leipzig,34,0.02116441335308602,Acanthaceae,Plant
Leipzig,34,0.005608678913407545,Asteraceae,Plant
Leipzig,34,0.02116441335308602,Balsaminaceae,Plant
Leipzig,34,0.014194854837475443,Caprifoliaceae,Plant
Leipzig,34,0.03309854731091252,Lamiaceae,Plant
Leipzig,34,0.026286952218952248,Lythraceae,Plant
Leipzig,34,0.025767601167315524,Ranunculaceae,Plant
Leipzig,34,0.0411681897657962,Tropaeolaceae,Plant
Leipzig,34,0.24261123570896417,Apidae,Pollinator
Leipzig,34,0.28998928668876417,Calliphoridae,Pollinator
Leipzig,34,0.28572930336896124,Halictidae,Pollinator
Leipzig,34,0.3130339031185008,Syrphidae,Pollinator
Leipzig,34,0.40271856385577876,Tachinidae,Pollinator
Leipzig,34,0.009164620312694929,Crabronidae,Pollinator
Leipzig,34,0.5811786302168794,Crambidae,Pollinator
Leipzig,24,0.20406872442162116,Alismataceae,Plant
Leipzig,24,0.09440419957455462,Apocynaceae,Plant
Leipzig,24,0.059595599847587076,Asphodelaceae,Plant
Leipzig,24,0.22602619376154093,Asteraceae,Plant
Leipzig,24,0.08790706414389016,Caprifoliaceae,Plant
Leipzig,24,0.16647110959531036,Cistaceae,Plant
Leipzig,24,0.24505546036489023,Euphorbiaceae,Plant
Leipzig,24,0.060049246674239866,Fabaceae,Plant
Leipzig,24,0.20689072840065467,Geraniaceae,Plant
Leipzig,24,0.09719458986632222,Hypericaceae,Plant
Leipzig,24,0.06602057827319012,Lamiaceae,Plant
Leipzig,24,0.04430073335976697,Plantaginaceae,Plant
Leipzig,24,0.057645479956970114,Rosaceae,Plant
Leipzig,24,0.09188997483266553,Rutaceae,Plant
Leipzig,24,0.40719176684639774,Andrenidae,Pollinator
Leipzig,24,0.27958095221010854,Apidae,Pollinator
Leipzig,24,0.09887013652698635,Cerambycidae,Pollinator
Leipzig,24,0.2958576698166559,Conopidae,Pollinator
Leipzig,24,0.12973654551740887,Syrphidae,Pollinator
Leipzig,24,0.48160732434462705,Oedemeridae,Pollinator
Leipzig,24,0.12143035926383823,Calliphoridae,Pollinator
Leipzig,24,0.050766473148695944,Chrysididae,Pollinator
Leipzig,24,0.08056492500824008,Gasteruptiidae,Pollinator
Leipzig,24,0.29088128772583893,Halictidae,Pollinator
Leipzig,24,0.11752120071560684,Lycaenidae,Pollinator
Leipzig,24,0.08056492500824008,Mordellidae,Pollinator
Leipzig,24,0.11752120071560684,Tachinidae,Pollinator
Leipzig,24,0.046340650941466284,Eumenidae,Pollinator
Leipzig,24,0.32969970322988046,Megachilidae,Pollinator
Leipzig,24,0.3039648920883255,Colletidae,Pollinator
Leipzig,24,0.5202697566657687,Formicidae,Pollinator
Leipzig,24,0.5001797067379987,Tephritidae,Pollinator
Leipzig,23,0.07348397163005378,Alismataceae,Plant
Leipzig,23,0.055505340947083454,Apocynaceae,Plant
Leipzig,23,0.7094139583215143,Asphodelaceae,Plant
Leipzig,23,0.036374659875738104,Asteraceae,Plant
Leipzig,23,0.055326323000515085,Boraginaceae,Plant
Leipzig,23,0.08936625659444909,Caprifoliaceae,Plant
Leipzig,23,0.06450030618237725,Crassulaceae,Plant
Leipzig,23,0.04749357909772152,Fabaceae,Plant
Leipzig,23,0.29702667717249603,Geraniaceae,Plant
Leipzig,23,0.01769267908328541,Hypericaceae,Plant
Leipzig,23,0.038687206009582184,Lamiaceae,Plant
Leipzig,23,0.05872687901842955,Ranunculaceae,Plant
Leipzig,23,0.0334815949440022,Rosaceae,Plant
Leipzig,23,0.05544738098890332,Rutaceae,Plant
Leipzig,23,0.030741961137385015,Violaceae,Plant
Leipzig,23,0.22439548062320563,Apidae,Pollinator
Leipzig,23,0.5082347124280796,Crabronidae,Pollinator
Leipzig,23,0.6024906981391253,Oedemeridae,Pollinator
Leipzig,23,0.3150588111027969,Megachilidae,Pollinator
Leipzig,23,0.384018443349072,Syrphidae,Pollinator
Leipzig,23,0.18154523542345602,Andrenidae,Pollinator
Leipzig,23,0.3719777053686971,Halictidae,Pollinator
Leipzig,23,0.574891677108684,Melittidae,Pollinator
Leipzig,23,0.48667682325049016,Colletidae,Pollinator
Leipzig,20,0.12164919214336654,Amaryllidaceae,Plant
Leipzig,20,0,Apocynaceae,Plant
Leipzig,20,0.13194613867606544,Asparagaceae,Plant
Leipzig,20,0.24274842515999248,Boraginaceae,Plant
Leipzig,20,0.144754785450499,Brassicaceae,Plant
Leipzig,20,0.42421475165383093,Caprifoliaceae,Plant
Leipzig,20,0.12237325014793533,Cistaceae,Plant
Leipzig,20,0.0220701398760691,Fabaceae,Plant
Leipzig,20,0.1571238364495288,Geraniaceae,Plant
Leipzig,20,0.13158498094146437,Lamiaceae,Plant
Leipzig,20,0.045527828689859655,Limnanthaceae,Plant
Leipzig,20,0,Paeoniaceae,Plant
Leipzig,20,0.20691064816487256,Ranunculaceae,Plant
Leipzig,20,0.2678532011228015,Violaceae,Plant
Leipzig,20,0.3860165271405207,Anthomyiidae,Pollinator
Leipzig,20,0.31891092085229966,Apidae,Pollinator
Leipzig,20,0.4096121030100821,Bombyliidae,Pollinator
Leipzig,20,0.03233203140503005,Andrenidae,Pollinator
Leipzig,20,0.21550014153963135,Megachilidae,Pollinator
Leipzig,20,0.08906864845927463,Scarabaeidae,Pollinator
Leipzig,20,0.5688741142474066,Syrphidae,Pollinator
Leipzig,20,0.6276478787588998,Halictidae,Pollinator
Leipzig,31,0.05179135831518734,Amaryllidaceae,Plant
Leipzig,31,0.0746676238483104,Asteraceae,Plant
Leipzig,31,0.28861848914875027,Campanulaceae,Plant
Leipzig,31,0.07131989705072003,Caprifoliaceae,Plant
Leipzig,31,0.10892664518702198,Caryophyllaceae,Plant
Leipzig,31,0.8359196152297759,Fabaceae,Plant
Leipzig,31,0.09218595834195381,Lamiaceae,Plant
Leipzig,31,0.07828511395304845,Lythraceae,Plant
Leipzig,31,0.535544031937551,Ranunculaceae,Plant
Leipzig,31,0.10711978876891882,Apidae,Pollinator
Leipzig,31,0.20229629971949975,Colletidae,Pollinator
Leipzig,31,0.17471968541632374,Calliphoridae,Pollinator
Leipzig,31,0.16868432854274282,Crabronidae,Pollinator
Leipzig,31,0.1712312410872776,Halictidae,Pollinator
Leipzig,31,0.16102826636898077,Syrphidae,Pollinator
Leipzig,31,0.8309412853196734,Nymphalidae,Pollinator
Leipzig,31,0.4076683912897694,Pieridae,Pollinator
Leipzig,31,0.8077131386950348,Scarabaeidae,Pollinator
Leipzig,31,0.5975969409037309,Lycaenidae,Pollinator
Leipzig,19,0.5184263504773052,Amaryllidaceae,Plant
Leipzig,19,0.4209864570265513,Apocynaceae,Plant
Leipzig,19,0.23781312417480266,Asparagaceae,Plant
Leipzig,19,0.2403200851017727,Boraginaceae,Plant
Leipzig,19,0.33035834348544224,Brassicaceae,Plant
Leipzig,19,0.09206569608226035,Ericaceae,Plant
Leipzig,19,0.20283856737496098,Fabaceae,Plant
Leipzig,19,0.5060592097462673,Geraniaceae,Plant
Leipzig,19,0.16964475834547343,Lamiaceae,Plant
