normalised_degree,Botanical_garden,Week,sp_name,Type
0.3125,Leipzig,27,Halictus,Pollinator
0.1875,Leipzig,27,Hylaeus,Pollinator
0.25,Leipzig,27,Lasioglossum,Pollinator
0.3125,Leipzig,27,Lucilia sericata,Pollinator
0.125,Leipzig,27,Metopia,Pollinator
0.625,Leipzig,27,Apis mellifera,Pollinator
0.0625,Leipzig,27,Coccinella septempunctata,Pollinator
0.25,Leipzig,27,Eupeodes corollae,Pollinator
0.0625,Leipzig,27,Pseudovadonia livida,Pollinator
0.1875,Leipzig,27,Bombus lapidarius,Pollinator
0.125,Leipzig,27,Megachilidae,Pollinator
0.0625,Leipzig,27,Sphaerophoria scripta,Pollinator
0.0625,Leipzig,27,Lasioglossum morio,Pollinator
0.0625,Leipzig,27,Hylaeus gredleri,Pollinator
0.1875,Leipzig,27,Oedemera lurida,Pollinator
0.125,Leipzig,27,Bombus hortorum,Pollinator
0.25,Leipzig,27,Bombus terrestris,Pollinator
0.0625,Leipzig,27,Lasioglossum politum,Pollinator
0.0625,Leipzig,27,Xylocopa violacea,Pollinator
0.0625,Leipzig,27,Heriades truncorum,Pollinator
0.0625,Leipzig,27,Pseudoanthidium nanum,Pollinator
0.0625,Leipzig,27,Anthidium manicatum,Pollinator
0.125,Leipzig,27,Bombus hypnorum,Pollinator
0.0625,Leipzig,27,Bombus pascuorum,Pollinator
0.125,Leipzig,27,Pieris rapae,Pollinator
0.09090909090909091,Leipzig,20,Aethionema grandiflorum,Plant
0.13636363636363635,Leipzig,20,Allium ursinum,Plant
0.18181818181818182,Leipzig,20,Anchusa officinalis,Plant
0.09090909090909091,Leipzig,20,Aquilegia vulgaris,Plant
0.09090909090909091,Leipzig,20,Caltha palustris,Plant
0.045454545454545456,Leipzig,20,Convallaria majalis,Plant
0.13636363636363635,Leipzig,20,Geranium macrorrhizum,Plant
0.045454545454545456,Leipzig,20,Helianthemum nummularium,Plant
0.045454545454545456,Leipzig,20,Iberis sempervirens,Plant
0.09090909090909091,Leipzig,20,Knautia arvensis,Plant
0.045454545454545456,Leipzig,20,Lamium album,Plant
0.045454545454545456,Leipzig,20,Lamium orvala,Plant
0.09090909090909091,Leipzig,20,Limnanthes douglasii,Plant
0.13636363636363635,Leipzig,20,Lunaria rediviva,Plant
0.045454545454545456,Leipzig,20,Paeonia officinalis,Plant
0.09090909090909091,Leipzig,20,Polygonatum biflorum,Plant
0.045454545454545456,Leipzig,20,Vicia oroboides,Plant
0.045454545454545456,Leipzig,20,Vinca minor,Plant
0.18181818181818182,Leipzig,20,Viola striata,Plant
0.15789473684210525,Leipzig,20,Andrena flavipes,Pollinator
0.10526315789473684,Leipzig,20,Osmia brevicornis,Pollinator
0.3157894736842105,Leipzig,20,Apis mellifera,Pollinator
0.05263157894736842,Leipzig,20,Botanophila striolata,Pollinator
0.05263157894736842,Leipzig,20,Hymenoptera,Pollinator
0.21052631578947367,Leipzig,20,Anthophora plumipes,Pollinator
0.15789473684210525,Leipzig,20,Bombus pascuorum,Pollinator
0.05263157894736842,Leipzig,20,Bombylius venosus,Pollinator
0.10526315789473684,Leipzig,20,Eucera nigrescens,Pollinator
0.05263157894736842,Leipzig,20,Xylocopa violacea,Pollinator
0.05263157894736842,Leipzig,20,Lasioglossum minutissimum,Pollinator
0.05263157894736842,Leipzig,20,Lasioglossum villosulum,Pollinator
0.10526315789473684,Leipzig,20,Ceratina cyanea,Pollinator
0.05263157894736842,Leipzig,20,Merodon equestris,Pollinator
0.05263157894736842,Leipzig,20,Diptera,Pollinator
0.05263157894736842,Leipzig,20,Andrena hattorfiana,Pollinator
0.05263157894736842,Leipzig,20,Oxythyrea funesta,Pollinator
0.05263157894736842,Leipzig,20,Megachilidae,Pollinator
0.05263157894736842,Leipzig,20,Valgus hemipterus,Pollinator
0.05263157894736842,Leipzig,20,Bombus,Pollinator
0.05263157894736842,Leipzig,20,Bombylius major,Pollinator
0.05263157894736842,Leipzig,20,Osmia bicornis,Pollinator
0.05,Leipzig,19,Ajuga reptans,Plant
0.1,Leipzig,19,Allium ursinum,Plant
0.1,Leipzig,19,Anchusa officinalis,Plant
0.1,Leipzig,19,Anemone sylvestris,Plant
0.1,Leipzig,19,Aquilegia vulgaris,Plant
0.05,Leipzig,19,Fragaria vesca,Plant
0.05,Leipzig,19,Geranium macrorrhizum,Plant
0.25,Leipzig,19,Iberis sempervirens,Plant
0.05,Leipzig,19,Lamium orvala,Plant
0.05,Leipzig,19,Lathyrus vernus,Plant
0.05,Leipzig,19,Menyanthes trifoliata,Plant
0.15,Leipzig,19,Paeonia officinalis,Plant
0.05,Leipzig,19,Polygonatum biflorum,Plant
0.05,Leipzig,19,Primula denticulata,Plant
0.1,Leipzig,19,Pulsatilla vulgaris,Plant
0.2,Leipzig,19,Rhododendron brachycarpum,Plant
0.1,Leipzig,19,Symphytum bulbosum,Plant
0.1,Leipzig,19,Vinca minor,Plant
0.1,Leipzig,19,Viola striata,Plant
0.3157894736842105,Leipzig,19,Anthophora plumipes,Pollinator
0.15789473684210525,Leipzig,19,Bombylius major,Pollinator
0.10526315789473684,Leipzig,19,Sphaerophoria scripta,Pollinator
0.10526315789473684,Leipzig,19,Eucera nigrescens,Pollinator
0.10526315789473684,Leipzig,19,Lasioglossum minutissimum,Pollinator
0.05263157894736842,Leipzig,19,Bombus hypnorum,Pollinator
0.10526315789473684,Leipzig,19,Bombylius venosus,Pollinator
0.10526315789473684,Leipzig,19,Andrena flavipes,Pollinator
0.05263157894736842,Leipzig,19,Dalmannia marginata,Pollinator
0.10526315789473684,Leipzig,19,Osmia bicornis,Pollinator
0.05263157894736842,Leipzig,19,Valgus hemipterus,Pollinator
0.10526315789473684,Leipzig,19,Apis mellifera,Pollinator
0.10526315789473684,Leipzig,19,Bombus terrestris,Pollinator
0.05263157894736842,Leipzig,19,Cetonia aurata,Pollinator
0.10526315789473684,Leipzig,19,Bombus pratorum,Pollinator
0.05263157894736842,Leipzig,19,Lasioglossum calceatum,Pollinator
0.05263157894736842,Leipzig,19,Lasioglossum pauxillum,Pollinator
0.05263157894736842,Leipzig,19,Bombylius discolor,Pollinator
0.05263157894736842,Leipzig,19,Osmia brevicornis,Pollinator
0.05263157894736842,Leipzig,19,Bombus hortorum,Pollinator
0.06521739130434782,Leipzig,24,Alisma plantago-aquatica,Plant
0.021739130434782608,Leipzig,24,Centranthus ruber,Plant
0.06521739130434782,Leipzig,24,Chaenorhinum origanifolium,Plant
0.10869565217391304,Leipzig,24,Dasiphora davurica,Plant
0.021739130434782608,Leipzig,24,Dictamnus albus,Plant
0.34782608695652173,Leipzig,24,Euphorbia seguieriana,Plant
0.06521739130434782,Leipzig,24,Geranium sanguineum,Plant
0.043478260869565216,Leipzig,24,Helianthemum nummularium,Plant
0.021739130434782608,Leipzig,24,Hemerocallis dumortieri,Plant
0.06521739130434782,Leipzig,24,Hypericum olympicum,Plant
0.06521739130434782,Leipzig,24,Knautia arvensis,Plant
0.13043478260869565,Leipzig,24,Penstemon bradburyi,Plant
0.08695652173913043,Leipzig,24,Potentilla kurdica,Plant
0.043478260869565216,Leipzig,24,Psephellus dealbatus,Plant
0.08695652173913043,Leipzig,24,Salvia officinalis,Plant
0.10869565217391304,Leipzig,24,Salvia verticillata,Plant
0.1956521739130435,Leipzig,24,Trifolium,Plant
0.08695652173913043,Leipzig,24,Veronica austriaca,Plant
0.13043478260869565,Leipzig,24,Vicia tenuifolia,Plant
0.043478260869565216,Leipzig,24,Vincetoxicum hirundinaria,Plant
0.05,Leipzig,24,Andrena chrysopus,Pollinator
0.85,Leipzig,24,Apis mellifera,Pollinator
0.2,Leipzig,24,Pseudovadonia livida,Pollinator
0.05,Leipzig,24,Syrphidae,Pollinator
0.05,Leipzig,24,Bombus hortorum,Pollinator
0.1,Leipzig,24,Xylocopa violacea,Pollinator
0.05,Leipzig,24,Andrena minutula,Pollinator
0.05,Leipzig,24,Formicidae,Pollinator
0.1,Leipzig,24,Sphaerophoria scripta,Pollinator
0.05,Leipzig,24,Tephritidae,Pollinator
0.05,Leipzig,24,Eurychaeta palpalis,Pollinator
0.05,Leipzig,24,Gasteruption,Pollinator
0.05,Leipzig,24,Gymnosoma nudifrons,Pollinator
0.05,Leipzig,24,Hemiptera,Pollinator
0.1,Leipzig,24,Holopyga ignicollis,Pollinator
0.1,Leipzig,24,Hymenoptera,Pollinator
0.05,Leipzig,24,Lucilia sericata,Pollinator
0.05,Leipzig,24,Mordellidae,Pollinator
0.05,Leipzig,24,Oedemera lurida,Pollinator
0.05,Leipzig,24,Polyommatus icarus,Pollinator
0.05,Leipzig,24,Sphecodes pellucidus,Pollinator
0.05,Leipzig,24,Sphecodes puncticeps,Pollinator
0.05,Leipzig,24,Tachina nupta,Pollinator
0.1,Leipzig,24,Volucella zonaria,Pollinator
0.05,Leipzig,24,Andrena bicolor,Pollinator
0.1,Leipzig,24,Coelioxys elongatus,Pollinator
0.1,Leipzig,24,Oedemera,Pollinator
0.25,Leipzig,24,Bombus terrestris,Pollinator
0.15,Leipzig,24,Lasioglossum laticeps,Pollinator
0.1,Leipzig,24,Andrena hattorfiana,Pollinator
0.05,Leipzig,24,Sicus ferrugineus,Pollinator
0.05,Leipzig,24,Anthidium manicatum,Pollinator
0.05,Leipzig,24,Anthophora quadrimaculata,Pollinator
0.05,Leipzig,24,Hoplitis adunca,Pollinator
0.05,Leipzig,24,Osmia caerulescens,Pollinator
0.05,Leipzig,24,Ceratina cyanea,Pollinator
0.05,Leipzig,24,Halictus subauratus,Pollinator
0.05,Leipzig,24,Stelis punctulatissima,Pollinator
0.1,Leipzig,24,Bombus lapidarius,Pollinator
0.15,Leipzig,24,Bombus pascuorum,Pollinator
0.05,Leipzig,24,Hylaeus hyalinatus,Pollinator
0.05,Leipzig,24,Megachile rotundata,Pollinator
0.05,Leipzig,24,Osmia aurulenta,Pollinator
0.1,Leipzig,24,Anthophora aestivalis,Pollinator
0.05,Leipzig,24,Gymnomerus laevipes,Pollinator
0.05,Leipzig,24,Megachile ericetorum,Pollinator
0.05714285714285714,Leipzig,23,Alisma plantago-aquatica,Plant
0.08571428571428572,Leipzig,23,Aquilegia vulgaris,Plant
0.02857142857142857,Leipzig,23,Dictamnus albus,Plant
0.02857142857142857,Leipzig,23,Eranthis hyemalis,Plant
0.02857142857142857,Leipzig,23,Fragaria vesca,Plant
0.2,Leipzig,23,Geranium sanguineum,Plant
0.02857142857142857,Leipzig,23,Hemerocallis dumortieri,Plant
0.02857142857142857,Leipzig,23,Hypericum olympicum,Plant
0.08571428571428572,Leipzig,23,Knautia macedonica,Plant
0.05714285714285714,Leipzig,23,Phedimus aizoon,Plant
0.08571428571428572,Leipzig,23,Phlomis russeliana,Plant
0.2,Leipzig,23,Potentilla kurdica,Plant
0.3142857142857143,Leipzig,23,Potentilla recta,Plant
0.22857142857142856,Leipzig,23,Psephellus dealbatus,Plant
0.05714285714285714,Leipzig,23,Salvia officinalis,Plant
0.05714285714285714,Leipzig,23,Stachys byzantina,Plant
0.08571428571428572,Leipzig,23,Symphytum officinale,Plant
0.11428571428571428,Leipzig,23,Vicia tenuifolia,Plant
0.08571428571428572,Leipzig,23,Vincetoxicum hirundinaria,Plant
0.08571428571428572,Leipzig,23,Viola striata,Plant
0.85,Leipzig,23,Apis mellifera,Pollinator
0.05,Leipzig,23,Cerceris rybyensis,Pollinator
0.3,Leipzig,23,Bombus terrestris,Pollinator
0.15,Leipzig,23,Xylocopa violacea,Pollinator
0.05,Leipzig,23,Hymenoptera,Pollinator
0.05,Leipzig,23,Andrena bicolor,Pollinator
0.1,Leipzig,23,Chelostoma rapunculi,Pollinator
0.05,Leipzig,23,Eucera nigrescens,Pollinator
0.15,Leipzig,23,Eupeodes corollae,Pollinator
0.05,Leipzig,23,Megachile willughbiella,Pollinator
0.05,Leipzig,23,Melitta haemorrhoidalis,Pollinator
0.05,Leipzig,23,Merodon equestris,Pollinator
0.15,Leipzig,23,Oedemera,Pollinator
0.05,Leipzig,23,Andrena hattorfiana,Pollinator
0.05,Leipzig,23,Halictus scabiosae,Pollinator
0.05,Leipzig,23,Andrena labiata,Pollinator
0.1,Leipzig,23,Halictus subauratus,Pollinator
0.05,Leipzig,23,Hylaeus nigritus,Pollinator
0.05,Leipzig,23,Lasioglossum laticeps,Pollinator
0.05,Leipzig,23,Andrena flavipes,Pollinator
0.05,Leipzig,23,Andrena minutula,Pollinator
0.1,Leipzig,23,Anthophora aestivalis,Pollinator
0.05,Leipzig,23,Bombus lapidarius,Pollinator
0.15,Leipzig,23,Bombus pascuorum,Pollinator
0.05,Leipzig,23,Hylaeus communis,Pollinator
0.05,Leipzig,23,Hylaeus confusus,Pollinator
0.05,Leipzig,23,Sphaerophoria scripta,Pollinator
0.1,Leipzig,23,Anthophora plumipes,Pollinator
0.05,Leipzig,23,Lapposyrphus lapponicus,Pollinator
0.05,Leipzig,23,Megachile maritima,Pollinator
0.05,Leipzig,23,Anthophora quadrimaculata,Pollinator
0.05,Leipzig,23,Anthidium manicatum,Pollinator
0.05,Leipzig,23,Bombus hypnorum,Pollinator
0.05,Leipzig,23,Osmia bicornis,Pollinator
0.05,Leipzig,23,Anthidium oblongatum,Pollinator
0.11764705882352941,Leipzig,31,Allium senescens,Plant
0.17647058823529413,Leipzig,31,Centaurea sadleriana,Plant
0.35294117647058826,Leipzig,31,Cephalaria gigantea,Plant
0.29411764705882354,Leipzig,31,Cuphea viscosissima,Plant
0.29411764705882354,Leipzig,31,Echinops pungens,Plant
0.058823529411764705,Leipzig,31,Eriocapitella hupehensis,Plant
0.058823529411764705,Leipzig,31,Klasea radiata,Plant
0.058823529411764705,Leipzig,31,Medicago falcata,Plant
0.11764705882352941,Leipzig,31,Platycodon grandiflorus,Plant
0.17647058823529413,Leipzig,31,Saponaria sicula,Plant
0.11764705882352941,Leipzig,31,Silene schafta,Plant
0.17647058823529413,Leipzig,31,Tanacetum vulgare,Plant
0.17647058823529413,Leipzig,31,Vitex negundo,Plant
0.23076923076923078,Leipzig,31,Apis mellifera,Pollinator
0.23076923076923078,Leipzig,31,Hylaeus,Pollinator
0.3076923076923077,Leipzig,31,Bombus lapidarius,Pollinator
0.15384615384615385,Leipzig,31,Lasioglossum,Pollinator
0.5384615384615384,Leipzig,31,Xylocopa violacea,Pollinator
0.07692307692307693,Leipzig,31,Aglais io,Pollinator
0.07692307692307693,Leipzig,31,Oxythyrea funesta,Pollinator
0.15384615384615385,Leipzig,31,Pieris napi,Pollinator
0.15384615384615385,Leipzig,31,Volucella zonaria,Pollinator
0.07692307692307693,Leipzig,31,Bombus hypnorum,Pollinator
0.15384615384615385,Leipzig,31,Syrphidae,Pollinator
0.15384615384615385,Leipzig,31,Bombus terrestris,Pollinator
0.07692307692307693,Leipzig,31,Cerceris rybyensis,Pollinator
0.07692307692307693,Leipzig,31,Myathropa florea,Pollinator
0.07692307692307693,Leipzig,31,Polyommatus icarus,Pollinator
0.23076923076923078,Leipzig,31,Lucilia sericata,Pollinator
0.07692307692307693,Leipzig,31,Nomada,Pollinator
0.14285714285714285,Leipzig,32,Anaphalis margaritacea,Plant
0.35714285714285715,Leipzig,32,Carlina vulgaris,Plant
0.2857142857142857,Leipzig,32,Centaurea nigra,Plant
0.21428571428571427,Leipzig,32,Cirsium vulgare,Plant
0.07142857142857142,Leipzig,32,Eriocapitella hupehensis,Plant
0.21428571428571427,Leipzig,32,Lomelosia olgae,Plant
0.07142857142857142,Leipzig,32,Platycodon grandiflorus,Plant
0.21428571428571427,Leipzig,32,Pycnanthemum tenuifolium,Plant
0.14285714285714285,Leipzig,32,Scabiosa ochroleuca,Plant
0.07142857142857142,Leipzig,32,Tetradium daniellii,Plant
0.07142857142857142,Leipzig,32,Thymus praecox,Plant
0.2857142857142857,Leipzig,32,Verbena hastata,Plant
0.07142857142857142,Leipzig,32,Vitex negundo,Plant
0.07692307692307693,Leipzig,32,Episyrphus balteatus,Pollinator
0.15384615384615385,Leipzig,32,Lucilia sericata,Pollinator
0.07692307692307693,Leipzig,32,Anthidium manicatum,Pollinator
0.6153846153846154,Leipzig,32,Apis mellifera,Pollinator
0.15384615384615385,Leipzig,32,Bombus lapidarius,Pollinator
0.07692307692307693,Leipzig,32,Megachilidae,Pollinator
0.3076923076923077,Leipzig,32,Xylocopa violacea,Pollinator
0.3076923076923077,Leipzig,32,Bombus pascuorum,Pollinator
0.07692307692307693,Leipzig,32,Hylaeus,Pollinator
0.07692307692307693,Leipzig,32,Lasioglossum,Pollinator
0.15384615384615385,Leipzig,32,Cerceris rybyensis,Pollinator
0.07692307692307693,Leipzig,32,Eristalis tenax,Pollinator
0.15384615384615385,Leipzig,32,Bombus vestalis,Pollinator
0.07692307692307693,Leipzig,32,Pieris napi,Pollinator
0.045454545454545456,Leipzig,18,Anchusa officinalis,Plant
0.13636363636363635,Leipzig,18,Anemone nemorosa,Plant
0.09090909090909091,Leipzig,18,Aurinia saxatilis,Plant
0.09090909090909091,Leipzig,18,Caltha palustris,Plant
0.09090909090909091,Leipzig,18,Iberis sempervirens,Plant
0.09090909090909091,Leipzig,18,Lamium orvala,Plant
0.09090909090909091,Leipzig,18,Lathyrus vernus,Plant
0.045454545454545456,Leipzig,18,Muscari botryoides,Plant
0.13636363636363635,Leipzig,18,Paeonia daurica,Plant
0.13636363636363635,Leipzig,18,Potentilla,Plant
0.09090909090909091,Leipzig,18,Primula denticulata,Plant
0.22727272727272727,Leipzig,18,Primula veris,Plant
0.09090909090909091,Leipzig,18,Pulsatilla vulgaris,Plant
0.045454545454545456,Leipzig,18,Rhododendron thomsonii,Plant
0.13636363636363635,Leipzig,18,Symphytum bulbosum,Plant
0.045454545454545456,Leipzig,18,Veronica chamaedrys,Plant
0.18181818181818182,Leipzig,18,Vinca minor,Plant
0.23529411764705882,Leipzig,18,Anthophora plumipes,Pollinator
0.47058823529411764,Leipzig,18,Apis mellifera,Pollinator
0.11764705882352941,Leipzig,18,Bombus,Pollinator
0.058823529411764705,Leipzig,18,Osmia cornuta,Pollinator
0.4117647058823529,Leipzig,18,Bombylius major,Pollinator
0.058823529411764705,Leipzig,18,Nomada fabriciana,Pollinator
0.058823529411764705,Leipzig,18,Botanophila depressa,Pollinator
0.058823529411764705,Leipzig,18,Halictus tumulorum,Pollinator
0.058823529411764705,Leipzig,18,Anthocharis cardamines,Pollinator
0.058823529411764705,Leipzig,18,Eucera nigrescens,Pollinator
0.058823529411764705,Leipzig,18,Cetonia aurata,Pollinator
0.058823529411764705,Leipzig,18,Xylocopa violacea,Pollinator
0.058823529411764705,Leipzig,18,Andrena gravida,Pollinator
0.058823529411764705,Leipzig,18,Lasioglossum pallens,Pollinator
0.058823529411764705,Leipzig,18,Sphaerophoria scripta,Pollinator
0.058823529411764705,Leipzig,18,Bombylius discolor,Pollinator
0.058823529411764705,Leipzig,18,Diptera,Pollinator
0.058823529411764705,Leipzig,18,Bombus pascuorum,Pollinator
0.058823529411764705,Leipzig,18,Bombus terrestris,Pollinator
0.058823529411764705,Leipzig,18,Osmia bicornis,Pollinator
0.058823529411764705,Leipzig,18,Bombylius venosus,Pollinator
0.058823529411764705,Leipzig,18,Bombus lapidarius,Pollinator
0.1111111111111111,Leipzig,21,Anchusa officinalis,Plant
0.037037037037037035,Leipzig,21,Aquilegia vulgaris,Plant
0.037037037037037035,Leipzig,21,Caltha palustris,Plant
0.037037037037037035,Leipzig,21,Convallaria majalis,Plant
0.037037037037037035,Leipzig,21,Dasiphora davurica,Plant
0.1111111111111111,Leipzig,21,Geranium macrorrhizum,Plant
0.07407407407407407,Leipzig,21,Geranium sanguineum,Plant
0.037037037037037035,Leipzig,21,Helianthemum nummularium,Plant
0.07407407407407407,Leipzig,21,Hieracium murorum,Plant
0.07407407407407407,Leipzig,21,Iberis sempervirens,Plant
0.07407407407407407,Leipzig,21,Knautia arvensis,Plant
0.037037037037037035,Leipzig,21,Knautia dipsacifolia,Plant
0.14814814814814814,Leipzig,21,Lathyrus roseus,Plant
0.14814814814814814,Leipzig,21,Leucanthemum vulgare,Plant
0.07407407407407407,Leipzig,21,Limnanthes douglasii,Plant
0.18518518518518517,Leipzig,21,Psephellus dealbatus,Plant
0.1111111111111111,Leipzig,21,Salvia pratensis,Plant
0.14814814814814814,Leipzig,21,Symphytum officinale,Plant
0.07407407407407407,Leipzig,21,Vincetoxicum hirundinaria,Plant
0.2222222222222222,Leipzig,21,Viscaria vulgaris,Plant
0.1,Leipzig,21,Anthophora plumipes,Pollinator
0.7,Leipzig,21,Apis mellifera,Pollinator
0.05,Leipzig,21,Bombus,Pollinator
0.1,Leipzig,21,Diptera,Pollinator
0.05,Leipzig,21,Bombylius major,Pollinator
0.1,Leipzig,21,Andrena,Pollinator
0.15,Leipzig,21,Merodon equestris,Pollinator
0.05,Leipzig,21,Andrena curvungula,Pollinator
0.1,Leipzig,21,Botanophila striolata,Pollinator
0.05,Leipzig,21,Andrena fulvago,Pollinator
0.1,Leipzig,21,Oxythyrea funesta,Pollinator
0.05,Leipzig,21,Eucera nigrescens,Pollinator
0.05,Leipzig,21,Anthophora aestivalis,Pollinator
0.15,Leipzig,21,Bombus pascuorum,Pollinator
0.05,Leipzig,21,Andrena gravida,Pollinator
0.05,Leipzig,21,Arthropoda,Pollinator
0.05,Leipzig,21,Andrena labiata,Pollinator
0.05,Leipzig,21,Bombus lapidarius,Pollinator
0.05,Leipzig,21,Osmia cornuta,Pollinator
0.05,Leipzig,21,Bombus pratorum,Pollinator
0.05,Leipzig,21,Myopa testacea,Pollinator
0.1,Leipzig,21,Bombus terrestris,Pollinator
0.05,Leipzig,21,Halictus subauratus,Pollinator
0.05,Leipzig,21,Platystoma seminationis,Pollinator
0.05,Leipzig,21,Lasioglossum pygmaeum,Pollinator
0.05,Leipzig,21,Megachile circumcincta,Pollinator
0.05,Leipzig,21,Xylocopa violacea,Pollinator
0.1111111111111111,Leipzig,28,Anthericum ramosum,Plant
0.16666666666666666,Leipzig,28,Cephalaria procera,Plant
0.2777777777777778,Leipzig,28,Clinopodium album,Plant
0.05555555555555555,Leipzig,28,Convolvulus tricolor,Plant
0.05555555555555555,Leipzig,28,Eriocapitella hupehensis,Plant
0.1111111111111111,Leipzig,28,Helichrysum italicum,Plant
0.05555555555555555,Leipzig,28,Hypericum olympicum,Plant
0.5555555555555556,Leipzig,28,Lavandula angustifolia,Plant
0.1111111111111111,Leipzig,28,Nicotiana tabacum,Plant
0.16666666666666666,Leipzig,28,Rhaponticoides ruthenica,Plant
0.05555555555555555,Leipzig,28,Saponaria sicula,Plant
0.1111111111111111,Leipzig,28,Scabiosa triandra,Plant
0.1111111111111111,Leipzig,28,Tanacetum vulgare,Plant
0.2222222222222222,Leipzig,28,Teucrium marum,Plant
0.6428571428571429,Leipzig,28,Apis mellifera,Pollinator
0.07142857142857142,Leipzig,28,Cerceris rybyensis,Pollinator
0.14285714285714285,Leipzig,28,Bombus pascuorum,Pollinator
0.35714285714285715,Leipzig,28,Bombus vestalis,Pollinator
