Plant_genus,Pollinator_genus,Total_interactions,Botanical_garden,Week,Sample
Solidago,Lucilia,14,Jena,32,2
Solidago,Maniola,2,Jena,32,2
Solidago,Myathropa,2,Jena,32,2
Solidago,Pieris,3,Jena,32,2
Solidago,Scaeva,6,Jena,32,2
Solidago,Sphaerophoria,4,Jena,32,2
Solidago,Vespa,1,Jena,32,2
Solidago,Volucella,10,Jena,32,2
Tilia,Apis,81,Jena,32,2
Tilia,Bombus,141,Jena,32,2
Tilia,Carpocoris,1,Jena,32,2
Tilia,Cheilosia,7,Jena,32,2
Tilia,Colletes,2,Jena,32,2
Tilia,Cylindromyia,3,Jena,32,2
Tilia,Eristalis,2,Jena,32,2
Tilia,Hylaeus,31,Jena,32,2
Tilia,Lucilia,10,Jena,32,2
Tilia,Myathropa,2,Jena,32,2
Tilia,Pieris,3,Jena,32,2
Tilia,Scaeva,3,Jena,32,2
Tilia,Sphex,2,Jena,32,2
Tilia,Vespa,2,Jena,32,2
Tilia,Volucella,6,Jena,32,2
Tripleurospermum,Apis,3,Jena,32,2
Tripleurospermum,Bombus,11,Jena,32,2
Tripleurospermum,Hylaeus,2,Jena,32,2
Tripleurospermum,Lucilia,1,Jena,32,2
Tripleurospermum,Scaeva,1,Jena,32,2
Tripleurospermum,Volucella,1,Jena,32,2
Achillea,Anthidium,1,Jena,32,3
Achillea,Apis,28,Jena,32,3
Achillea,Bombus,61,Jena,32,3
Achillea,Cheilosia,5,Jena,32,3
Achillea,Episyrphus,1,Jena,32,3
Achillea,Eristalis,1,Jena,32,3
Achillea,Hylaeus,17,Jena,32,3
Achillea,Lucilia,3,Jena,32,3
Achillea,Pieris,3,Jena,32,3
Achillea,Sphaerophoria,1,Jena,32,3
Achillea,Volucella,3,Jena,32,3
Buddleja,Anthidium,1,Jena,32,3
Buddleja,Apis,13,Jena,32,3
Buddleja,Bombus,22,Jena,32,3
Buddleja,Cheilosia,5,Jena,32,3
Buddleja,Hylaeus,4,Jena,32,3
Buddleja,Lucilia,1,Jena,32,3
Buddleja,Volucella,1,Jena,32,3
Daucus,Anthidium,7,Jena,32,3
Daucus,Apis,237,Jena,32,3
Daucus,Bombus,368,Jena,32,3
Daucus,Cheilosia,27,Jena,32,3
Daucus,Colletes,6,Jena,32,3
Daucus,Cylindromyia,2,Jena,32,3
Daucus,Eristalis,2,Jena,32,3
Daucus,Halictus,1,Jena,32,3
Daucus,Hylaeus,92,Jena,32,3
Daucus,Lucilia,29,Jena,32,3
Daucus,Maniola,2,Jena,32,3
Daucus,Myathropa,2,Jena,32,3
Daucus,Phasia,1,Jena,32,3
Daucus,Pieris,4,Jena,32,3
Daucus,Scaeva,13,Jena,32,3
Daucus,Sphaerophoria,5,Jena,32,3
Daucus,Sphex,1,Jena,32,3
Daucus,Volucella,15,Jena,32,3
Eriocapitella,Anthidium,2,Jena,32,3
Eriocapitella,Apis,17,Jena,32,3
Eriocapitella,Bombus,23,Jena,32,3
Eriocapitella,Cheilosia,2,Jena,32,3
Eriocapitella,Hylaeus,8,Jena,32,3
Eriocapitella,Lasioglossum,1,Jena,32,3
Eriocapitella,Lucilia,1,Jena,32,3
Eriocapitella,Scaeva,3,Jena,32,3
Eriocapitella,Volucella,1,Jena,32,3
Fuchsia,Apis,11,Jena,32,3
Fuchsia,Bombus,16,Jena,32,3
Fuchsia,Cheilosia,1,Jena,32,3
Fuchsia,Hylaeus,5,Jena,32,3
Fuchsia,Lucilia,1,Jena,32,3
Fuchsia,Volucella,2,Jena,32,3
Galega,Apis,14,Jena,32,3
Galega,Bombus,12,Jena,32,3
Galega,Eristalis,2,Jena,32,3
Galega,Halictus,2,Jena,32,3
Galega,Hylaeus,4,Jena,32,3
Galega,Lucilia,3,Jena,32,3
Knautia,Anthidium,7,Jena,32,3
Knautia,Apis,224,Jena,32,3
Knautia,Bombus,342,Jena,32,3
Knautia,Cheilosia,24,Jena,32,3
Knautia,Colletes,4,Jena,32,3
Knautia,Cylindromyia,2,Jena,32,3
Knautia,Halictus,1,Jena,32,3
Knautia,Hylaeus,72,Jena,32,3
Knautia,Lucilia,33,Jena,32,3
Knautia,Myathropa,2,Jena,32,3
Knautia,Phasia,2,Jena,32,3
Knautia,Pieris,8,Jena,32,3
Knautia,Scaeva,7,Jena,32,3
Knautia,Sphaerophoria,9,Jena,32,3
Knautia,Sphex,2,Jena,32,3
Knautia,Volucella,14,Jena,32,3
Lactuca,Anthidium,4,Jena,32,3
Lactuca,Apis,95,Jena,32,3
Lactuca,Bombus,151,Jena,32,3
Lactuca,Cheilosia,7,Jena,32,3
Lactuca,Colletes,2,Jena,32,3
Lactuca,Cylindromyia,2,Jena,32,3
Lactuca,Eristalis,3,Jena,32,3
Lactuca,Halictus,2,Jena,32,3
Lactuca,Hylaeus,33,Jena,32,3
Lactuca,Lucilia,18,Jena,32,3
Lactuca,Myathropa,1,Jena,32,3
Lactuca,Pieris,1,Jena,32,3
Lactuca,Scaeva,7,Jena,32,3
Lactuca,Sphaerophoria,1,Jena,32,3
Lactuca,Vespa,1,Jena,32,3
Lactuca,Volucella,7,Jena,32,3
Lavandula,Anthidium,4,Jena,32,3
Lavandula,Apis,47,Jena,32,3
Lavandula,Bombus,59,Jena,32,3
Lavandula,Cheilosia,3,Jena,32,3
Lavandula,Hylaeus,15,Jena,32,3
Lavandula,Lucilia,7,Jena,32,3
Lavandula,Maniola,1,Jena,32,3
Lavandula,Pieris,1,Jena,32,3
Lavandula,Sphex,1,Jena,32,3
Lavandula,Volucella,2,Jena,32,3
Limonium,Anthidium,7,Jena,32,3
Limonium,Apis,169,Jena,32,3
Limonium,Bombus,276,Jena,32,3
Limonium,Cerceris,1,Jena,32,3
Limonium,Cheilosia,19,Jena,32,3
Limonium,Colletes,5,Jena,32,3
Limonium,Cylindromyia,3,Jena,32,3
Limonium,Eristalis,3,Jena,32,3
Limonium,Halictus,2,Jena,32,3
Limonium,Hylaeus,49,Jena,32,3
Limonium,Lucilia,25,Jena,32,3
Limonium,Maniola,2,Jena,32,3
Limonium,Melangyna,1,Jena,32,3
Limonium,Myathropa,2,Jena,32,3
Limonium,Phasia,3,Jena,32,3
Limonium,Pieris,6,Jena,32,3
Limonium,Scaeva,7,Jena,32,3
Limonium,Sphaerophoria,11,Jena,32,3
Limonium,Vespa,1,Jena,32,3
Limonium,Volucella,10,Jena,32,3
Linum,Anthidium,1,Jena,32,3
Linum,Apis,9,Jena,32,3
Linum,Bombus,17,Jena,32,3
Linum,Cheilosia,1,Jena,32,3
Linum,Cylindromyia,1,Jena,32,3
Linum,Hylaeus,5,Jena,32,3
Linum,Lucilia,1,Jena,32,3
Linum,Sphaerophoria,1,Jena,32,3
Medicago,Anthidium,3,Jena,32,3
Medicago,Apis,76,Jena,32,3
Medicago,Bombus,112,Jena,32,3
Medicago,Cheilosia,4,Jena,32,3
Medicago,Cylindromyia,1,Jena,32,3
Medicago,Eristalis,1,Jena,32,3
Medicago,Hylaeus,21,Jena,32,3
Medicago,Lucilia,10,Jena,32,3
Medicago,Maniola,2,Jena,32,3
Medicago,Pieris,2,Jena,32,3
Medicago,Scaeva,1,Jena,32,3
Medicago,Sphaerophoria,2,Jena,32,3
Medicago,Volucella,8,Jena,32,3
Origanum,Anthidium,1,Jena,32,3
Origanum,Apis,14,Jena,32,3
Origanum,Bombus,44,Jena,32,3
Origanum,Cheilosia,1,Jena,32,3
Origanum,Colletes,1,Jena,32,3
Origanum,Hylaeus,13,Jena,32,3
Origanum,Lucilia,2,Jena,32,3
Origanum,Pieris,1,Jena,32,3
Origanum,Scaeva,2,Jena,32,3
Origanum,Sphaerophoria,1,Jena,32,3
Satureja,Anthidium,3,Jena,32,3
Satureja,Apis,107,Jena,32,3
Satureja,Bombus,203,Jena,32,3
Satureja,Cheilosia,15,Jena,32,3
Satureja,Colletes,1,Jena,32,3
Satureja,Halictus,2,Jena,32,3
Satureja,Hylaeus,31,Jena,32,3
Satureja,Lucilia,19,Jena,32,3
Satureja,Maniola,3,Jena,32,3
Satureja,Myathropa,2,Jena,32,3
Satureja,Pieris,3,Jena,32,3
Satureja,Scaeva,4,Jena,32,3
Satureja,Sphaerophoria,6,Jena,32,3
Satureja,Sphex,1,Jena,32,3
Satureja,Volucella,5,Jena,32,3
Solidago,Anthidium,4,Jena,32,3
Solidago,Apis,138,Jena,32,3
Solidago,Bombus,177,Jena,32,3
Solidago,Cheilosia,14,Jena,32,3
Solidago,Colletes,3,Jena,32,3
Solidago,Cylindromyia,3,Jena,32,3
Solidago,Eristalis,3,Jena,32,3
Solidago,Halictus,1,Jena,32,3
Solidago,Hylaeus,43,Jena,32,3
Solidago,Lucilia,14,Jena,32,3
Solidago,Maniola,2,Jena,32,3
Solidago,Myathropa,2,Jena,32,3
Solidago,Pieris,3,Jena,32,3
Solidago,Scaeva,6,Jena,32,3
Solidago,Sphaerophoria,4,Jena,32,3
Solidago,Vespa,1,Jena,32,3
Solidago,Volucella,10,Jena,32,3
Tilia,Apis,81,Jena,32,3
Tilia,Bombus,141,Jena,32,3
Tilia,Carpocoris,1,Jena,32,3
Tilia,Cheilosia,7,Jena,32,3
Tilia,Colletes,2,Jena,32,3
Tilia,Cylindromyia,3,Jena,32,3
Tilia,Eristalis,2,Jena,32,3
Tilia,Hylaeus,31,Jena,32,3
Tilia,Lucilia,10,Jena,32,3
Tilia,Myathropa,2,Jena,32,3
Tilia,Pieris,3,Jena,32,3
Tilia,Scaeva,3,Jena,32,3
Tilia,Sphex,2,Jena,32,3
Tilia,Vespa,2,Jena,32,3
Tilia,Volucella,6,Jena,32,3
Tripleurospermum,Apis,3,Jena,32,3
Tripleurospermum,Bombus,11,Jena,32,3
Tripleurospermum,Hylaeus,2,Jena,32,3
Tripleurospermum,Lucilia,1,Jena,32,3
Tripleurospermum,Scaeva,1,Jena,32,3
Tripleurospermum,Volucella,1,Jena,32,3
Achillea,Anthidium,1,Jena,32,4
Achillea,Apis,28,Jena,32,4
Achillea,Bombus,61,Jena,32,4
Achillea,Cheilosia,5,Jena,32,4
Achillea,Episyrphus,1,Jena,32,4
Achillea,Eristalis,1,Jena,32,4
Achillea,Hylaeus,17,Jena,32,4
Achillea,Lucilia,3,Jena,32,4
Achillea,Pieris,3,Jena,32,4
Achillea,Sphaerophoria,1,Jena,32,4
Achillea,Volucella,3,Jena,32,4
Buddleja,Anthidium,1,Jena,32,4
Buddleja,Apis,13,Jena,32,4
Buddleja,Bombus,22,Jena,32,4
Buddleja,Cheilosia,5,Jena,32,4
Buddleja,Hylaeus,4,Jena,32,4
Buddleja,Lucilia,1,Jena,32,4
Buddleja,Volucella,1,Jena,32,4
Daucus,Anthidium,7,Jena,32,4
Daucus,Apis,237,Jena,32,4
Daucus,Bombus,368,Jena,32,4
Daucus,Cheilosia,27,Jena,32,4
Daucus,Colletes,6,Jena,32,4
Daucus,Cylindromyia,2,Jena,32,4
Daucus,Eristalis,2,Jena,32,4
Daucus,Halictus,1,Jena,32,4
Daucus,Hylaeus,92,Jena,32,4
Daucus,Lucilia,29,Jena,32,4
Daucus,Maniola,2,Jena,32,4
Daucus,Myathropa,2,Jena,32,4
Daucus,Phasia,1,Jena,32,4
Daucus,Pieris,4,Jena,32,4
Daucus,Scaeva,13,Jena,32,4
Daucus,Sphaerophoria,5,Jena,32,4
Daucus,Sphex,1,Jena,32,4
Daucus,Volucella,15,Jena,32,4
Eriocapitella,Anthidium,2,Jena,32,4
Eriocapitella,Apis,17,Jena,32,4
Eriocapitella,Bombus,23,Jena,32,4
Eriocapitella,Cheilosia,2,Jena,32,4
Eriocapitella,Hylaeus,8,Jena,32,4
Eriocapitella,Lasioglossum,1,Jena,32,4
Eriocapitella,Lucilia,1,Jena,32,4
Eriocapitella,Scaeva,3,Jena,32,4
Eriocapitella,Volucella,1,Jena,32,4
Fuchsia,Apis,11,Jena,32,4
Fuchsia,Bombus,16,Jena,32,4
Fuchsia,Cheilosia,1,Jena,32,4
Fuchsia,Hylaeus,5,Jena,32,4
Fuchsia,Lucilia,1,Jena,32,4
Fuchsia,Volucella,2,Jena,32,4
Galega,Apis,14,Jena,32,4
Galega,Bombus,12,Jena,32,4
Galega,Eristalis,2,Jena,32,4
Galega,Halictus,2,Jena,32,4
Galega,Hylaeus,4,Jena,32,4
Galega,Lucilia,3,Jena,32,4
Knautia,Anthidium,7,Jena,32,4
Knautia,Apis,224,Jena,32,4
Knautia,Bombus,342,Jena,32,4
Knautia,Cheilosia,24,Jena,32,4
Knautia,Colletes,4,Jena,32,4
Knautia,Cylindromyia,2,Jena,32,4
Knautia,Halictus,1,Jena,32,4
Knautia,Hylaeus,72,Jena,32,4
Knautia,Lucilia,33,Jena,32,4
Knautia,Myathropa,2,Jena,32,4
Knautia,Phasia,2,Jena,32,4
Knautia,Pieris,8,Jena,32,4
Knautia,Scaeva,7,Jena,32,4
Knautia,Sphaerophoria,9,Jena,32,4
Knautia,Sphex,2,Jena,32,4
Knautia,Volucella,14,Jena,32,4
Lactuca,Anthidium,4,Jena,32,4
Lactuca,Apis,95,Jena,32,4
Lactuca,Bombus,151,Jena,32,4
Lactuca,Cheilosia,7,Jena,32,4
Lactuca,Colletes,2,Jena,32,4
Lactuca,Cylindromyia,2,Jena,32,4
Lactuca,Eristalis,3,Jena,32,4
Lactuca,Halictus,2,Jena,32,4
Lactuca,Hylaeus,33,Jena,32,4
Lactuca,Lucilia,18,Jena,32,4
Lactuca,Myathropa,1,Jena,32,4
Lactuca,Pieris,1,Jena,32,4
Lactuca,Scaeva,7,Jena,32,4
Lactuca,Sphaerophoria,1,Jena,32,4
Lactuca,Vespa,1,Jena,32,4
Lactuca,Volucella,7,Jena,32,4
Lavandula,Anthidium,4,Jena,32,4
Lavandula,Apis,47,Jena,32,4
Lavandula,Bombus,59,Jena,32,4
Lavandula,Cheilosia,3,Jena,32,4
Lavandula,Hylaeus,15,Jena,32,4
Lavandula,Lucilia,7,Jena,32,4
Lavandula,Maniola,1,Jena,32,4
Lavandula,Pieris,1,Jena,32,4
Lavandula,Sphex,1,Jena,32,4
Lavandula,Volucella,2,Jena,32,4
Limonium,Anthidium,7,Jena,32,4
Limonium,Apis,169,Jena,32,4
Limonium,Bombus,276,Jena,32,4
Limonium,Cerceris,1,Jena,32,4
Limonium,Cheilosia,19,Jena,32,4
Limonium,Colletes,5,Jena,32,4
Limonium,Cylindromyia,3,Jena,32,4
Limonium,Eristalis,3,Jena,32,4
Limonium,Halictus,2,Jena,32,4
Limonium,Hylaeus,49,Jena,32,4
Limonium,Lucilia,25,Jena,32,4
Limonium,Maniola,2,Jena,32,4
Limonium,Melangyna,1,Jena,32,4
Limonium,Myathropa,2,Jena,32,4
Limonium,Phasia,3,Jena,32,4
Limonium,Pieris,6,Jena,32,4
Limonium,Scaeva,7,Jena,32,4
Limonium,Sphaerophoria,11,Jena,32,4
Limonium,Vespa,1,Jena,32,4
Limonium,Volucella,10,Jena,32,4
Linum,Anthidium,1,Jena,32,4
Linum,Apis,9,Jena,32,4
Linum,Bombus,17,Jena,32,4
Linum,Cheilosia,1,Jena,32,4
Linum,Cylindromyia,1,Jena,32,4
Linum,Hylaeus,5,Jena,32,4
Linum,Lucilia,1,Jena,32,4
Linum,Sphaerophoria,1,Jena,32,4
Medicago,Anthidium,3,Jena,32,4
Medicago,Apis,76,Jena,32,4
Medicago,Bombus,112,Jena,32,4
Medicago,Cheilosia,4,Jena,32,4
Medicago,Cylindromyia,1,Jena,32,4
Medicago,Eristalis,1,Jena,32,4
Medicago,Hylaeus,21,Jena,32,4
Medicago,Lucilia,10,Jena,32,4
Medicago,Maniola,2,Jena,32,4
Medicago,Pieris,2,Jena,32,4
Medicago,Scaeva,1,Jena,32,4
Medicago,Sphaerophoria,2,Jena,32,4
Medicago,Volucella,8,Jena,32,4
Origanum,Anthidium,1,Jena,32,4
Origanum,Apis,14,Jena,32,4
Origanum,Bombus,44,Jena,32,4
Origanum,Cheilosia,1,Jena,32,4
Origanum,Colletes,1,Jena,32,4
Origanum,Hylaeus,13,Jena,32,4
Origanum,Lucilia,2,Jena,32,4
Origanum,Pieris,1,Jena,32,4
Origanum,Scaeva,2,Jena,32,4
Origanum,Sphaerophoria,1,Jena,32,4
Satureja,Anthidium,3,Jena,32,4
Satureja,Apis,107,Jena,32,4
Satureja,Bombus,203,Jena,32,4
Satureja,Cheilosia,15,Jena,32,4
Satureja,Colletes,1,Jena,32,4
Satureja,Halictus,2,Jena,32,4
Satureja,Hylaeus,31,Jena,32,4
Satureja,Lucilia,19,Jena,32,4
Satureja,Maniola,3,Jena,32,4
Satureja,Myathropa,2,Jena,32,4
Satureja,Pieris,3,Jena,32,4
Satureja,Scaeva,4,Jena,32,4
Satureja,Sphaerophoria,6,Jena,32,4
Satureja,Sphex,1,Jena,32,4
Satureja,Volucella,5,Jena,32,4
Solidago,Anthidium,4,Jena,32,4
Solidago,Apis,138,Jena,32,4
Solidago,Bombus,177,Jena,32,4
Solidago,Cheilosia,14,Jena,32,4
Solidago,Colletes,3,Jena,32,4
Solidago,Cylindromyia,3,Jena,32,4
Solidago,Eristalis,3,Jena,32,4
Solidago,Halictus,1,Jena,32,4
Solidago,Hylaeus,43,Jena,32,4
Solidago,Lucilia,14,Jena,32,4
Solidago,Maniola,2,Jena,32,4
Solidago,Myathropa,2,Jena,32,4
Solidago,Pieris,3,Jena,32,4
Solidago,Scaeva,6,Jena,32,4
Solidago,Sphaerophoria,4,Jena,32,4
Solidago,Vespa,1,Jena,32,4
Solidago,Volucella,10,Jena,32,4
Tilia,Apis,81,Jena,32,4
Tilia,Bombus,141,Jena,32,4
Tilia,Carpocoris,1,Jena,32,4
Tilia,Cheilosia,7,Jena,32,4
Tilia,Colletes,2,Jena,32,4
Tilia,Cylindromyia,3,Jena,32,4
Tilia,Eristalis,2,Jena,32,4
Tilia,Hylaeus,31,Jena,32,4
Tilia,Lucilia,10,Jena,32,4
Tilia,Myathropa,2,Jena,32,4
Tilia,Pieris,3,Jena,32,4
Tilia,Scaeva,3,Jena,32,4
Tilia,Sphex,2,Jena,32,4
Tilia,Vespa,2,Jena,32,4
Tilia,Volucella,6,Jena,32,4
Tripleurospermum,Apis,3,Jena,32,4
Tripleurospermum,Bombus,11,Jena,32,4
Tripleurospermum,Hylaeus,2,Jena,32,4
Tripleurospermum,Lucilia,1,Jena,32,4
Tripleurospermum,Scaeva,1,Jena,32,4
Tripleurospermum,Volucella,1,Jena,32,4
Achillea,Anthidium,1,Jena,32,5
Achillea,Apis,28,Jena,32,5
Achillea,Bombus,61,Jena,32,5
Achillea,Cheilosia,5,Jena,32,5
Achillea,Episyrphus,1,Jena,32,5
Achillea,Eristalis,1,Jena,32,5
Achillea,Hylaeus,17,Jena,32,5
Achillea,Lucilia,3,Jena,32,5
Achillea,Pieris,3,Jena,32,5
Achillea,Sphaerophoria,1,Jena,32,5
Achillea,Volucella,3,Jena,32,5
Buddleja,Anthidium,1,Jena,32,5
Buddleja,Apis,13,Jena,32,5
Buddleja,Bombus,22,Jena,32,5
Buddleja,Cheilosia,5,Jena,32,5
Buddleja,Hylaeus,4,Jena,32,5
Buddleja,Lucilia,1,Jena,32,5
Buddleja,Volucella,1,Jena,32,5
Daucus,Anthidium,7,Jena,32,5
Daucus,Apis,237,Jena,32,5
Daucus,Bombus,368,Jena,32,5
Daucus,Cheilosia,27,Jena,32,5
Daucus,Colletes,6,Jena,32,5
Daucus,Cylindromyia,2,Jena,32,5
Daucus,Eristalis,2,Jena,32,5
Daucus,Halictus,1,Jena,32,5
Daucus,Hylaeus,92,Jena,32,5
Daucus,Lucilia,29,Jena,32,5
Daucus,Maniola,2,Jena,32,5
Daucus,Myathropa,2,Jena,32,5
Daucus,Phasia,1,Jena,32,5
Daucus,Pieris,4,Jena,32,5
Daucus,Scaeva,13,Jena,32,5
Daucus,Sphaerophoria,5,Jena,32,5
Daucus,Sphex,1,Jena,32,5
Daucus,Volucella,15,Jena,32,5
Eriocapitella,Anthidium,2,Jena,32,5
Eriocapitella,Apis,17,Jena,32,5
Eriocapitella,Bombus,23,Jena,32,5
Eriocapitella,Cheilosia,2,Jena,32,5
Eriocapitella,Hylaeus,8,Jena,32,5
Eriocapitella,Lasioglossum,1,Jena,32,5
Eriocapitella,Lucilia,1,Jena,32,5
Eriocapitella,Scaeva,3,Jena,32,5
Eriocapitella,Volucella,1,Jena,32,5
Fuchsia,Apis,11,Jena,32,5
Fuchsia,Bombus,16,Jena,32,5
Fuchsia,Cheilosia,1,Jena,32,5
Fuchsia,Hylaeus,5,Jena,32,5
Fuchsia,Lucilia,1,Jena,32,5
Fuchsia,Volucella,2,Jena,32,5
Galega,Apis,14,Jena,32,5
Galega,Bombus,12,Jena,32,5
Galega,Eristalis,2,Jena,32,5
Galega,Halictus,2,Jena,32,5
Galega,Hylaeus,4,Jena,32,5
Galega,Lucilia,3,Jena,32,5
Knautia,Anthidium,7,Jena,32,5
Knautia,Apis,224,Jena,32,5
Knautia,Bombus,342,Jena,32,5
Knautia,Cheilosia,24,Jena,32,5
Knautia,Colletes,4,Jena,32,5
Knautia,Cylindromyia,2,Jena,32,5
Knautia,Halictus,1,Jena,32,5
Knautia,Hylaeus,72,Jena,32,5
Knautia,Lucilia,33,Jena,32,5
Knautia,Myathropa,2,Jena,32,5
Knautia,Phasia,2,Jena,32,5
Knautia,Pieris,8,Jena,32,5
Knautia,Scaeva,7,Jena,32,5
Knautia,Sphaerophoria,9,Jena,32,5
Knautia,Sphex,2,Jena,32,5
Knautia,Volucella,14,Jena,32,5
Lactuca,Anthidium,4,Jena,32,5
Lactuca,Apis,95,Jena,32,5
Lactuca,Bombus,151,Jena,32,5
Lactuca,Cheilosia,7,Jena,32,5
Lactuca,Colletes,2,Jena,32,5
Lactuca,Cylindromyia,2,Jena,32,5
Lactuca,Eristalis,3,Jena,32,5
Lactuca,Halictus,2,Jena,32,5
Lactuca,Hylaeus,33,Jena,32,5
Lactuca,Lucilia,18,Jena,32,5
Lactuca,Myathropa,1,Jena,32,5
Lactuca,Pieris,1,Jena,32,5
Lactuca,Scaeva,7,Jena,32,5
Lactuca,Sphaerophoria,1,Jena,32,5
Lactuca,Vespa,1,Jena,32,5
Lactuca,Volucella,7,Jena,32,5
Lavandula,Anthidium,4,Jena,32,5
Lavandula,Apis,47,Jena,32,5
Lavandula,Bombus,59,Jena,32,5
Lavandula,Cheilosia,3,Jena,32,5
Lavandula,Hylaeus,15,Jena,32,5
Lavandula,Lucilia,7,Jena,32,5
Lavandula,Maniola,1,Jena,32,5
Lavandula,Pieris,1,Jena,32,5
Lavandula,Sphex,1,Jena,32,5
Lavandula,Volucella,2,Jena,32,5
Limonium,Anthidium,7,Jena,32,5
Limonium,Apis,169,Jena,32,5
Limonium,Bombus,276,Jena,32,5
Limonium,Cerceris,1,Jena,32,5
Limonium,Cheilosia,19,Jena,32,5
Limonium,Colletes,5,Jena,32,5
Limonium,Cylindromyia,3,Jena,32,5
Limonium,Eristalis,3,Jena,32,5
Limonium,Halictus,2,Jena,32,5
Limonium,Hylaeus,49,Jena,32,5
Limonium,Lucilia,25,Jena,32,5
Limonium,Maniola,2,Jena,32,5
Limonium,Melangyna,1,Jena,32,5
Limonium,Myathropa,2,Jena,32,5
Limonium,Phasia,3,Jena,32,5
Limonium,Pieris,6,Jena,32,5
Limonium,Scaeva,7,Jena,32,5
Limonium,Sphaerophoria,11,Jena,32,5
Limonium,Vespa,1,Jena,32,5
Limonium,Volucella,10,Jena,32,5
Linum,Anthidium,1,Jena,32,5
Linum,Apis,9,Jena,32,5
Linum,Bombus,17,Jena,32,5
Linum,Cheilosia,1,Jena,32,5
Linum,Cylindromyia,1,Jena,32,5
Linum,Hylaeus,5,Jena,32,5
Linum,Lucilia,1,Jena,32,5
Linum,Sphaerophoria,1,Jena,32,5
Medicago,Anthidium,3,Jena,32,5
Medicago,Apis,76,Jena,32,5
Medicago,Bombus,112,Jena,32,5
Medicago,Cheilosia,4,Jena,32,5
Medicago,Cylindromyia,1,Jena,32,5
Medicago,Eristalis,1,Jena,32,5
Medicago,Hylaeus,21,Jena,32,5
Medicago,Lucilia,10,Jena,32,5
Medicago,Maniola,2,Jena,32,5
Medicago,Pieris,2,Jena,32,5
Medicago,Scaeva,1,Jena,32,5
Medicago,Sphaerophoria,2,Jena,32,5
Medicago,Volucella,8,Jena,32,5
Origanum,Anthidium,1,Jena,32,5
Origanum,Apis,14,Jena,32,5
Origanum,Bombus,44,Jena,32,5
Origanum,Cheilosia,1,Jena,32,5
Origanum,Colletes,1,Jena,32,5
Origanum,Hylaeus,13,Jena,32,5
Origanum,Lucilia,2,Jena,32,5
Origanum,Pieris,1,Jena,32,5
Origanum,Scaeva,2,Jena,32,5
Origanum,Sphaerophoria,1,Jena,32,5
Satureja,Anthidium,3,Jena,32,5
Satureja,Apis,107,Jena,32,5
Satureja,Bombus,203,Jena,32,5
Satureja,Cheilosia,15,Jena,32,5
Satureja,Colletes,1,Jena,32,5
Satureja,Halictus,2,Jena,32,5
Satureja,Hylaeus,31,Jena,32,5
Satureja,Lucilia,19,Jena,32,5
Satureja,Maniola,3,Jena,32,5
Satureja,Myathropa,2,Jena,32,5
Satureja,Pieris,3,Jena,32,5
Satureja,Scaeva,4,Jena,32,5
Satureja,Sphaerophoria,6,Jena,32,5
Satureja,Sphex,1,Jena,32,5
Satureja,Volucella,5,Jena,32,5
Solidago,Anthidium,4,Jena,32,5
Solidago,Apis,138,Jena,32,5
Solidago,Bombus,177,Jena,32,5
Solidago,Cheilosia,14,Jena,32,5
Solidago,Colletes,3,Jena,32,5
Solidago,Cylindromyia,3,Jena,32,5
Solidago,Eristalis,3,Jena,32,5
Solidago,Halictus,1,Jena,32,5
Solidago,Hylaeus,43,Jena,32,5
Solidago,Lucilia,14,Jena,32,5
Solidago,Maniola,2,Jena,32,5
Solidago,Myathropa,2,Jena,32,5
Solidago,Pieris,3,Jena,32,5
Solidago,Scaeva,6,Jena,32,5
Solidago,Sphaerophoria,4,Jena,32,5
Solidago,Vespa,1,Jena,32,5
Solidago,Volucella,10,Jena,32,5
Tilia,Apis,81,Jena,32,5
Tilia,Bombus,141,Jena,32,5
Tilia,Carpocoris,1,Jena,32,5
Tilia,Cheilosia,7,Jena,32,5
Tilia,Colletes,2,Jena,32,5
Tilia,Cylindromyia,3,Jena,32,5
Tilia,Eristalis,2,Jena,32,5
Tilia,Hylaeus,31,Jena,32,5
Tilia,Lucilia,10,Jena,32,5
Tilia,Myathropa,2,Jena,32,5
Tilia,Pieris,3,Jena,32,5
Tilia,Scaeva,3,Jena,32,5
Tilia,Sphex,2,Jena,32,5
Tilia,Vespa,2,Jena,32,5
Tilia,Volucella,6,Jena,32,5
Tripleurospermum,Apis,3,Jena,32,5
Tripleurospermum,Bombus,11,Jena,32,5
Tripleurospermum,Hylaeus,2,Jena,32,5
Tripleurospermum,Lucilia,1,Jena,32,5
Tripleurospermum,Scaeva,1,Jena,32,5
Tripleurospermum,Volucella,1,Jena,32,5
Achillea,Anthidium,1,Jena,32,6
Achillea,Apis,28,Jena,32,6
Achillea,Bombus,61,Jena,32,6
Achillea,Cheilosia,5,Jena,32,6
Achillea,Episyrphus,1,Jena,32,6
Achillea,Eristalis,1,Jena,32,6
Achillea,Hylaeus,17,Jena,32,6
Achillea,Lucilia,3,Jena,32,6
Achillea,Pieris,3,Jena,32,6
Achillea,Sphaerophoria,1,Jena,32,6
Achillea,Volucella,3,Jena,32,6
Buddleja,Anthidium,1,Jena,32,6
Buddleja,Apis,13,Jena,32,6
Buddleja,Bombus,22,Jena,32,6
Buddleja,Cheilosia,5,Jena,32,6
Buddleja,Hylaeus,4,Jena,32,6
Buddleja,Lucilia,1,Jena,32,6
