Plant_family,Pollinator_guild,SES,mean_trait_matching,median_trait_matching,sd_trait_matching,n_trait_pairs,n_plant_taxa,n_pollinator_taxa,Association
Plantaginaceae,Melittidae,-0.16972502573910622,1.6102228272516222e-4,9.398137350217895e-5,1.9106904305014e-4,6,2,3,Avoidance
Plantaginaceae,Non-bee Hymenoptera,1.3304862281476382,1.3622126073529084e-4,6.705565748889962e-6,3.639705306633798e-4,44,2,22,Avoidance
Plantaginaceae,Other Diptera,2.9618167776623845,9.8519900946874e-5,5.137820697402781e-6,3.629902009639245e-4,82,2,41,Avoidance
Plantaginaceae,Syrphids,1.9670771444258566,6.025162644150934e-4,9.639584516810235e-6,0.0015291956595132295,40,2,20,Avoidance
Polygonaceae,Apidae,0.6954485226714997,0.8896844533434862,0.9712675377296567,0.18071806507578866,30,1,30,Avoidance
Polygonaceae,Colletidae,-10.41457740504325,0.7110286359283209,0.6529166350523106,0.14232072912861513,10,1,10,Avoidance
Polygonaceae,Halictidae,-0.5081356884499876,0.7179358707442582,0.6811688328142855,0.11308175068292538,23,1,23,Avoidance
Polygonaceae,Lepidoptera,-1.6345666646550487,0.87170229710292,0.87170229710292,0.027943595421360795,2,1,2,Avoidance
Polygonaceae,Megachilidae,-0.7097698872831368,0.9323345213564117,0.960408372066019,0.08255054896918901,28,1,28,Avoidance
Polygonaceae,Non-bee Hymenoptera,-0.9601963384716895,0.8016914581423761,0.7885537897053013,0.12285390436841649,22,1,22,Avoidance
Polygonaceae,Other Diptera,14.567783641451998,0.7250365222629989,0.6991317022431336,0.13678502502164877,41,1,41,Preference
Polygonaceae,Syrphids,-4.823042868421201,0.8545310677063134,0.8680089242984041,0.12886347315926602,20,1,20,Avoidance
Primulaceae,Andrenidae,1.3153650059372566,0.0033798354151272393,2.052966394151187e-8,0.007473225122988023,60,4,15,Avoidance
Primulaceae,Apidae,-5.764965266505117,0.022472856548398683,1.2211144641517725e-7,0.08139748716598627,120,4,30,Avoidance
Primulaceae,Bombylids,10.257777498723053,0.019096804715921293,6.337732170610454e-7,0.03785254778032426,20,4,5,Preference
Primulaceae,Coleoptera,-0.8116537506533479,0.00814880726497735,2.0916160261996427e-8,0.03107911233551455,56,4,14,Avoidance
Primulaceae,Colletidae,-1.255918180911545,0.0017170170957937034,6.2829033885883905e-9,0.0042355637669099595,40,4,10,Avoidance
Primulaceae,Halictidae,-1.484786732208168,0.0016475338993194107,6.8582930792166934e-9,0.004062006734741462,92,4,23,Avoidance
Primulaceae,Lepidoptera,-2.2541669266434656,0.0030855818002505754,1.2749358693162679e-7,0.0057752324763744155,8,4,2,Avoidance
Primulaceae,Megachilidae,-5.912828296301064,0.008102845592204014,4.9467543189957336e-8,0.018729394026578784,112,4,28,Avoidance
Primulaceae,Melittidae,38.002715611955544,0.004707809963486275,1.810312078511261e-7,0.00878284476487695,12,4,3,Preference
Primulaceae,Non-bee Hymenoptera,-0.965398268912777,0.003428921870148437,1.1388717995930958e-8,0.009896224388637279,88,4,22,Avoidance
Primulaceae,Other Diptera,0.1271952574082594,0.002469369536832082,1.1375918899595273e-8,0.00884550031630133,164,4,41,Avoidance
Primulaceae,Syrphids,-2.3663271776399437,0.009002108615614308,3.186650528138519e-8,0.0265302069486255,80,4,20,Avoidance
Ranunculaceae,Andrenidae,-4.081814629531574,0.0016541124791837414,5.345196010534088e-18,0.006181075532825877,165,11,15,Avoidance
Ranunculaceae,Apidae,20.24641675462075,0.01092118416203357,8.980669830934626e-16,0.05651325578355782,330,11,30,Preference
Ranunculaceae,Bombylids,-2.0715464414244136,0.009044500169120421,2.7671944709782292e-15,0.02969255043279109,55,11,5,Avoidance
Ranunculaceae,Coleoptera,6.966910289719189,0.003872196186372751,2.8204212667503867e-18,0.022894787728755826,154,11,14,Preference
Ranunculaceae,Colletidae,-17.4113033585355,8.514017304203088e-4,9.299322182450396e-19,0.003514250632592891,110,11,10,Avoidance
Ranunculaceae,Halictidae,-4.78010232599413,8.185533297017179e-4,4.668236073536204e-19,0.003378115203303078,253,11,23,Avoidance
Ranunculaceae,Lepidoptera,-5.761440726644355,0.0015200648447568001,3.978023564301271e-18,0.004843551315151879,22,11,2,Avoidance
Ranunculaceae,Megachilidae,1.1002802919368755,0.0038892897830626132,5.3452640127611925e-17,0.014861686925180402,308,11,28,Avoidance
Ranunculaceae,Melittidae,-1.5924104427386179,0.002295489274957985,1.9334472216916374e-17,0.00733674205838819,33,11,3,Avoidance
Ranunculaceae,Non-bee Hymenoptera,-5.443774684094867,0.0016693708569560197,3.3303682830913727e-18,0.00781508059012175,242,11,22,Avoidance
Ranunculaceae,Other Diptera,-3.1357623414044804,0.001206138474893751,9.766018615835215e-19,0.006861339672037386,451,11,41,Avoidance
Ranunculaceae,Syrphids,4.000814327701669,0.004291780398596153,3.954799873713336e-17,0.020143366926974045,220,11,20,Avoidance
Rosaceae,Andrenidae,3.6617025766606353,0.012915103938550896,3.964972081318823e-5,0.022647500041473954,45,3,15,Avoidance
Rosaceae,Apidae,-14.499624738679223,0.057703125040556864,4.8598889269102816e-4,0.13570051413982648,90,3,30,Avoidance
Rosaceae,Bombylids,0.13057363494410557,0.05689242402680259,6.939885465643579e-4,0.09073730123618058,15,3,5,Avoidance
Rosaceae,Coleoptera,2.2844384542970024,0.024023041179271423,1.723898743511926e-5,0.07072994882064677,42,3,14,Avoidance
Rosaceae,Colletidae,3.3468703329619,0.007067327380462352,7.430559655990972e-6,0.013847960618962173,30,3,10,Avoidance
Rosaceae,Halictidae,17.83725287118368,0.00685114323720605,9.329842457469464e-6,0.013153485053093484,69,3,23,Preference
Rosaceae,Lepidoptera,-1.1751127812038407,0.012259161742817316,4.891306283762023e-5,0.019128891400442587,6,3,2,Avoidance
Rosaceae,Megachilidae,10.416076793768996,0.027119226901295725,1.4292397828853366e-4,0.04860416957119451,84,3,28,Preference
Rosaceae,Melittidae,-0.37623464940848084,0.017621620307176095,1.1468839726291507e-4,0.027076378001409187,9,3,3,Avoidance
Rosaceae,Non-bee Hymenoptera,-1.30474093983386,0.012636714130284943,2.2569208168963628e-5,0.027609106556609274,66,3,22,Avoidance
Rosaceae,Other Diptera,-2.1139635857922765,0.009256278818163953,1.078581311050859e-5,0.024174494696145868,123,3,41,Avoidance
Rosaceae,Syrphids,6.790780654580821,0.02807753552485977,5.7375871930885754e-5,0.06363759415911427,60,3,20,Preference
Rutaceae,Andrenidae,-1.1972878122829556,3.3139319344046166e-45,7.13008709320637e-47,9.564237151986398e-45,15,1,15,Avoidance
Rutaceae,Apidae,3.7256251879363167,6.234247735090104e-36,3.556396867786405e-43,3.172608912555022e-35,30,1,30,Avoidance
Rutaceae,Bombylids,-1.448337191260037,1.3056347446068507e-41,1.2834884439004015e-42,1.9377492963370482e-41,5,1,5,Avoidance
Rutaceae,Coleoptera,-0.993430275821271,7.225711563823669e-41,5.213093013713653e-48,2.5007843811715175e-40,14,1,14,Avoidance
Rutaceae,Colletidae,-2.2542027292106623,1.466561349219004e-46,3.637742897520096e-49,2.5907602598446424e-46,10,1,10,Avoidance
Rutaceae,Halictidae,-1.9098650530071763,2.364033414954902e-46,7.335462377340733e-49,6.855105648516541e-46,23,1,23,Avoidance
Rutaceae,Lepidoptera,-1.106270985349757,1.6037170156034179e-46,1.6037170156034179e-46,1.2662696788376446e-46,2,1,2,Avoidance
Rutaceae,Megachilidae,0.45782442560123127,1.362667988844916e-42,5.0262099784184365e-45,5.7392108024975245e-42,28,1,28,Avoidance
Rutaceae,Melittidae,-0.19874868427499104,1.6519151907445456e-45,2.3725449055982235e-45,1.275489130518018e-45,3,1,3,Avoidance
Rutaceae,Non-bee Hymenoptera,-1.3098610768356866,6.236196323415775e-44,1.1755194628635954e-47,2.3745698517930862e-43,22,1,22,Avoidance
Rutaceae,Other Diptera,-2.6409900805038564,9.810135642693108e-44,1.1499053165626073e-48,4.3908387423647e-43,41,1,41,Avoidance
Rutaceae,Syrphids,-1.4265002675792025,1.7234296240653037e-41,2.9171031081538246e-46,6.455026879191803e-41,20,1,20,Avoidance
Saxifragaceae,Andrenidae,3.761849963982477,3.9281836298933755e-5,2.3051739296775267e-5,4.216126730866004e-5,15,1,15,Avoidance
Saxifragaceae,Apidae,16.530580991915855,0.0025937656363285307,3.03299501810659e-4,0.008798932858285986,30,1,30,Preference
Saxifragaceae,Bombylids,-2.200361302548089,6.075547894492745e-4,4.3788377545625885e-4,4.2975483719358477e-4,5,1,5,Avoidance
Saxifragaceae,Coleoptera,3.1664634926624817,3.2894396565112964e-4,9.810472684709939e-6,7.505031169016942e-4,14,1,14,Avoidance
Saxifragaceae,Colletidae,-7.8162268733215585,1.4958173230665874e-5,4.140154051858846e-6,1.8583267959795474e-5,10,1,10,Avoidance
Saxifragaceae,Halictidae,0.08870109927536624,1.395820517622916e-5,5.227553399833756e-6,1.973836851272695e-5,23,1,23,Avoidance
Saxifragaceae,Lepidoptera,-1.2363726154313968,2.8611313048753723e-5,2.8611313048753723e-5,7.930404631286887e-6,2,1,2,Avoidance
Saxifragaceae,Megachilidae,1.1241326607151307,1.7003234656449607e-4,8.605605441764124e-5,2.284318497619381e-4,28,1,28,Avoidance
Saxifragaceae,Non-bee Hymenoptera,5.99127997461936,5.163704126238737e-5,1.2930442142987868e-5,1.0145927337794259e-4,22,1,22,Preference
Saxifragaceae,Other Diptera,-8.401767758232898,3.80302344295162e-5,6.065095508939668e-6,1.0720273298565146e-4,41,1,41,Avoidance
Saxifragaceae,Syrphids,-3.5039323086293557,2.7300793853016084e-4,3.371699112126426e-5,4.936731767167619e-4,20,1,20,Avoidance
Solanaceae,Andrenidae,-0.9324303405543679,0.019465017103885054,0.007685184287874831,0.02487071594073063,30,2,15,Avoidance
Solanaceae,Apidae,2.7245647425888317,0.09215630752893157,0.014035000616086523,0.15774686182241754,60,2,30,Avoidance
Solanaceae,Bombylids,-0.39876133301351446,0.08782282040390216,0.03980233672309666,0.09651726173944468,10,2,5,Avoidance
Solanaceae,Coleoptera,-0.5265805026989616,0.03722711071534496,0.009308438914644645,0.08331723037216497,28,2,14,Avoidance
Solanaceae,Colletidae,-1.2101353029145103,0.01060121155278783,0.004009895491426483,0.015588850403338381,20,2,10,Avoidance
Solanaceae,Halictidae,1.7489230482162283,0.010271153136660586,0.00432541448208534,0.014710452818688937,46,2,23,Avoidance
Solanaceae,Lepidoptera,-2.3287991420561727,0.01842273403973653,0.0164593307911469,0.020798757286636622,4,2,2,Avoidance
Solanaceae,Megachilidae,-1.522688227551467,0.041338445683873126,0.013671387934670601,0.05340349018627083,56,2,28,Avoidance
Solanaceae,Non-bee Hymenoptera,-0.7185780277876987,0.019108251251419368,0.00641142802602929,0.031495344731798616,44,2,22,Avoidance
Solanaceae,Other Diptera,-1.7975878684455489,0.01398551560335228,0.006662542899642113,0.02811100178341884,82,2,41,Avoidance
Solanaceae,Syrphids,0.2889318042396334,0.043160542453342145,0.011557464631271278,0.07283993856007027,40,2,20,Avoidance
Violaceae,Andrenidae,0.5981278912794536,1.0197215703494545e-4,6.280184067037803e-5,1.0415494488935086e-4,15,1,15,Avoidance
Violaceae,Apidae,-10.074938723983987,0.004693313036048284,7.237765567858008e-4,0.015131746277464043,30,1,30,Avoidance
Violaceae,Bombylids,-0.09628257852918998,0.001376005670468436,0.0010237455827158827,9.339180020440188e-4,5,1,5,Avoidance
Violaceae,Coleoptera,-0.5560110295526797,7.135248274936822e-4,2.7817458375857854e-5,0.001588709264764837,14,1,14,Avoidance
Violaceae,Colletidae,-0.514524401842744,4.0369502735657865e-5,1.221253810552033e-5,4.8605678939024155e-5,10,1,10,Avoidance
Violaceae,Halictidae,-1.0763332586876038,3.773773588582057e-5,1.5259747052386854e-5,5.074166429034508e-5,23,1,23,Avoidance
Violaceae,Lepidoptera,-0.709164923743618,7.706610580073006e-5,7.706610580073006e-5,2.0349024351097498e-5,2,1,2,Avoidance
Violaceae,Megachilidae,12.318347873822354,4.051663343081406e-4,2.1959148231507193e-4,0.00051085250769566405,28,1,28,Preference
Violaceae,Melittidae,-0.16972502573910614,1.4594202243404115e-4,1.7716254472674496e-4,5.466323215720729e-5,3,1,3,Avoidance
Violaceae,Other Diptera,1.847015572461462,9.338592844806179e-5,1.7586099181898504e-5,2.4872707439748044e-4,41,1,41,Avoidance
Violaceae,Syrphids,-0.8856399375803015,6.160715806479387e-4,9.003878860995045e-5,0.0010681342434068046,20,1,20,Avoidance
