Botanical_garden,Plant,Pollinator,Status,ID_by,Pollinator_id,Sex,Comment,Image_link,Interactions,Floral_abundance,Capitulum,Flowers_per_capitulum,Flowering_neighbours_intensity,Time_start,Time_finish,Total_time_species,Year,Month,Day,Weather,Observer,Random_census_stop,Sampling
Halle,Puschkinia scilloides,Osmia cornuta,checked,NA,NA,NA,NA,NA,3,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,Osmia cornuta,checked,NA,NA,NA,NA,NA,2,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,Osmia cornuta,checked,NA,NA,NA,NA,NA,3,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,Apis mellifera,checked,NA,NA,NA,NA,NA,5,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,Apis mellifera,checked,NA,NA,NA,NA,NA,4,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,Apis mellifera,checked,NA,NA,NA,NA,NA,5,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,Apis mellifera,checked,NA,NA,NA,NA,NA,2,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,Andrena strohmella,checked,NA,Like H3,NA,NA,NA,1,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,Andrena flavipes,checked,M Hoffmann,H4,Male,NA,NA,1,300,No,NA,100,11:30,11:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Narcissus pseudonarcissus,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,33,No,NA,100,11:45,12:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Primula veris,None,checked,NA,NA,NA,NA,NA,0,90,No,NA,5000,13:30,13:45,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Andrena flavipes,checked,NA,Like H4,NA,NA,NA,2,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Andrena flavipes,checked,NA,Like H4,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Apis mellifera,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Apis mellifera,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Apis mellifera,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Apis mellifera,checked,NA,NA,NA,NA,NA,3,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Aglais urticae,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Aglais urticae,checked,NA,NA,NA,NA,NA,2,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Andrena strohmella,checked,NA,Like H3,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Aglais io,checked,NA,NA,NA,NA,NA,1,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Andrena bicolor,checked,M Hoffmann,H5,Female,NA,NA,6,3000,No,NA,100,15:45,16:00,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,75,No,NA,1600,16:00,16:15,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,75,No,NA,1600,16:00,16:15,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Anthophora plumipes,checked,NA,NA,NA,NA,NA,2,75,No,NA,1600,16:00,16:15,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,75,No,NA,1600,16:00,16:15,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Anthophora plumipes,checked,NA,NA,NA,NA,NA,4,75,No,NA,1600,16:00,16:15,15,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,NA,Focal
Halle,Muscari armeniacum,Osmia cornuta,checked,NA,NA,NA,NA,NA,2,100,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,1,Random_census
Halle,Primula vulgaris,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,20,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,2,Random_census
Halle,Corydalis cava,Osmia cornuta,checked,NA,NA,NA,NA,NA,3,NA,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,3,Random_census
Halle,Corydalis cava,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,NA,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,3,Random_census
Halle,Muscari armeniacum,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,100,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,4,Random_census
Halle,Magnolia stellata,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,300,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,5,Random_census
Halle,Pieris japonica,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,100000,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,6,Random_census
Halle,Muscari armeniacum,Bombus lapidarius,checked,NA,NA,NA,NA,NA,1,100,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,7,Random_census
Halle,Ipheion uniflorum,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,100,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,8,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Pulmonaria mollissima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,9,Random_census
Halle,Primula vulgaris,Andrena strohmella,checked,NA,Like H3,NA,NA,NA,1,20,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,10,Random_census
Halle,Potentilla sterilis,Andrena strohmella,checked,NA,Like H3,NA,NA,NA,1,30,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,11,Random_census
Halle,Primula vulgaris,Apis mellifera,checked,NA,NA,NA,NA,NA,1,20,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,12,Random_census
Halle,Primula vulgaris,Apis mellifera,checked,NA,NA,NA,NA,NA,1,20,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,12,Random_census
Halle,Magnolia stellata,Apis mellifera,checked,NA,NA,NA,NA,NA,1,300,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,13,Random_census
Halle,Corydalis cava,Anthophora plumipes,checked,NA,NA,NA,NA,NA,2,255,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,14,Random_census
Halle,Corydalis cava,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,255,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,14,Random_census
Halle,Corydalis cava,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,255,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,14,Random_census
Halle,Primula vulgaris,Anthophora plumipes,checked,NA,NA,NA,NA,NA,18,20,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,15,Random_census
Halle,Primula vulgaris,Anthophora plumipes,checked,NA,NA,NA,NA,NA,10,20,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,15,Random_census
Halle,Primula vulgaris,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,20,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,15,Random_census
Halle,Primula vulgaris,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,20,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,15,Random_census
Halle,Anemonoides nemorosa,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,NA,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,16,Random_census
Halle,Primula vulgaris,Xylocopa violacea,checked,NA,NA,NA,NA,NA,6,20,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,17,Random_census
Halle,Potentilla sterilis,Andrena flavipes,checked,NA,Like H4,NA,NA,NA,1,30,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,18,Random_census
Halle,Pulmonaria mollissima,Bombylius discolor,checked,NA,H6,NA,NA,NA,1,200,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,19,Random_census
Halle,Pieris japonica,Aglais io,checked,NA,HP2,NA,NA,NA,1,100000,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,20,Random_census
Halle,Pieris japonica,Aglais io,checked,NA,Like HP2,NA,NA,NA,1,100000,No,NA,NA,14:00,14:30,1,2023,4,6,Sunny,HF Morgenroth & JB Lanuza,20,Random_census
Jena,Primula denticulata,Hymenoptera sp,checked,NA,NA,NA,NA,NA,1,300,No,NA,15,12:00,12:15,15,2023,4,7,Sunny,D Bottger & JB Lanuza,NA,Focal
Jena,Primula denticulata,Anthophora plumipes,checked,M Hoffmann,J3,Male,NA,NA,1,300,No,NA,15,12:00,12:15,15,2023,4,7,Sunny,D Bottger & JB Lanuza,NA,Focal
