Botanical_garden,Plant,Pollinator,Status,ID_by,Pollinator_id,Sex,Comment,Image_link,Interactions,Floral_abundance,Capitulum,Flowers_per_capitulum,Flowering_neighbours_intensity,Time_start,Time_finish,Total_time_species,Year,Month,Day,Weather,Observer,Random_census_stop,Sampling
Jena,Symphytum bulbosum,Anthophora plumipes,checked,NA,NA,NA,NA,NA,2,320,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,4,Random_census
Jena,Symphytum bulbosum,Anthophora plumipes,checked,NA,NA,NA,NA,NA,10,320,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,4,Random_census
Jena,Symphytum bulbosum,Anthophora plumipes,checked,NA,NA,NA,NA,NA,6,320,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,4,Random_census
Jena,Anemonoides ranunculoides,None,checked,NA,NA,NA,NA,NA,0,100,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,4,Random_census
Jena,Corydalis cava,None,checked,NA,NA,NA,NA,NA,0,300,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,5,Random_census
Jena,Bergenia ciliata,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,50,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,5,Random_census
Jena,Aubrieta pinardii,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,600,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,6,Random_census
Jena,Aubrieta pinardii,Anthophora plumipes,checked,NA,NA,NA,NA,NA,35,600,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,6,Random_census
Jena,Aubrieta pinardii,Anthophora plumipes,checked,NA,NA,NA,NA,NA,20,600,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,6,Random_census
Jena,Aubrieta pinardii,Anthophora plumipes,checked,NA,NA,NA,NA,NA,8,600,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,6,Random_census
Jena,Aubrieta pinardii,None,checked,NA,NA,NA,NA,NA,0,150,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,7,Random_census
Jena,Iberis sempervirens,Andrena nitida,checked,M Hoffmann,J4,Male,NA,NA,1,300,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,7,Random_census
Jena,Muscari armeniacum,None,checked,NA,NA,NA,NA,NA,0,1000,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,8,Random_census
Jena,Ornithogalum nutans,Anthophora plumipes,checked,NA,NA,NA,NA,NA,8,25,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,9,Random_census
Jena,Iris pseudacorus,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,40,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,9,Random_census
Jena,Muscari botryoides,None,checked,NA,NA,NA,NA,NA,0,500,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,9,Random_census
Jena,Narcissus pseudonarcissus,None,checked,NA,NA,NA,NA,NA,0,21,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,9,Random_census
Jena,Ipheion uniflorum,None,checked,NA,NA,NA,NA,NA,0,100,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,9,Random_census
Jena,Primula vulgaris,None,checked,NA,NA,NA,NA,NA,0,100,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,10,Random_census
Jena,Anemonoides ranunculoides,None,checked,NA,NA,NA,NA,NA,0,70,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,10,Random_census
Jena,Bellis perennis,None,checked,NA,NA,NA,NA,NA,0,55,Yes,40,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,10,Random_census
Jena,Bergenia ciliata,None,checked,NA,NA,NA,NA,NA,0,80,No,NA,NA,14:20,14:50,3,2023,4,13,Partly_cloudy,D Bottger & JB Lanuza,10,Random_census
Halle,Scopolia carniolica,None,checked,NA,NA,NA,NA,NA,0,25,No,NA,0,11:15,11:30,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Primula veris,Bombylius discolor,checked,NA,NA,NA,NA,NA,6,200,No,NA,0,11:30,11:45,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Primula veris,Bombylius discolor,checked,NA,NA,NA,NA,NA,21,200,No,NA,0,11:30,11:45,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Primula veris,Bombylius discolor,checked,NA,NA,NA,NA,NA,3,200,No,NA,0,11:30,11:45,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Pulsatilla vulgaris,None,checked,NA,NA,NA,NA,NA,0,0,No,NA,0,11:30,11:30,0,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Geum rivale,None,checked,NA,NA,NA,NA,NA,0,5,No,NA,100,11:45,12:00,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Silene viscaria,Anthophora plumipes,checked,NA,NA,NA,NA,NA,20,40,No,NA,0,12:00,12:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Silene viscaria,Bombylius major,checked,NA,NA,NA,NA,NA,2,40,No,NA,0,12:00,12:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Silene viscaria,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,40,No,NA,0,12:00,12:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Silene viscaria,Anthophora plumipes,checked,NA,NA,NA,NA,NA,9,40,No,NA,0,12:00,12:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Puschkinia scilloides,None,checked,NA,NA,NA,NA,NA,0,0,No,NA,0,12:15,12:15,0,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Tulipa sylvestris,Cetonia aurata,checked,NA,NA,NA,NA,https://www.inaturalist.org/observations/156416899,1,60,No,NA,0,12:15,12:30,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Narcissus pseudonarcissus,None,checked,NA,NA,NA,NA,NA,0,0,No,NA,50,12:30,12:45,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Apis mellifera,checked,NA,NA,Female,NA,NA,1,225,No,NA,500,14:15,14:30,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Bombylius major,checked,NA,NA,NA,NA,NA,2,225,No,NA,500,14:15,14:30,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Anthophora plumipes,checked,NA,NA,NA,NA,NA,4,225,No,NA,500,14:15,14:30,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Osmia cornuta,checked,NA,NA,NA,"reddish abdomen, medium size",NA,5,225,No,NA,500,14:15,14:30,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Osmia cornuta,checked,NA,NA,NA,"reddish abdomen, medium size",NA,2,225,No,NA,500,14:15,14:30,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Lathyrus vernus,Osmia cornuta,checked,NA,NA,NA,"reddish abdomen, medium size",NA,5,225,No,NA,500,14:15,14:30,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Anemonoides nemorosa,None,checked,NA,NA,NA,NA,NA,0,150,No,NA,100,14:30,14:45,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Fragaria vesca,Bombylius major,checked,NA,NA,NA,NA,NA,33,100,No,NA,100,14:30,14:45,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Oxalis acetosella,Anthophora plumipes,checked,NA,NA,NA,NA,NA,3,150,No,NA,10,14:45,15:00,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Oxalis acetosella,Osmia cornuta,checked,NA,NA,NA,NA,NA,1,150,No,NA,10,14:45,15:00,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Bombylius major,checked,NA,NA,NA,NA,NA,4,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Eristalinus aeneus,checked,F Wolf,H17,Male,NA,NA,2,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Pieris sp,checked,NA,NA,NA,White butterfly,NA,1,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Eristalinus aeneus,checked,NA,Like H17,NA,NA,NA,2,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Eristalinus aeneus,checked,NA,Like H17,NA,NA,NA,3,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Cetonia aurata,checked,NA,NA,NA,NA,NA,1,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Bombylius major,checked,NA,NA,NA,NA,NA,3,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Andrena sp,checked,NA,NA,NA,NA,NA,1,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Bombylius major,checked,NA,NA,NA,NA,NA,2,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Apis mellifera,checked,NA,NA,Female,NA,NA,1,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Iberis sempervirens,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,20000,No,NA,200,15:00,15:15,15,2023,4,22,Sunny,JB Lanuza,NA,Focal
Halle,Prunus tenella,Apis mellifera,checked,NA,NA,Female,NA,NA,11,400,No,NA,NA,12:54,12:57,3,2023,4,22,Sunny,JB Lanuza,1,Random_census
Halle,Prunus tenella,Osmia bicornis,checked,M Hoffmann,H11,Male,NA,NA,2,400,No,NA,NA,12:54,12:57,3,2023,4,22,Sunny,JB Lanuza,1,Random_census
Halle,Prunus tenella,Bombylius major,checked,NA,NA,NA,NA,NA,1,400,No,NA,NA,12:54,12:57,3,2023,4,22,Sunny,JB Lanuza,1,Random_census
Halle,Waldsteinia ternata,Lasioglossum laticeps,checked,M Hoffmann,H12,Female,NA,NA,2,400,No,NA,NA,12:57,15:00,3,2023,4,22,Sunny,JB Lanuza,2,Random_census
Halle,Taraxacum officinale,Osmia bicornis,checked,NA,Like H11,NA,NA,NA,4,100,Yes,70,NA,13:00,13:03,3,2023,4,22,Sunny,JB Lanuza,3,Random_census
Halle,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,3,100,Yes,70,NA,13:00,13:03,3,2023,4,22,Sunny,JB Lanuza,3,Random_census
Halle,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,3,100,Yes,70,NA,13:00,13:03,3,2023,4,22,Sunny,JB Lanuza,3,Random_census
Halle,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,2,100,Yes,70,NA,13:00,13:03,3,2023,4,22,Sunny,JB Lanuza,3,Random_census
Halle,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,2,100,Yes,70,NA,13:00,13:03,3,2023,4,22,Sunny,JB Lanuza,3,Random_census
Halle,Taraxacum officinale,Osmia bicornis,checked,NA,NA,NA,NA,NA,1,100,Yes,70,NA,13:00,13:03,3,2023,4,22,Sunny,JB Lanuza,3,Random_census
Halle,Taraxacum officinale,Lasioglossum sp,checked,NA,NA,NA,"Little bee, white bands on the abdomen, quite common",NA,1,100,Yes,70,NA,13:00,13:03,3,2023,4,22,Sunny,JB Lanuza,3,Random_census
Halle,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,2,20,Yes,70,NA,13:05,13:08,3,2023,4,22,Sunny,JB Lanuza,4,Random_census
Halle,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,1,20,Yes,70,NA,13:05,13:08,3,2023,4,22,Sunny,JB Lanuza,4,Random_census
Halle,Tulipa sylvestris,Bombus terrestris,checked,NA,NA,NA,terrestris alike,NA,1,100,No,NA,NA,13:15,13:18,3,2023,4,22,Sunny,JB Lanuza,5,Random_census
Halle,Taraxacum officinale,Aglais io,checked,NA,NA,NA,NA; how many spp of Aglais would you recognize as Aglais? Maybe only A. io? Would be that one then,NA,1,30,Yes,70,NA,13:15,13:18,3,2023,4,22,Sunny,JB Lanuza,5,Random_census
Halle,Taraxacum officinale,Osmia bicornis,checked,NA,Like H11,NA,NA,NA,1,30,Yes,70,NA,13:15,13:18,3,2023,4,22,Sunny,JB Lanuza,5,Random_census
Halle,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,1,30,Yes,70,NA,13:15,13:18,3,2023,4,22,Sunny,JB Lanuza,5,Random_census
Halle,Ornithogalum nutans,Anthophora plumipes,checked,NA,NA,NA,NA,NA,3,230,No,NA,NA,13:15,13:18,3,2023,4,22,Sunny,JB Lanuza,5,Random_census
Halle,Ornithogalum nutans,Anthophora plumipes,checked,NA,NA,NA,NA,NA,5,900,No,NA,NA,13:20,13:23,3,2023,4,22,Sunny,JB Lanuza,6,Random_census
Halle,Ornithogalum nutans,Anthophora plumipes,checked,NA,NA,NA,NA,NA,2,900,No,NA,NA,13:20,13:23,3,2023,4,22,Sunny,JB Lanuza,6,Random_census
Halle,Ornithogalum nutans,Anthophora plumipes,checked,NA,NA,NA,NA,NA,2,900,No,NA,NA,13:20,13:23,3,2023,4,22,Sunny,JB Lanuza,6,Random_census
Halle,Ornithogalum nutans,Bombylius major,checked,NA,NA,NA,NA,NA,1,900,No,NA,NA,13:20,13:23,3,2023,4,22,Sunny,JB Lanuza,6,Random_census
Halle,Waldsteinia ternata,Bombylius major,checked,NA,NA,NA,NA,NA,4,250,No,NA,NA,13:35,13:38,3,2023,4,22,Sunny,JB Lanuza,7,Random_census
Halle,Waldsteinia ternata,Lucilia sericata,checked,J Cobain,H14,Female,NA,NA,2,250,No,NA,NA,13:35,13:38,3,2023,4,22,Sunny,JB Lanuza,7,Random_census
Halle,Waldsteinia ternata,Nomada flavoguttata,checked,M Hoffmann,H13,Male,NA,NA,1,250,No,NA,NA,13:35,13:38,3,2023,4,22,Sunny,JB Lanuza,7,Random_census
Halle,Pieris japonica,Bombus terrestris,checked,NA,NA,NA,NA,NA,2,100000,No,NA,NA,13:40,13:43,3,2023,4,22,Sunny,JB Lanuza,8,Random_census
Halle,Pieris japonica,Xylocopa violacea,checked,NA,NA,NA,NA,NA,2,100000,No,NA,NA,13:40,13:43,3,2023,4,22,Sunny,JB Lanuza,8,Random_census
Halle,Pieris japonica,Oxythyrea funesta,checked,NA,NA,NA,NA,https://www.inaturalist.org/observations/156439830,1,100000,No,NA,NA,13:40,13:43,3,2023,4,22,Sunny,JB Lanuza,8,Random_census
Halle,Pieris japonica,Xylocopa violacea,checked,NA,NA,NA,NA,NA,1,100000,No,NA,NA,13:40,13:43,3,2023,4,22,Sunny,JB Lanuza,8,Random_census
Halle,Pieris japonica,Anthophora plumipes,checked,NA,NA,NA,NA,NA,1,100000,No,NA,NA,13:40,13:43,3,2023,4,22,Sunny,JB Lanuza,8,Random_census
Halle,Pieris japonica,Apis mellifera,checked,NA,NA,Female,NA,NA,1,100000,No,NA,NA,13:40,13:43,3,2023,4,22,Sunny,JB Lanuza,8,Random_census
Halle,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,4,80,Yes,70,NA,13:53,13:56,3,2023,4,22,Sunny,JB Lanuza,9,Random_census
Halle,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,4,80,Yes,70,NA,13:53,13:56,3,2023,4,22,Sunny,JB Lanuza,9,Random_census
Halle,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,1,80,Yes,70,NA,13:53,13:56,3,2023,4,22,Sunny,JB Lanuza,9,Random_census
Halle,Taraxacum officinale,Anthocharis cardamines,checked,NA,H15,NA,NA,NA,1,80,Yes,70,NA,13:53,13:56,3,2023,4,22,Sunny,JB Lanuza,9,Random_census
Halle,Malcolmia maritima,Anthocharis cardamines,checked,NA,NA,NA,NA,https://www.inaturalist.org/observations/156442258,15,950,No,NA,NA,14:00,14:03,3,2023,4,22,Sunny,JB Lanuza,10,Random_census
Halle,Malcolmia maritima,Anthocharis cardamines,checked,NA,NA,NA,NA,https://www.inaturalist.org/observations/156442258,1,950,No,NA,NA,14:00,14:03,3,2023,4,22,Sunny,JB Lanuza,10,Random_census
Halle,Malcolmia maritima,Bombylius major,checked,NA,NA,NA,NA,NA,2,950,No,NA,NA,14:00,14:03,3,2023,4,22,Sunny,JB Lanuza,10,Random_census
Halle,Malcolmia maritima,Bombylius major,checked,NA,NA,NA,NA,NA,1,950,No,NA,NA,14:00,14:03,3,2023,4,22,Sunny,JB Lanuza,10,Random_census
Halle,Malcolmia maritima,Bombylius major,checked,NA,NA,NA,NA,NA,8,950,No,NA,NA,14:00,14:03,3,2023,4,22,Sunny,JB Lanuza,10,Random_census
Halle,Malcolmia maritima,Anthophora plumipes,checked,NA,NA,NA,NA,NA,3,950,No,NA,NA,14:00,14:03,3,2023,4,22,Sunny,JB Lanuza,10,Random_census
Halle,Malcolmia maritima,Lasioglossum nitidiusculum,checked,M Hoffmann,H16,Female,NA,NA,1,950,No,NA,NA,14:00,14:03,3,2023,4,22,Sunny,JB Lanuza,10,Random_census
Leipzig,Iberis sempervirens,None,checked,NA,NA,NA,NA,NA,0,180,No,NA,100,11:00,11:15,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Primula denticulata,Andrena bicolor,checked,NA,Like L3,NA,NA,NA,2,280,No,NA,250,11:20,11:35,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Primula denticulata,Bombylius major,checked,NA,NA,NA,NA,NA,3,280,No,NA,250,11:20,11:35,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Primula denticulata,Andrena sp,checked,NA,NA,NA,NA,NA,1,280,No,NA,250,11:20,11:35,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Bergenia purpurascens,Andrena bicolor,checked,,Like L3,NA,NA,NA,1,160,No,NA,85,11:40,11:55,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Trillium sessile,None,checked,NA,NA,NA,NA,NA,0,30,No,NA,0,12:00,12:15,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Tussilago farfara,Lasioglossum laticeps,checked,NA,Like L5,NA,NA,NA,2,40,Yes,15,7,12:20,12:35,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Tussilago farfara,Apis mellifera,checked,NA,NA,Female,NA,NA,2,40,Yes,15,7,12:20,12:35,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Vinca minor,Apis mellifera,checked,NA,NA,Female,NA,NA,2,260,No,NA,80,12:40,12:55,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Vinca minor,Apis mellifera,checked,NA,NA,Female,NA,NA,5,260,No,NA,80,12:40,12:55,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Vinca minor,Anthophora plumipes,checked,NA,NA,NA,NA,NA,13,260,No,NA,80,12:40,12:55,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Vinca minor,Apis mellifera,checked,NA,NA,Female,NA,NA,1,260,No,NA,80,12:40,12:55,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Vinca minor,Anthophora plumipes,checked,NA,NA,NA,NA,NA,18,260,No,NA,80,12:40,12:55,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Vinca minor,Bombylius discolor,checked,NA,NA,NA,NA,NA,6,260,No,NA,80,12:40,12:55,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Scopolia carniolica,Diptera sp,checked,NA,NA,NA,NA,NA,1,40,No,NA,7,13:00,13:15,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Primula veris,Bombylius major,checked,NA,NA,NA,NA,NA,14,700,No,NA,0,13:00,13:15,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Lathyrus vernus,Myopa testacea,checked,J Cobain,L12,Male,NA,NA,1,100,No,NA,5,13:45,14:00,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Lathyrus vernus,Lasioglossum pallens,checked,M Hoffmann,L13,Female,NA,NA,1,100,No,NA,5,13:45,14:00,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Lathyrus vernus,Lasioglossum pallens,checked,NA,Like L13,NA,NA,NA,1,100,No,NA,5,13:45,14:00,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Lathyrus vernus,Xylocopa violacea,checked,NA,NA,NA,NA,NA,1,100,No,NA,5,13:45,14:00,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Caltha palustris,Andrena bicolor,checked,NA,Like L3,NA,NA,NA,1,17,No,NA,150,12:00,12:15,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Caltha palustris,Andrena bicolor,checked,NA,Like L3,NA,NA,NA,1,17,No,NA,150,12:00,12:15,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Caltha palustris,Bombylius major,checked,NA,NA,NA,NA,NA,1,17,No,NA,150,12:00,12:15,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Helleborus foetidus,Lasioglossum morio,checked,M Hoffmann,L10,Female,NA,NA,2,25,No,NA,100,12:00,12:15,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Apis mellifera,checked,NA,NA,Female,NA,NA,5,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Andrena bicolor,checked,M Hoffmann,L9,Female,NA,NA,2,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Lasioglossum morio,checked,NA,Like L10,NA,NA,NA,1,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Apis mellifera,checked,NA,NA,Female,NA,NA,3,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Apis mellifera,checked,NA,NA,Female,NA,NA,4,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Andrena bicolor,checked,NA,Like L3,NA,NA,NA,1,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Bombylius major,checked,NA,NA,NA,NA,NA,2,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Apis mellifera,checked,NA,NA,Female,NA,NA,5,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Apis mellifera,checked,NA,NA,Female,NA,NA,4,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Hymenoptera sp,checked,NA,NA,NA,NA,NA,2,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Apis mellifera,checked,NA,NA,Female,NA,NA,1,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Pulsatilla vulgaris,Apis mellifera,checked,NA,NA,Female,NA,NA,2,100,No,NA,45,12:15,12:30,15,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,NA,Focal
Leipzig,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,6,50,Yes,70,,13:20,13:23,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,1,Random_census
Leipzig,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,1,50,Yes,70,,13:20,13:23,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,1,Random_census
Leipzig,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,4,50,Yes,70,,13:20,13:23,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,1,Random_census
Leipzig,Taraxacum officinale,Apis mellifera,checked,NA,NA,Female,NA,NA,2,50,Yes,70,,13:20,13:23,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,1,Random_census
Leipzig,Taraxacum officinale,Andrena gravida,checked,M Hoffmann,L14,Male,NA,NA,1,50,Yes,70,,13:20,13:23,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,1,Random_census
Leipzig,Bellis perennis,Andrena gravida,checked,NA,Like L14,NA,NA,NA,1,60,Yes,40,,13:25,13:28,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,2,Random_census
Leipzig,Muscari botryoides,Osmia cornuta,checked,M Hoffmann,L15,Female,NA,NA,1,80,No,NA,,13:30,13:33,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,3,Random_census
Leipzig,Muscari botryoides,Apis mellifera,checked,NA,NA,Female,NA,NA,6,80,No,NA,,13:30,13:33,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,3,Random_census
Leipzig,Muscari botryoides,Bombylius major,checked,NA,NA,NA,NA,NA,1,80,No,NA,,13:30,13:33,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,3,Random_census
Leipzig,Muscari botryoides,Apis mellifera,checked,NA,NA,Female,NA,NA,1,80,No,NA,,13:30,13:33,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,3,Random_census
Leipzig,Ranunculus ficaria,Bombylius major,checked,NA,NA,NA,NA,NA,15,70,No,NA,,13:35,13:38,3,2023,4,21,Sunny,R Umazekabiri & JB Lanuza,4,Random_census
