Botanical_garden,Species,Number_unique_spp,Replicate,Compatibility,Reference_compatibility_level,Aut_selfing_qualitative,Selfing_fruit_number,Selfing_seed_number,Source
Halle,Centranthus ruber,54,1,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,2,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,3,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,4,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,5,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,6,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,7,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,8,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,9,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,10,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,11,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,12,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,13,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,1,1,Bot_garden_&_Literature
Halle,Centranthus ruber,54,14,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,15,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,16,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,17,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,18,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,19,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,20,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,21,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,22,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,23,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,24,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,25,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,26,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,27,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,28,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,29,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,30,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,31,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,32,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,33,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,34,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,35,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,36,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,37,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,38,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,39,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,40,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,41,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,42,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,43,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,44,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,45,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,46,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,47,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,48,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,49,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,50,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,51,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,52,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,53,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,54,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,55,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,56,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,57,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,58,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,59,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,60,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,61,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,62,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,63,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,64,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,65,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,66,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,67,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,68,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,69,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,70,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,71,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,72,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,73,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,74,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,75,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,76,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,77,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,78,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,79,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,80,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,81,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,82,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,83,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,84,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,85,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,86,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,87,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,88,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,89,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,90,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,91,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,92,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,93,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,94,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,95,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,96,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,97,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,98,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,99,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,100,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,101,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,102,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,103,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,104,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Halle,Centranthus ruber,54,105,Self_compatible,https://doi.org/10.1111/j.1442-1984.2010.00280.x,low,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,1,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,2,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,3,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,4,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,5,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,6,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,7,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,8,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,9,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,10,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,11,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,12,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,13,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,14,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Jena,Silene nutans,55,15,Self_compatible,https://doi.org/10.1086/647916,none,0,0,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,1,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,40,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,2,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,40,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,3,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,32,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,4,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,0,0,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,5,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,28,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,6,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,3,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,7,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,5,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,8,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,6,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,9,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,0,0,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,10,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,5,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,11,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,16,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,12,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,51,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,13,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,13,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,14,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,0,0,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,15,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,30,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,16,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,23,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,17,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,3,Bot_garden_&_Literature
Halle,Hypericum perforatum,56,18,Self_compatible,https://doi.org/10.1186/s12864-015-1439-y,high,1,9,Bot_garden_&_Literature
Leipzig,Hypericum olympicum,57,1,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,2,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,3,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,4,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,5,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,6,Self_compatible,Bot_garden,low,1,144,Bot_garden
Leipzig,Hypericum olympicum,57,7,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,8,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,9,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,10,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,11,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,12,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,13,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,14,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,15,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,16,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,17,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,18,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,19,Self_compatible,Bot_garden,low,0,0,Bot_garden
Leipzig,Hypericum olympicum,57,20,Self_compatible,Bot_garden,low,0,0,Bot_garden
Jena,Clematis recta,58,1,Self_compatible,Bot_garden,low,1,3,Bot_garden
Jena,Clematis recta,58,2,Self_compatible,Bot_garden,low,1,2,Bot_garden
Jena,Clematis recta,58,3,Self_compatible,Bot_garden,low,1,3,Bot_garden
Jena,Clematis recta,58,4,Self_compatible,Bot_garden,low,1,6,Bot_garden
Jena,Clematis recta,58,5,Self_compatible,Bot_garden,low,1,2,Bot_garden
Jena,Clematis recta,58,6,Self_compatible,Bot_garden,low,0,0,Bot_garden
Jena,Clematis recta,58,7,Self_compatible,Bot_garden,low,0,0,Bot_garden
Jena,Clematis recta,58,8,Self_compatible,Bot_garden,low,1,2,Bot_garden
Jena,Clematis recta,58,9,Self_compatible,Bot_garden,low,0,0,Bot_garden
Jena,Clematis recta,58,10,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,11,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,12,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,13,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,14,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,15,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,16,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,17,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,18,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,19,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,20,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,21,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,22,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,23,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,24,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,25,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,26,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,27,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,28,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,29,Self_compatible,Bot_garden,low,0,0,Bot_garden
Halle,Clematis recta,58,30,Self_compatible,Bot_garden,low,0,0,Bot_garden
Jena,Salvia pratensis,59,1,Self_compatible,https://doi.org/10.1111/1365-2745.13805,none,0,0,Literature
Leipzig,Silene coronaria,60,1,Self_compatible,Bot_garden,high,1,7,Bot_garden
Leipzig,Silene coronaria,60,2,Self_compatible,Bot_garden,high,1,11,Bot_garden
Leipzig,Silene coronaria,60,3,Self_compatible,Bot_garden,high,1,0,Bot_garden
Leipzig,Silene coronaria,60,4,Self_compatible,Bot_garden,high,1,62,Bot_garden
Leipzig,Silene coronaria,60,5,Self_compatible,Bot_garden,high,1,142,Bot_garden
Leipzig,Silene coronaria,60,6,Self_compatible,Bot_garden,high,1,179,Bot_garden
Leipzig,Silene coronaria,60,7,Self_compatible,Bot_garden,high,1,140,Bot_garden
Leipzig,Silene coronaria,60,8,Self_compatible,Bot_garden,high,1,0,Bot_garden
Leipzig,Silene coronaria,60,9,Self_compatible,Bot_garden,high,1,0,Bot_garden
Leipzig,Silene coronaria,60,10,Self_compatible,Bot_garden,high,1,117,Bot_garden
Jena,Genista tinctoria,61,1,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,2,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,3,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,4,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,5,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,6,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,7,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,8,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,9,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,10,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,11,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,12,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,13,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,14,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,15,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,16,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,17,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,18,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,19,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,20,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,21,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,22,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,23,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,24,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
Jena,Genista tinctoria,61,25,Self_incompatible,https://doi.org/10.1016/j.flora.2010.05.004,none,0,0,Bot_garden_&_Literature
