Botanical_garden,Species,Number_unique_spp,Replicate,Compatibility,Reference_compatibility_level,Aut_selfing_qualitative,Selfing_fruit_number,Selfing_seed_number,Source
Halle,Clematis integrifolia,68,10,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,11,Self_compatible,https://www.jstor.org/stable/24333229,low,1,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,12,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,13,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,14,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,15,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,16,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Halle,Clematis integrifolia,68,17,Self_compatible,https://www.jstor.org/stable/24333229,low,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,1,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,2,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,3,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,4,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,5,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,6,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,7,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,8,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,9,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,10,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,11,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,12,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,13,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,14,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,15,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,16,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,17,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,18,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,19,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,20,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,21,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,22,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,23,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,24,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Lavandula angustifolia,69,25,Partially_self_compatible,https://peercommunityjournal.org/articles/10.24072/pcjournal.1/,none,0,0,Bot_garden_&_Literature
Leipzig,Anemone hupehensis,70,1,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,2,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,3,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,4,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,5,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,6,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,7,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,8,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,9,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,10,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,11,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,12,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,13,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,14,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,15,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,16,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,17,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,18,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,19,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Leipzig,Anemone hupehensis,70,20,Self_incompatible,https://doi.org/10.1007/BF01086381; https://doi.org/10.1002/j.1537-2197.1994.tb15449.x; ,none,0,0,Bot_garden
Jena,Galega officinalis,71,1,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,2,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,3,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,4,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,5,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,6,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,7,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,8,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,9,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,10,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,11,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,12,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,13,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,14,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,15,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,16,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,17,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,18,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,19,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,20,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,21,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,22,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,23,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,24,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,25,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,26,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,27,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,28,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,29,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,30,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,31,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,32,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,33,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,34,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,35,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,36,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,37,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,38,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,39,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,40,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,41,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,42,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,43,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,44,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,45,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,46,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,47,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,48,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,49,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Jena,Galega officinalis,71,50,Self_incompatible,https://doi.org/10.1139/cjps-2020-0327,none,0,0,Bot_garden
Halle,Platycodon grandiflorus,72,1,Self_compatible,Bot_garden,high,1,22,Bot_garden
Halle,Platycodon grandiflorus,72,2,Self_compatible,Bot_garden,high,0,0,Bot_garden
Halle,Platycodon grandiflorus,72,3,Self_compatible,Bot_garden,high,0,0,Bot_garden
Halle,Platycodon grandiflorus,72,4,Self_compatible,Bot_garden,high,1,107,Bot_garden
Halle,Platycodon grandiflorus,72,5,Self_compatible,Bot_garden,high,1,0,Bot_garden
Halle,Platycodon grandiflorus,72,6,Self_compatible,Bot_garden,high,1,97,Bot_garden
Halle,Platycodon grandiflorus,72,7,Self_compatible,Bot_garden,high,1,122,Bot_garden
Halle,Platycodon grandiflorus,72,8,Self_compatible,Bot_garden,high,1,71,Bot_garden
Halle,Platycodon grandiflorus,72,9,Self_compatible,Bot_garden,high,1,74,Bot_garden
Halle,Platycodon grandiflorus,72,10,Self_compatible,Bot_garden,high,1,93,Bot_garden
Halle,Platycodon grandiflorus,72,11,Self_compatible,Bot_garden,high,1,110,Bot_garden
Halle,Platycodon grandiflorus,72,12,Self_compatible,Bot_garden,high,0,0,Bot_garden
Halle,Platycodon grandiflorus,72,13,Self_compatible,Bot_garden,high,0,0,Bot_garden
Halle,Platycodon grandiflorus,72,14,Self_compatible,Bot_garden,high,1,39,Bot_garden
Halle,Platycodon grandiflorus,72,15,Self_compatible,Bot_garden,high,1,125,Bot_garden
Halle,Platycodon grandiflorus,72,16,Self_compatible,Bot_garden,high,1,20,Bot_garden
Halle,Platycodon grandiflorus,72,17,Self_compatible,Bot_garden,high,1,53,Bot_garden
Halle,Platycodon grandiflorus,72,18,Self_compatible,Bot_garden,high,1,3,Bot_garden
Halle,Platycodon grandiflorus,72,19,Self_compatible,Bot_garden,high,1,0,Bot_garden
Halle,Platycodon grandiflorus,72,20,Self_compatible,Bot_garden,high,1,34,Bot_garden
Halle,Platycodon grandiflorus,72,21,Self_compatible,Bot_garden,high,1,55,Bot_garden
Jena,Betonica officinalis,73,1,Self_compatible,https://www.jstor.org/stable/40606653,low,NA,NA,Literature
Jena,Origanum vulgare,74,1,Self_compatible,https://doi.org/10.1371/journal.pone.0067255,low,NA,NA,Literature
Halle,Achillea millefolium,75,1,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,2,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,3,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,4,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,5,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,6,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,7,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,8,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,9,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,10,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,11,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,12,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,13,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,14,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,15,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,16,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,17,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,18,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,19,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,20,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,21,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,22,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,23,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,24,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,25,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,26,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,27,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,28,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,29,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,30,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,31,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,32,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,33,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,34,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,35,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,36,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,37,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,38,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,39,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,40,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,41,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,42,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,43,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,44,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,45,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,46,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,47,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,48,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,49,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,50,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,51,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,52,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,53,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,54,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,55,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,56,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,57,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,58,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,59,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,60,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,61,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,62,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,63,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,64,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,65,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,66,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,67,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,68,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,69,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,70,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,71,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,72,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,73,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,74,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,75,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,76,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,77,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,78,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,79,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,80,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,81,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,82,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,83,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,84,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,85,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,86,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,87,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,88,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,89,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,90,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,91,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,92,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,93,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,94,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,95,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,96,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,97,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,98,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,99,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Achillea millefolium,75,100,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,1,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,2,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,3,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,4,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,5,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,6,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,7,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,8,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,9,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,10,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,11,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,12,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,13,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,14,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,15,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,16,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,17,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,18,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,19,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,20,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,21,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,22,Self_incompatible,Bot_garden,none,0,0,Bot_garden
