Garden,Date,Doy,Species,Initial vegetative growth,Young leaves unfolding,Flowers opening,Flowering intensity,Ripe fruits,Senescence,Senescence intensity,Maintenance,Remarks
Halle,08.11.2022,312,Paeonia peregrina,no,no,no,,no,no,,,
Halle,08.11.2022,312,Phlomis russeliana,no,no,no,,no,y,30,,
Halle,08.11.2022,312,Tulipa saxatilis,no,no,no,,no,no,,,
Halle,08.11.2022,312,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,08.11.2022,312,Lamium galeobdolon,no,no,no,,no,y,10,,
Halle,15.11.2022,319,Primula vulgaris,no,no,no,,no,no,,,
Halle,15.11.2022,319,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,15.11.2022,319,Solidago virgaurea,no,no,no,,y,y,25,,
Halle,15.11.2022,319,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,15.11.2022,319,Iris pseudacorus,no,no,no,,no,y,95,,
Halle,15.11.2022,319,Silphium integrifolium,no,no,no,,no,no,,,
Halle,15.11.2022,319,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,15.11.2022,319,Tragopogon orientalis,no,no,no,,no,no,,,
Halle,15.11.2022,319,Adonis vernalis,no,no,no,,no,no,,,
Halle,15.11.2022,319,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,15.11.2022,319,Paeonia peregrina,no,no,no,,no,no,,,
Halle,15.11.2022,319,Phlomis russeliana,no,no,no,,no,y,30,,
Halle,15.11.2022,319,Tulipa saxatilis,no,no,no,,no,no,,,
Halle,15.11.2022,319,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,15.11.2022,319,Lamium galeobdolon,no,no,no,,no,y,40,,
Halle,15.11.2022,319,Eranthis hyemalis,no,no,no,,no,no,,,
Halle,15.11.2022,319,Arum maculatum,no,no,no,,no,no,,,
Halle,22.11.2022,326,Primula vulgaris,no,no,no,,no,no,,,
Halle,22.11.2022,326,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,22.11.2022,326,Solidago virgaurea,no,no,no,,y,y,45,,
Halle,22.11.2022,326,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,22.11.2022,326,Iris pseudacorus,no,no,no,,no,y,95,,
Halle,22.11.2022,326,Silphium integrifolium,no,no,no,,no,no,,,
Halle,22.11.2022,326,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,22.11.2022,326,Tragopogon orientalis,no,no,no,,no,no,,,
Halle,22.11.2022,326,Adonis vernalis,no,no,no,,no,no,,,
Halle,22.11.2022,326,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,22.11.2022,326,Paeonia peregrina,no,no,no,,no,no,,,
Halle,22.11.2022,326,Phlomis russeliana,no,no,no,,no,y,30,,
Halle,22.11.2022,326,Tulipa saxatilis,no,no,no,,no,no,,,
Halle,22.11.2022,326,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,22.11.2022,326,Lamium galeobdolon,no,no,no,,no,y,60,,
Halle,22.11.2022,326,Eranthis hyemalis,no,no,no,,no,no,,,
Halle,22.11.2022,326,Arum maculatum,no,no,no,,no,no,,,
Halle,05.12.2022,339,Primula vulgaris,no,no,no,,no,no,,,
Halle,05.12.2022,339,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,05.12.2022,339,Solidago virgaurea,no,no,no,,y,y,95,,
Halle,05.12.2022,339,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,05.12.2022,339,Iris pseudacorus,,,,,,,,,Snow
Halle,05.12.2022,339,Silphium integrifolium,no,no,no,,no,no,,,
Halle,05.12.2022,339,Hibiscus moscheutos,no,no,no,,no,no,,,
Halle,05.12.2022,339,Tragopogon orientalis,no,no,no,,no,no,,,
Halle,05.12.2022,339,Adonis vernalis,no,no,no,,no,no,,,
Halle,05.12.2022,339,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,05.12.2022,339,Paeonia peregrina,no,no,no,,no,no,,,
Halle,05.12.2022,339,Phlomis russeliana,,,,,,,,,Snow
Halle,05.12.2022,339,Tulipa saxatilis,no,no,no,,no,no,,,
Halle,05.12.2022,339,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,05.12.2022,339,Lamium galeobdolon,,,,,,,,,Snow
Halle,05.12.2022,339,Eranthis hyemalis,no,no,no,,no,no,,,
Halle,05.12.2022,339,Arum maculatum,no,no,no,,no,no,,,
Halle,21.12.2022,355,Primula vulgaris,no,y,no,,no,no,,,
Halle,21.12.2022,355,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,21.12.2022,355,Solidago virgaurea,no,no,no,,no,y,100,,
Halle,21.12.2022,355,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,21.12.2022,355,Iris pseudacorus,no,no,no,,no,no,,,
Halle,21.12.2022,355,Silphium integrifolium,no,no,no,,no,no,,,
Halle,21.12.2022,355,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,21.12.2022,355,Tragopogon orientalis,no,no,no,,no,no,,,
Halle,21.12.2022,355,Adonis vernalis,no,no,no,,no,no,,,
Halle,21.12.2022,355,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,21.12.2022,355,Paeonia peregrina,no,no,no,,no,no,,,
Halle,21.12.2022,355,Phlomis russeliana,no,no,no,,no,y,15,,
Halle,21.12.2022,355,Tulipa saxatilis,y,y,no,,no,no,,,
Halle,21.12.2022,355,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,21.12.2022,355,Lamium galeobdolon,no,no,no,,no,y,100,,
Halle,21.12.2022,355,Eranthis hyemalis,no,no,no,,no,no,,,
Halle,21.12.2022,355,Arum maculatum,no,no,no,,no,no,,,
Halle,06.01.2023,6,Primula vulgaris,no,y,y,5,no,no,,,
Halle,06.01.2023,6,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,06.01.2023,6,Solidago virgaurea,no,no,no,,no,y,100,,
Halle,06.01.2023,6,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,06.01.2023,6,Iris pseudacorus,y,y,no,,no,no,,,
Halle,06.01.2023,6,Silphium integrifolium,no,no,no,,no,no,,,
Halle,06.01.2023,6,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,06.01.2023,6,Tragopogon orientalis,no,u,no,,no,no,,,
Halle,06.01.2023,6,Adonis vernalis,no,no,no,,no,no,,,
Halle,06.01.2023,6,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,06.01.2023,6,Paeonia peregrina,y,no,no,,no,no,,,
Halle,06.01.2023,6,Phlomis russeliana,no,y,no,,no,y,25,,
Halle,06.01.2023,6,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,06.01.2023,6,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,06.01.2023,6,Lamium galeobdolon,no,no,no,,no,y,100,,
Halle,06.01.2023,6,Eranthis hyemalis,no,no,no,,no,no,,,
Halle,06.01.2023,6,Arum maculatum,y,y,no,,no,no,,,only one leave
Halle,10.01.2023,10,Primula vulgaris,no,y,y,5,no,no,,,
Halle,10.01.2023,10,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,10.01.2023,10,Solidago virgaurea,no,no,no,,no,y,100,,
Halle,10.01.2023,10,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,10.01.2023,10,Iris pseudacorus,y,y,no,,no,no,,,
Halle,10.01.2023,10,Silphium integrifolium,no,no,no,,no,no,,,
Halle,10.01.2023,10,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,10.01.2023,10,Tragopogon orientalis,no,u,no,,no,no,,,
Halle,10.01.2023,10,Adonis vernalis,no,no,no,,no,no,,,
Halle,10.01.2023,10,Phlomis russeliana,no,y,no,,no,y,25,,
Halle,10.01.2023,10,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,10.01.2023,10,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,10.01.2023,10,Lamium galeobdolon,no,no,no,,no,y,100,,
Halle,10.01.2023,10,Eranthis hyemalis,y,y,no,,no,no,,,
Halle,10.01.2023,10,Arum maculatum,y,y,no,,no,no,,,
Halle,10.01.2023,10,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,10.01.2023,10,Paeonia peregrina,y,no,no,,no,no,,,
Halle,18.01.2023,18,Primula vulgaris,no,y,y,10,no,no,,,
Halle,18.01.2023,18,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,18.01.2023,18,Solidago virgaurea,no,no,no,,no,no,,,
Halle,18.01.2023,18,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,18.01.2023,18,Iris pseudacorus,y,y,no,,no,no,,,
Halle,18.01.2023,18,Silphium integrifolium,no,no,no,,no,no,,,
Halle,18.01.2023,18,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,18.01.2023,18,Tragopogon orientalis,no,u,no,,no,no,,,
Halle,18.01.2023,18,Adonis vernalis,no,no,no,,no,no,,,
Halle,18.01.2023,18,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,18.01.2023,18,Paeonia peregrina,y,no,no,,no,no,,,
Halle,18.01.2023,18,Phlomis russeliana,no,y,no,,no,y,30,,
Halle,18.01.2023,18,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,18.01.2023,18,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,18.01.2023,18,Lamium galeobdolon,no,no,no,,no,no,,,
Halle,18.01.2023,18,Eranthis hyemalis,y,y,y,5,no,no,,,
Halle,18.01.2023,18,Arum maculatum,y,y,no,,no,no,,,
Halle,25.01.2023,25,Primula vulgaris,no,y,y,10,no,no,,,
Halle,25.01.2023,25,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,25.01.2023,25,Solidago virgaurea,no,no,no,,no,no,,,
Halle,25.01.2023,25,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,25.01.2023,25,Iris pseudacorus,no,y,no,,no,no,,,
Halle,25.01.2023,25,Silphium integrifolium,no,no,no,,no,no,,,
Halle,25.01.2023,25,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,25.01.2023,25,Tragopogon orientalis,no,no,no,,no,no,,,
Halle,25.01.2023,25,Adonis vernalis,no,no,no,,no,no,,,
Halle,25.01.2023,25,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,25.01.2023,25,Paeonia peregrina,y,no,no,,no,no,,,
Halle,25.01.2023,25,Phlomis russeliana,no,y,no,,no,y,25,,
Halle,25.01.2023,25,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,25.01.2023,25,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,25.01.2023,25,Lamium galeobdolon,y,y,no,,no,no,,,
Halle,25.01.2023,25,Eranthis hyemalis,y,y,y,5,no,no,,,
Halle,25.01.2023,25,Arum maculatum,no,y,no,,no,no,,,
Halle,01.02.2023,32,Primula vulgaris,no,y,y,15,no,no,,,
Halle,01.02.2023,32,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,01.02.2023,32,Solidago virgaurea,no,no,no,,no,no,,,
Halle,01.02.2023,32,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,01.02.2023,32,Iris pseudacorus,no,y,no,,no,no,,,
Halle,01.02.2023,32,Silphium integrifolium,no,no,no,,no,no,,,
Halle,01.02.2023,32,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,01.02.2023,32,Tragopogon orientalis,no,no,no,,no,no,,,
Halle,01.02.2023,32,Adonis vernalis,no,no,no,,no,no,,,
Halle,01.02.2023,32,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,01.02.2023,32,Paeonia peregrina,y,no,no,,no,no,,,
Halle,01.02.2023,32,Phlomis russeliana,no,y,no,,no,y,25,,
Halle,01.02.2023,32,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,01.02.2023,32,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,01.02.2023,32,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,01.02.2023,32,Eranthis hyemalis,y,y,y,10,no,no,,,
Halle,01.02.2023,32,Arum maculatum,no,y,no,,no,no,,,
Halle,07.02.2023,38,Solidago virgaurea,no,no,no,,no,no,,,
Halle,07.02.2023,38,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,07.02.2023,38,Iris pseudacorus,no,y,no,,no,no,,,
Halle,07.02.2023,38,Silphium integrifolium,no,no,no,,no,no,,,
Halle,07.02.2023,38,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,07.02.2023,38,Tragopogon orientalis,no,no,no,,no,no,,,
Halle,07.02.2023,38,Adonis vernalis,no,no,no,,no,no,,,
Halle,07.02.2023,38,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,07.02.2023,38,Primula vulgaris,no,y,y,5,no,no,,,
Halle,07.02.2023,38,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,07.02.2023,38,Paeonia peregrina,y,no,no,,no,no,,,
Halle,07.02.2023,38,Phlomis russeliana,no,y,no,,no,y,25,,
Halle,07.02.2023,38,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,07.02.2023,38,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,07.02.2023,38,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,07.02.2023,38,Eranthis hyemalis,no,y,y,95,no,no,,,
Halle,07.02.2023,38,Arum maculatum,no,y,no,,no,no,,,
Halle,16.02.2023,47,Primula vulgaris,no,y,y,15,no,no,,,
Halle,16.02.2023,47,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,16.02.2023,47,Solidago virgaurea,no,no,no,,no,no,,,
Halle,16.02.2023,47,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,16.02.2023,47,Iris pseudacorus,no,y,no,,no,no,,,
Halle,16.02.2023,47,Silphium integrifolium,no,no,no,,no,no,,,
Halle,16.02.2023,47,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,16.02.2023,47,Tragopogon orientalis,no,no,no,,no,no,,,
Halle,16.02.2023,47,Adonis vernalis,no,no,no,,no,no,,,
Halle,16.02.2023,47,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,16.02.2023,47,Paeonia peregrina,y,y,no,,no,no,,,
Halle,16.02.2023,47,Phlomis russeliana,no,y,no,,no,y,25,,
Halle,16.02.2023,47,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,16.02.2023,47,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,16.02.2023,47,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,16.02.2023,47,Eranthis hyemalis,no,y,y,100,no,no,,,
Halle,16.02.2023,47,Arum maculatum,no,y,no,,no,no,,,
Halle,28.02.2023,59,Primula vulgaris,no,y,y,25,no,no,,,
Halle,28.02.2023,59,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,28.02.2023,59,Solidago virgaurea,no,no,no,,no,no,,,
Halle,28.02.2023,59,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,28.02.2023,59,Iris pseudacorus,no,y,no,,no,no,,,
Halle,28.02.2023,59,Silphium integrifolium,no,no,no,,no,no,,,
Halle,28.02.2023,59,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,28.02.2023,59,Tragopogon orientalis,no,no,no,,no,no,,,
Halle,28.02.2023,59,Adonis vernalis,no,no,no,,no,no,,,
Halle,28.02.2023,59,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,28.02.2023,59,Paeonia peregrina,y,y,no,,no,no,,,
Halle,28.02.2023,59,Phlomis russeliana,no,y,no,,no,y,20,cut partly,
Halle,28.02.2023,59,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,28.02.2023,59,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,28.02.2023,59,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,28.02.2023,59,Eranthis hyemalis,no,no,y,30,no,no,,,
Halle,28.02.2023,59,Arum maculatum,no,y,no,,no,no,,,
Halle,10.03.2023,69,Primula vulgaris,no,y,y,50,no,no,,,
Halle,10.03.2023,69,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,10.03.2023,69,Solidago virgaurea,no,no,no,,no,no,,,
Halle,10.03.2023,69,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,10.03.2023,69,Iris pseudacorus,no,y,no,,no,no,,,
Halle,10.03.2023,69,Silphium integrifolium,no,no,no,,no,no,,,
Halle,10.03.2023,69,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,10.03.2023,69,Tragopogon orientalis,no,no,no,,no,no,,,
Halle,10.03.2023,69,Adonis vernalis,y,no,no,,no,no,,,
Halle,10.03.2023,69,Paeonia peregrina,no,y,no,,no,no,,,
Halle,10.03.2023,69,Phlomis russeliana,no,y,no,,no,y,15,,
Halle,10.03.2023,69,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,10.03.2023,69,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,10.03.2023,69,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,10.03.2023,69,Eranthis hyemalis,no,no,no,,no,no,,,
Halle,10.03.2023,69,Arum maculatum,no,y,no,,no,no,,,
Halle,10.03.2023,69,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,16.03.2023,75,Primula vulgaris,no,y,y,70,no,no,,,
Halle,16.03.2023,75,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,16.03.2023,75,Solidago virgaurea,y,no,no,,no,no,,,
Halle,16.03.2023,75,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,16.03.2023,75,Iris pseudacorus,no,y,no,,no,no,,,
Halle,16.03.2023,75,Silphium integrifolium,no,no,no,,no,no,,,
Halle,16.03.2023,75,Hibiscus moscheutos,no,no,no,,no,no,,covered artificial,
Halle,16.03.2023,75,Tragopogon orientalis,u,no,no,,no,no,,,
Halle,16.03.2023,75,Adonis vernalis,y,y,no,,no,no,,,
Halle,16.03.2023,75,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,16.03.2023,75,Paeonia peregrina,no,y,no,,no,no,,,
Halle,16.03.2023,75,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,16.03.2023,75,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,16.03.2023,75,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,16.03.2023,75,Eranthis hyemalis,no,no,no,,no,no,,,
Halle,16.03.2023,75,Arum maculatum,no,y,no,,no,no,,,
Halle,16.03.2023,75,Phlomis russeliana,no,y,no,,no,y,15,,
Halle,24.03.2023,83,Primula vulgaris,no,y,y,95,no,no,,,
Halle,24.03.2023,83,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,24.03.2023,83,Solidago virgaurea,y,y,no,,no,no,,,
Halle,24.03.2023,83,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,24.03.2023,83,Iris pseudacorus,no,y,no,,no,no,,,
Halle,24.03.2023,83,Silphium integrifolium,no,no,no,,no,no,,,
Halle,24.03.2023,83,Hibiscus moscheutos,no,no,no,,no,no,,,
Halle,24.03.2023,83,Tragopogon orientalis,no,u,no,,no,no,,,
Halle,24.03.2023,83,Adonis vernalis,no,y,y,15,no,no,,,two flowers
Halle,24.03.2023,83,Paeonia wittmanniana,y,no,no,,no,no,,,
Halle,24.03.2023,83,Paeonia peregrina,no,y,no,,no,no,,,
Halle,24.03.2023,83,Phlomis russeliana,no,y,no,,no,y,15,,
Halle,24.03.2023,83,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,24.03.2023,83,Eupatorium cannabinum,no,no,no,,no,no,,,
Halle,24.03.2023,83,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,24.03.2023,83,Eranthis hyemalis,no,no,no,,no,no,,,
Halle,24.03.2023,83,Arum maculatum,no,y,no,,no,no,,,
Halle,28.03.2023,87,Primula vulgaris,no,y,y,100,no,no,,,
Halle,28.03.2023,87,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,28.03.2023,87,Solidago virgaurea,no,y,no,,no,no,,,
Halle,28.03.2023,87,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,28.03.2023,87,Iris pseudacorus,no,y,no,,no,no,,,
Halle,28.03.2023,87,Silphium integrifolium,y,y,no,,no,no,,,
Halle,28.03.2023,87,Hibiscus moscheutos,no,no,no,,no,no,,,
Halle,28.03.2023,87,Tragopogon orientalis,no,y,no,,no,no,,,
Halle,28.03.2023,87,Adonis vernalis,no,y,y,15,no,no,,,
Halle,28.03.2023,87,Paeonia wittmanniana,y,no,no,,no,no,,,
Halle,28.03.2023,87,Paeonia peregrina,no,y,no,,no,no,,,
Halle,28.03.2023,87,Phlomis russeliana,no,y,no,,no,y,15,,
Halle,28.03.2023,87,Tulipa saxatilis,no,y,no,,no,no,,,flower buds
Halle,28.03.2023,87,Eupatorium cannabinum,y,y,no,,no,no,,,
Halle,28.03.2023,87,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,28.03.2023,87,Eranthis hyemalis,no,no,no,,no,no,,,
Halle,28.03.2023,87,Arum maculatum,no,y,no,,no,no,,,
Halle,03.04.2023,93,Paeonia peregrina,no,y,no,,no,no,,,
Halle,03.04.2023,93,Phlomis russeliana,no,y,no,,no,y,15,,
Halle,03.04.2023,93,Tulipa saxatilis,no,y,no,,no,no,,,
Halle,03.04.2023,93,Primula vulgaris,no,y,y,90,no,no,,,
Halle,03.04.2023,93,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,03.04.2023,93,Solidago virgaurea,no,y,no,,no,no,,,
Halle,03.04.2023,93,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Halle,03.04.2023,93,Iris pseudacorus,no,y,no,,no,no,,,
Halle,03.04.2023,93,Silphium integrifolium,no,y,no,,no,no,,,
Halle,03.04.2023,93,Hibiscus moscheutos,no,no,no,,no,no,,,
Halle,03.04.2023,93,Tragopogon orientalis,no,y,no,,no,no,,,
Halle,03.04.2023,93,Adonis vernalis,no,y,y,40,no,no,,,
Halle,03.04.2023,93,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,03.04.2023,93,Eupatorium cannabinum,no,y,no,,no,no,,,
Halle,03.04.2023,93,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,03.04.2023,93,Eranthis hyemalis,no,no,no,,no,no,,,
Halle,03.04.2023,93,Arum maculatum,no,y,no,,no,no,,,
Halle,14.04.2023,104,Primula vulgaris,no,y,y,70,no,no,,,
Halle,14.04.2023,104,Solidago virgaurea,no,y,no,,no,no,,,
Halle,14.04.2023,104,Phlomis russeliana,no,y,no,,no,y,10,,
Halle,14.04.2023,104,Tulipa saxatilis,no,no,y,5,no,no,,,flower buds
Halle,14.04.2023,104,Eupatorium cannabinum,no,y,no,,no,no,,,
Halle,14.04.2023,104,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,14.04.2023,104,Eranthis hyemalis,no,no,no,,no,y,5,,yellow points on leaves
Halle,14.04.2023,104,Arum maculatum,no,y,no,,no,no,,,
Halle,14.04.2023,104,Platycodon grandiflorum,no,no,no,,no,no,,,
Halle,14.04.2023,104,Lysichiton camtschatcensis,y,no,no,,no,no,,,
Halle,14.04.2023,104,Iris pseudacorus,no,y,no,,no,no,,,
Halle,14.04.2023,104,Silphium integrifolium,no,y,no,,no,no,,,
Halle,14.04.2023,104,Hibiscus moscheutos,no,no,no,,no,no,,,
Halle,14.04.2023,104,Tragopogon orientalis,no,y,no,,no,no,,,
Halle,14.04.2023,104,Adonis vernalis,no,y,y,80,no,no,,,
Halle,14.04.2023,104,Paeonia wittmanniana,no,no,no,,no,no,,,
Halle,14.04.2023,104,Paeonia peregrina,no,no,no,,no,no,,,flower buds
Halle,24.04.2023,114,Primula vulgaris,no,y,no,,no,no,,,
Halle,24.04.2023,114,Platycodon grandiflorum,y,no,no,,no,no,,,
Halle,24.04.2023,114,Solidago virgaurea,no,y,no,,no,no,,,
Halle,24.04.2023,114,Lysichiton camtschatcensis,y,y,no,,no,no,,,
Halle,24.04.2023,114,Iris pseudacorus,no,y,no,,no,no,,,
Halle,24.04.2023,114,Silphium integrifolium,no,y,no,,no,no,,,
Halle,24.04.2023,114,Hibiscus moscheutos,no,no,no,,no,no,,,
Halle,24.04.2023,114,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,24.04.2023,114,Eranthis hyemalis,no,no,no,,no,y,10,,
Halle,24.04.2023,114,Arum maculatum,no,y,no,,no,no,,,flower buds
Halle,24.04.2023,114,Tragopogon orientalis,no,y,no,,no,no,,,
Halle,24.04.2023,114,Adonis vernalis,no,no,y,10,no,no,,,
Halle,24.04.2023,114,Paeonia wittmanniana,y,y,no,,no,no,,,
Halle,24.04.2023,114,Paeonia peregrina,no,no,no,,no,no,,,
Halle,24.04.2023,114,Phlomis russeliana,no,y,no,,no,y,10,,
Halle,24.04.2023,114,Tulipa saxatilis,no,no,y,100,no,no,,,
Halle,24.04.2023,114,Eupatorium cannabinum,no,y,no,,no,no,,,
Halle,04.05.2023,124,Primula vulgaris,no,y,no,,no,no,,,
Halle,04.05.2023,124,Platycodon grandiflorum,no,y,no,,no,no,,,
Halle,04.05.2023,124,Solidago virgaurea,no,y,no,,no,no,,,
Halle,04.05.2023,124,Lysichiton camtschatcensis,no,y,no,,no,no,,,
Halle,04.05.2023,124,Iris pseudacorus,no,y,no,,no,no,,,
Halle,04.05.2023,124,Silphium integrifolium,no,y,no,,no,no,,,
Halle,04.05.2023,124,Hibiscus moscheutos,no,no,no,,no,no,,,
Halle,04.05.2023,124,Tragopogon orientalis,no,y,no,,no,y,50,,only 4 leaves
Halle,04.05.2023,124,Adonis vernalis,no,no,no,,no,no,,,
Halle,04.05.2023,124,Paeonia wittmanniana,no,y,no,,no,no,,,
Halle,04.05.2023,124,Paeonia peregrina,no,no,no,,no,no,,,
Halle,04.05.2023,124,Phlomis russeliana,no,y,no,,no,y,5,,
Halle,04.05.2023,124,Tulipa saxatilis,no,no,y,100,no,y,10,,
Halle,04.05.2023,124,Eupatorium cannabinum,no,y,no,,no,no,,,
Halle,04.05.2023,124,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,04.05.2023,124,Eranthis hyemalis,no,no,no,,y,y,10,,
Halle,04.05.2023,124,Arum maculatum,no,y,y,50,no,no,,,
Halle,12.05.2023,132,Platycodon grandiflorum,no,y,no,,no,no,,,
Halle,12.05.2023,132,Solidago virgaurea,no,y,no,,no,no,,,feeding snail
Halle,12.05.2023,132,Lysichiton camtschatcensis,no,y,no,,no,no,,,
Halle,12.05.2023,132,Iris pseudacorus,no,y,no,,no,no,,,
Halle,12.05.2023,132,Silphium integrifolium,no,y,no,,no,no,,,
Halle,12.05.2023,132,Hibiscus moscheutos,no,no,no,,no,no,,,
Halle,12.05.2023,132,Tragopogon orientalis,no,y,no,,no,y,80,,
Halle,12.05.2023,132,Primula vulgaris,no,y,no,,no,no,,,
Halle,12.05.2023,132,Adonis vernalis,no,no,no,,no,no,,,
Halle,12.05.2023,132,Paeonia wittmanniana,no,y,no,,no,no,,,
Halle,12.05.2023,132,Paeonia peregrina,no,no,y,10,no,no,,,
Halle,12.05.2023,132,Phlomis russeliana,no,y,no,,no,y,5,,
Halle,12.05.2023,132,Tulipa saxatilis,no,no,no,,no,y,45,,
Halle,12.05.2023,132,Eupatorium cannabinum,no,y,no,,no,no,,,
Halle,12.05.2023,132,Lamium galeobdolon,no,y,no,,no,no,,,
Halle,12.05.2023,132,Eranthis hyemalis,no,no,no,,y,y,10,,
Halle,12.05.2023,132,Arum maculatum,no,no,y,10,no,no,,,
Halle,16.05.2023,136,Eranthis hyemalis,no,no,no,,y,y,10,,
Halle,16.05.2023,136,Arum maculatum,no,no,no,,no,y,10,,
