Garden,Date,Doy,Species,Initial vegetative growth,Young leaves unfolding,Flowers opening,Flowering intensity,Ripe fruits,Senescence,Senescence intensity,Maintenance,Remarks
Jena,04.01.2023,4,Achillea millefolium,y,y,no,,y,no,,,
Jena,04.01.2023,4,Aconitum lycoctonum,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Actaea spicata,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Agrimonia eupatoria,y,no,no,,no,y,100,,
Jena,04.01.2023,4,Anemone nemorosa,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Hibiscus moscheutos,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Iberis sempervirens,no,no,no,,no,y,40,,
Jena,04.01.2023,4,Iris pseudacorus Wasser,no,no,no,,no,y,90,,
Jena,04.01.2023,4,Lamium album,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Rheum rhabarbarum,y,no,no,,no,no,,,
Jena,04.01.2023,4,Anemone pulsatilla,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Anemone sylvestris,no,no,no,,no,y,85,,
Jena,04.01.2023,4,Antennaria dioica,no,no,no,,no,y,40,,
Jena,04.01.2023,4,Armoracia rusticana,y,no,no,,no,no,,,
Jena,04.01.2023,4,Asphodelus albus,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Brunnera macrophylla,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Bunias orientalis Oeko,y,y,no,,no,y,70,,
Jena,04.01.2023,4,Camassia cusickii,no,no,no,,no,no,,,
Jena,04.01.2023,4,Chelidonium majus,no,y,no,,no,no,,,
Jena,04.01.2023,4,Clematis recta,no,no,no,,y,y,100,,
Jena,04.01.2023,4,Crocus speciosus,no,no,no,,no,no,,,
Jena,04.01.2023,4,Eupatorium cannabinum,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Veratrum album,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Veratrum nigrum,no,no,no,,no,no,,,
Jena,04.01.2023,4,Vinca minor,no,no,no,,no,y,5,,
Jena,04.01.2023,4,Vincetoxicum hirundinaria,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Galega officinalis,y,no,no,,no,no,,,
Jena,04.01.2023,4,Galium mollugo,y,y,no,,no,y,90,,
Jena,04.01.2023,4,Gaultheria shallon,no,no,no,,no,y,95,,
Jena,04.01.2023,4,Geranium sanguineum,no,no,no,,no,y,90,,
Jena,04.01.2023,4,Geum rivale,y,y,no,,no,y,60,,
Jena,04.01.2023,4,Gunnera manicata,no,no,no,,no,no,,covered artificial,
Jena,04.01.2023,4,Helichrysum arenarium,y,no,no,,no,y,60,,
Jena,04.01.2023,4,Helleborus niger,no,no,y,45,no,y,20,,
Jena,04.01.2023,4,Hemerocallis fulva,y,no,no,,no,no,,,
Jena,04.01.2023,4,Lathyrus pratensis,y,no,no,,no,y,100,,
Jena,04.01.2023,4,Lavandula angustifolia,no,no,no,,y,y,70,,
Jena,04.01.2023,4,Linum perenne,y,y,no,,no,y,100,,
Jena,04.01.2023,4,Lysichiton camtschatcensis,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Paeonia delavayi,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Paeonia mlokosewitschii,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Paeonia officinalis,y,no,no,,no,y,100,,
Jena,04.01.2023,4,Paeonia peregrina,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Petasites hybridus,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Prunella grandiflora,no,no,no,,no,y,90,,
Jena,04.01.2023,4,Rheum palmatum,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Rumex acetosa,y,y,no,,no,no,,,
Jena,04.01.2023,4,Salvia nemorosa,y,no,no,,no,no,,,
Jena,04.01.2023,4,Salvia pratensis,y,no,no,,no,no,,,
Jena,04.01.2023,4,Saxifraga paniculata,no,no,no,,no,y,20,,
Jena,04.01.2023,4,Scopolia carniolica,no,no,no,,no,no,,,
Jena,04.01.2023,4,Securigera varia,y,no,no,,no,no,,,
Jena,04.01.2023,4,Sempervivum tectorum,no,no,no,,no,y,95,,
Jena,04.01.2023,4,Senecio nemorensis,no,no,no,,no,no,,,
Jena,04.01.2023,4,Silene coronaria,no,no,no,,no,y,60,,
Jena,04.01.2023,4,Silene nutans,no,no,no,,no,y,60,,
Jena,04.01.2023,4,Solidago canadensis,no,no,no,,no,y,100,,
Jena,04.01.2023,4,Thalictrum minus,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Achillea millefolium,y,y,no,,no,no,,,
Jena,12.01.2023,12,Aconitum lycoctonum,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Actaea spicata,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Agrimonia eupatoria,y,no,no,,no,no,,,
Jena,12.01.2023,12,Anemone nemorosa,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Anemone pulsatilla,no,no,no,,no,no,,,
Jena,12.01.2023,12,Anemone sylvestris,y,no,no,,no,no,,,
Jena,12.01.2023,12,Antennaria dioica,no,no,no,,no,y,60,,
Jena,12.01.2023,12,Armoracia rusticana,y,y,no,,no,no,,,
Jena,12.01.2023,12,Asphodelus albus,u,no,no,,no,no,,,
Jena,12.01.2023,12,Brunnera macrophylla,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Bunias orientalis Oeko,no,y,no,,no,no,,,
Jena,12.01.2023,12,Camassia cusickii,y,no,no,,no,no,,,
Jena,12.01.2023,12,Chelidonium majus,y,y,no,,no,no,,,
Jena,12.01.2023,12,Clematis recta,y,no,no,,no,no,,,
Jena,12.01.2023,12,Crocus speciosus,no,no,no,,no,no,,,
Jena,12.01.2023,12,Eupatorium cannabinum,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Galega officinalis,y,no,no,,no,no,,,
Jena,12.01.2023,12,Galium mollugo,no,y,no,,no,no,,,
Jena,12.01.2023,12,Gaultheria shallon,no,no,no,,no,y,95,,
Jena,12.01.2023,12,Geranium sanguineum,y,no,no,,no,no,,,
Jena,12.01.2023,12,Geum rivale,no,no,no,,no,no,,,
Jena,12.01.2023,12,Gunnera manicata,no,no,no,,no,no,,covered artificial,
Jena,12.01.2023,12,Helichrysum arenarium,y,y,no,,no,no,,,
Jena,12.01.2023,12,Helleborus niger,no,no,y,40,no,y,20,,
Jena,12.01.2023,12,Hemerocallis fulva,y,no,no,,no,no,,,
Jena,12.01.2023,12,Hibiscus moscheutos,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Iberis sempervirens,y,y,no,,no,no,,,
Jena,12.01.2023,12,Iris pseudacorus Wasser,no,no,no,,no,y,90,,
Jena,12.01.2023,12,Lamium album,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Lathyrus pratensis,y,no,no,,no,no,,,
Jena,12.01.2023,12,Lavandula angustifolia,no,no,no,,y,y,70,,
Jena,12.01.2023,12,Linum perenne,no,y,no,,no,no,,,
Jena,12.01.2023,12,Lysichiton camtschatcensis,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Paeonia delavayi,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Paeonia mlokosewitschii,no,no,no,,no,no,,,
Jena,12.01.2023,12,Paeonia officinalis,no,no,no,,no,no,,,
Jena,12.01.2023,12,Paeonia peregrina,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Petasites hybridus,y,no,no,,no,no,,,
Jena,12.01.2023,12,Prunella grandiflora,no,no,no,,no,y,90,,
Jena,12.01.2023,12,Rheum palmatum,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Rheum rhabarbarum,y,no,no,,no,no,,,
Jena,12.01.2023,12,Rumex acetosa,y,y,no,,no,no,,,
Jena,12.01.2023,12,Salvia nemorosa,y,y,no,,no,no,,,
Jena,12.01.2023,12,Salvia pratensis,y,no,no,,no,no,,,
Jena,12.01.2023,12,Saxifraga paniculata,no,no,no,,no,y,10,,
Jena,12.01.2023,12,Scopolia carniolica,y,no,no,,no,no,,,
Jena,12.01.2023,12,Securigera varia,y,no,no,,no,no,,,
Jena,12.01.2023,12,Sempervivum tectorum,no,no,no,,no,y,95,,
Jena,12.01.2023,12,Senecio nemorensis,no,no,no,,no,no,,,
Jena,12.01.2023,12,Silene coronaria,no,no,no,,no,y,70,,
Jena,12.01.2023,12,Silene nutans,y,no,no,,no,no,,,
Jena,12.01.2023,12,Solidago canadensis,y,no,no,,no,no,,,
Jena,12.01.2023,12,Thalictrum minus,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Veratrum album,no,no,no,,no,y,100,,
Jena,12.01.2023,12,Veratrum nigrum,no,no,no,,no,no,,,
Jena,12.01.2023,12,Vinca minor,no,no,no,,no,y,5,,
Jena,12.01.2023,12,Vincetoxicum hirundinaria,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Asphodelus albus,no,no,no,,no,no,,,
Jena,19.01.2023,19,Brunnera macrophylla,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Bunias orientalis Oeko,y,y,no,,no,no,,,
Jena,19.01.2023,19,Camassia cusickii,y,no,no,,no,no,,,
Jena,19.01.2023,19,Chelidonium majus,no,y,no,,no,no,,,
Jena,19.01.2023,19,Clematis recta,y,no,no,,no,no,,,
Jena,19.01.2023,19,Crocus speciosus,y,no,no,,no,no,,,
Jena,19.01.2023,19,Eupatorium cannabinum,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Hibiscus moscheutos,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Iberis sempervirens,no,y,no,,no,no,,,
Jena,19.01.2023,19,Iris pseudacorus Wasser,no,no,no,,no,y,90,,
Jena,19.01.2023,19,Lamium album,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Lathyrus pratensis,y,no,no,,no,no,,,
Jena,19.01.2023,19,Lavandula angustifolia,no,no,no,,y,y,70,,
Jena,19.01.2023,19,Linum perenne,no,y,no,,no,no,,,
Jena,19.01.2023,19,Lysichiton camtschatcensis,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Paeonia delavayi,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Paeonia mlokosewitschii,no,no,no,,no,no,,,
Jena,19.01.2023,19,Paeonia officinalis,no,no,no,,no,no,,,
Jena,19.01.2023,19,Paeonia peregrina,no,no,no,,no,no,,,
Jena,19.01.2023,19,Petasites hybridus,no,no,no,,no,no,,,
Jena,19.01.2023,19,Prunella grandiflora,no,no,no,,no,y,90,,
Jena,19.01.2023,19,Rheum palmatum,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Rheum rhabarbarum,y,no,no,,no,no,,,
Jena,19.01.2023,19,Rumex acetosa,no,no,no,,no,no,,,
Jena,19.01.2023,19,Salvia nemorosa,no,y,no,,no,no,,,
Jena,19.01.2023,19,Salvia pratensis,y,no,no,,no,no,,,
Jena,19.01.2023,19,Saxifraga paniculata,no,no,no,,no,y,15,,
Jena,19.01.2023,19,Scopolia carniolica,y,no,no,,no,no,,,
Jena,19.01.2023,19,Securigera varia,y,no,no,,no,no,,,
Jena,19.01.2023,19,Sempervivum tectorum,no,no,no,,no,y,95,,
Jena,19.01.2023,19,Senecio nemorensis,no,no,no,,no,no,,,
Jena,19.01.2023,19,Silene coronaria,no,no,no,,no,y,70,,
Jena,19.01.2023,19,Silene nutans,y,y,no,,no,no,,,
Jena,19.01.2023,19,Solidago canadensis,y,no,no,,no,no,,,
Jena,19.01.2023,19,Thalictrum minus,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Veratrum album,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Veratrum nigrum,no,no,no,,no,no,,,
Jena,19.01.2023,19,Vinca minor,no,no,no,,no,y,5,,
Jena,19.01.2023,19,Vincetoxicum hirundinaria,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Achillea millefolium,y,y,no,,no,no,,,
Jena,19.01.2023,19,Aconitum lycoctonum,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Actaea spicata,no,no,no,,no,y,100,,
Jena,19.01.2023,19,Agrimonia eupatoria,y,no,no,,no,no,,,
Jena,19.01.2023,19,Anemone nemorosa,no,no,no,,no,no,,,
Jena,19.01.2023,19,Anemone pulsatilla,no,no,no,,no,no,,,
Jena,19.01.2023,19,Anemone sylvestris,no,y,no,,no,no,,,
Jena,19.01.2023,19,Antennaria dioica,no,no,no,,no,y,60,,
Jena,19.01.2023,19,Armoracia rusticana,no,no,no,,no,no,,,
Jena,19.01.2023,19,Galega officinalis,y,y,no,,no,no,,,
Jena,19.01.2023,19,Galium mollugo,no,y,no,,no,no,,,
Jena,19.01.2023,19,Gaultheria shallon,no,no,no,,no,y,95,,
Jena,19.01.2023,19,Geranium sanguineum,no,y,no,,no,no,,,
Jena,19.01.2023,19,Geum rivale,y,y,no,,no,no,,,
Jena,19.01.2023,19,Gunnera manicata,no,no,no,,no,no,,covered artificial,
Jena,19.01.2023,19,Helichrysum arenarium,no,y,no,,no,no,,,
Jena,19.01.2023,19,Helleborus niger,no,no,y,30,no,no,,,
Jena,19.01.2023,19,Hemerocallis fulva,no,no,no,,no,no,,,
Jena,01.02.2023,32,Geum rivale,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Gunnera manicata,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Helichrysum arenarium,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Helleborus niger,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Hemerocallis fulva,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Hibiscus moscheutos,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Iberis sempervirens,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Iris pseudacorus Wasser,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Lamium album,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Lathyrus pratensis,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Lavandula angustifolia,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Linum perenne,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Lysichiton camtschatcensis,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Paeonia delavayi,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Paeonia mlokosewitschii,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Paeonia officinalis,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Paeonia peregrina,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Petasites hybridus,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Prunella grandiflora,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Rheum palmatum,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Rheum rhabarbarum,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Rumex acetosa,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Salvia nemorosa,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Salvia pratensis,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Saxifraga paniculata,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Scopolia carniolica,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Achillea millefolium,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Aconitum lycoctonum,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Actaea spicata,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Agrimonia eupatoria,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Anemone nemorosa,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Anemone pulsatilla,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Anemone sylvestris,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Antennaria dioica,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Armoracia rusticana,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Asphodelus albus,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Brunnera macrophylla,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Bunias orientalis Oeko,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Camassia cusickii,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Chelidonium majus,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Clematis recta,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Crocus speciosus,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Eupatorium cannabinum,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Galega officinalis,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Galium mollugo,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Gaultheria shallon,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Geranium sanguineum,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Securigera varia,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Sempervivum tectorum,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Senecio nemorensis,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Silene coronaria,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Silene nutans,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Solidago canadensis,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Thalictrum minus,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Veratrum album,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Veratrum nigrum,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Vinca minor,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Vincetoxicum hirundinaria,no,no,no,,no,no,,,covered with snow
Jena,01.02.2023,32,Lamium album,no,no,no,,no,no,,,
Jena,01.02.2023,32,Lathyrus pratensis,y,no,no,,no,no,,,
Jena,01.02.2023,32,Lavandula angustifolia,no,no,no,,y,y,70,,
Jena,01.02.2023,32,Linum perenne,no,y,no,,no,no,,,
Jena,01.02.2023,32,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Jena,01.02.2023,32,Paeonia delavayi,y,no,no,,no,no,,,
Jena,01.02.2023,32,Paeonia mlokosewitschii,no,no,no,,no,no,,,
Jena,01.02.2023,32,Paeonia officinalis,no,no,no,,no,no,,,
Jena,01.02.2023,32,Paeonia peregrina,no,no,no,,no,no,,,
Jena,01.02.2023,32,Petasites hybridus,y,no,no,,no,no,,,
Jena,01.02.2023,32,Prunella grandiflora,no,no,no,,no,y,90,,
Jena,01.02.2023,32,Rheum palmatum,no,no,no,,no,no,,,
Jena,01.02.2023,32,Rheum rhabarbarum,y,no,no,,no,no,,,
Jena,01.02.2023,32,Rumex acetosa,y,no,no,,no,no,,,
Jena,01.02.2023,32,Salvia nemorosa,y,no,no,,no,no,,,
Jena,01.02.2023,32,Salvia pratensis,y,no,no,,no,no,,,
Jena,01.02.2023,32,Saxifraga paniculata,no,no,no,,no,y,15,,
Jena,01.02.2023,32,Scopolia carniolica,no,no,no,,no,no,,,
Jena,01.02.2023,32,Securigera varia,y,no,no,,no,no,,,
Jena,01.02.2023,32,Achillea millefolium,no,y,no,,no,no,,,
Jena,01.02.2023,32,Aconitum lycoctonum,no,no,no,,no,no,,,
Jena,01.02.2023,32,Actaea spicata,no,no,no,,no,no,,,
Jena,01.02.2023,32,Agrimonia eupatoria,y,no,no,,no,no,,,
Jena,01.02.2023,32,Anemone nemorosa,no,no,no,,no,no,,,
Jena,01.02.2023,32,Anemone pulsatilla,no,no,no,,no,no,,,
Jena,01.02.2023,32,Anemone sylvestris,y,no,no,,no,no,,,
Jena,01.02.2023,32,Antennaria dioica,no,no,no,,no,no,,,
Jena,01.02.2023,32,Armoracia rusticana,no,no,no,,no,no,,,
Jena,01.02.2023,32,Asphodelus albus,y,no,no,,no,no,,,
Jena,01.02.2023,32,Brunnera macrophylla,y,no,no,,no,no,,,
Jena,01.02.2023,32,Bunias orientalis Oeko,no,y,no,,no,no,,,
Jena,01.02.2023,32,Camassia cusickii,y,no,no,,no,no,,,
Jena,01.02.2023,32,Chelidonium majus,y,y,no,,no,no,,,
Jena,01.02.2023,32,Clematis recta,y,no,no,,no,no,,,
Jena,01.02.2023,32,Crocus speciosus,y,no,no,,no,no,,,
Jena,01.02.2023,32,Eupatorium cannabinum,no,no,no,,no,no,,,
Jena,01.02.2023,32,Galega officinalis,no,y,no,,no,no,,,
Jena,01.02.2023,32,Galium mollugo,y,y,no,,no,no,,,
Jena,01.02.2023,32,Gaultheria shallon,no,no,no,,no,y,95,,
Jena,01.02.2023,32,Geranium sanguineum,no,no,no,,no,no,,,
Jena,01.02.2023,32,Geum rivale,y,y,no,,no,no,,,
Jena,01.02.2023,32,Gunnera manicata,no,no,no,,no,no,,covered artificial,
Jena,01.02.2023,32,Helichrysum arenarium,y,no,no,,no,no,,,
Jena,01.02.2023,32,Helleborus niger,no,no,y,40,no,no,,,
Jena,01.02.2023,32,Hemerocallis fulva,no,no,no,,no,no,,,
Jena,01.02.2023,32,Hibiscus moscheutos,no,no,no,,no,no,,,
Jena,01.02.2023,32,Iberis sempervirens,no,y,no,,no,no,,,
Jena,01.02.2023,32,Iris pseudacorus Wasser,no,no,no,,no,no,,,
Jena,01.02.2023,32,Sempervivum tectorum,no,no,no,,no,y,95,,
Jena,01.02.2023,32,Senecio nemorensis,no,no,no,,no,no,,,
Jena,01.02.2023,32,Silene coronaria,no,no,no,,no,y,70,,
Jena,01.02.2023,32,Silene nutans,no,y,no,,no,no,,,
Jena,01.02.2023,32,Solidago canadensis,y,y,no,,no,no,,,
Jena,01.02.2023,32,Thalictrum minus,no,no,no,,no,no,,,
Jena,01.02.2023,32,Veratrum album,no,no,no,,no,no,,,
Jena,01.02.2023,32,Veratrum nigrum,no,no,no,,no,no,,,
Jena,01.02.2023,32,Vinca minor,no,no,no,,no,y,5,,
Jena,01.02.2023,32,Vincetoxicum hirundinaria,no,no,no,,no,no,,,
Jena,08.02.2023,39,Silene coronaria,no,no,no,,no,y,70,,
Jena,08.02.2023,39,Silene nutans,no,no,no,,no,no,,,
Jena,08.02.2023,39,Solidago canadensis,no,no,no,,no,no,,,
Jena,08.02.2023,39,Achillea millefolium,no,y,no,,no,no,,,
Jena,08.02.2023,39,Aconitum lycoctonum,no,no,no,,no,no,,,
Jena,08.02.2023,39,Actaea spicata,no,no,no,,no,no,,,
Jena,08.02.2023,39,Agrimonia eupatoria,y,y,no,,no,no,,,
Jena,08.02.2023,39,Anemone nemorosa,no,no,no,,no,no,,,
Jena,08.02.2023,39,Anemone pulsatilla,no,no,no,,no,no,,,
Jena,08.02.2023,39,Anemone sylvestris,no,no,no,,no,no,,,
Jena,08.02.2023,39,Antennaria dioica,no,no,no,,no,no,,,
Jena,08.02.2023,39,Armoracia rusticana,no,no,no,,no,no,,,
Jena,08.02.2023,39,Asphodelus albus,no,no,no,,no,no,,,
Jena,08.02.2023,39,Brunnera macrophylla,no,no,no,,no,no,,,
Jena,08.02.2023,39,Bunias orientalis Oeko,no,no,no,,no,no,,,
Jena,08.02.2023,39,Camassia cusickii,y,no,no,,no,no,,,
Jena,08.02.2023,39,Chelidonium majus,no,y,no,,no,no,,,
Jena,08.02.2023,39,Clematis recta,no,no,no,,no,no,,,
Jena,08.02.2023,39,Crocus speciosus,y,no,no,,no,no,,,
Jena,08.02.2023,39,Eupatorium cannabinum,no,no,no,,no,no,,,
Jena,08.02.2023,39,Galega officinalis,no,y,no,,no,no,,,
Jena,08.02.2023,39,Galium mollugo,no,y,no,,no,no,,,
Jena,08.02.2023,39,Gaultheria shallon,no,no,no,,no,y,95,,
Jena,08.02.2023,39,Geranium sanguineum,no,no,no,,no,no,,,
Jena,08.02.2023,39,Geum rivale,no,no,no,,no,no,,,Frost
Jena,08.02.2023,39,Gunnera manicata,no,no,no,,no,no,,covered artificial,
Jena,08.02.2023,39,Helichrysum arenarium,no,no,no,,no,no,,,
Jena,08.02.2023,39,Helleborus niger,no,no,y,35,no,no,,,
Jena,08.02.2023,39,Hemerocallis fulva,no,no,no,,no,no,,,
Jena,08.02.2023,39,Hibiscus moscheutos,no,no,no,,no,no,,,
Jena,08.02.2023,39,Iberis sempervirens,no,no,no,,no,no,,,
Jena,08.02.2023,39,Iris pseudacorus Wasser,no,no,no,,no,no,,,
Jena,08.02.2023,39,Lamium album,no,no,no,,no,no,,,
Jena,08.02.2023,39,Lathyrus pratensis,no,no,no,,no,no,,,
Jena,08.02.2023,39,Lavandula angustifolia,no,no,no,,y,y,70,,
Jena,08.02.2023,39,Linum perenne,no,y,no,,no,no,,,
Jena,08.02.2023,39,Lysichiton camtschatcensis,no,no,no,,no,no,,,
Jena,08.02.2023,39,Paeonia delavayi,y,no,no,,no,no,,,
Jena,08.02.2023,39,Paeonia mlokosewitschii,no,no,no,,no,no,,,
Jena,08.02.2023,39,Paeonia officinalis,no,no,no,,no,no,,,
Jena,08.02.2023,39,Paeonia peregrina,no,no,no,,no,no,,,
Jena,08.02.2023,39,Petasites hybridus,no,no,no,,no,no,,,
Jena,08.02.2023,39,Prunella grandiflora,no,no,no,,no,y,90,,
Jena,08.02.2023,39,Rheum palmatum,no,no,no,,no,no,,,
Jena,08.02.2023,39,Rheum rhabarbarum,no,no,no,,no,no,,,
Jena,08.02.2023,39,Rumex acetosa,no,no,no,,no,no,,,
Jena,08.02.2023,39,Salvia nemorosa,no,no,no,,no,no,,,
Jena,08.02.2023,39,Salvia pratensis,y,no,no,,no,no,,,
Jena,08.02.2023,39,Saxifraga paniculata,no,no,no,,no,y,15,,
Jena,08.02.2023,39,Scopolia carniolica,y,no,no,,no,no,,,
Jena,08.02.2023,39,Securigera varia,no,no,no,,no,no,,,
Jena,08.02.2023,39,Sempervivum tectorum,no,no,no,,no,y,95,,
Jena,08.02.2023,39,Senecio nemorensis,no,no,no,,no,no,,,
Jena,08.02.2023,39,Thalictrum minus,no,no,no,,no,no,,,
Jena,08.02.2023,39,Veratrum album,no,no,no,,no,no,,,
Jena,08.02.2023,39,Veratrum nigrum,no,no,no,,no,no,,,
Jena,08.02.2023,39,Vinca minor,no,no,no,,no,y,5,,
Jena,08.02.2023,39,Vincetoxicum hirundinaria,no,no,no,,no,no,,,
Jena,15.02.2023,46,Achillea millefolium,no,y,no,,no,no,,,
Jena,15.02.2023,46,Aconitum lycoctonum,no,no,no,,no,no,,,
Jena,15.02.2023,46,Actaea spicata,no,no,no,,no,no,,,
Jena,15.02.2023,46,Agrimonia eupatoria,y,y,no,,no,no,,,
Jena,15.02.2023,46,Anemone nemorosa,no,no,no,,no,no,,,Schwierig von ranunculoides zu unterscheiden
Jena,15.02.2023,46,Anemone pulsatilla,y,no,no,,no,no,,,
Jena,15.02.2023,46,Anemone sylvestris,no,no,no,,no,y,95,,
Jena,15.02.2023,46,Antennaria dioica,no,no,no,,no,no,,,
Jena,15.02.2023,46,Armoracia rusticana,no,no,no,,no,no,,,
Jena,15.02.2023,46,Asphodelus albus,y,no,no,,no,no,,,
Jena,15.02.2023,46,Brunnera macrophylla,y,no,no,,no,no,,,
Jena,15.02.2023,46,Bunias orientalis Oeko,no,no,no,,no,no,,,
Jena,15.02.2023,46,Camassia cusickii,no,no,no,,no,no,,,
Jena,15.02.2023,46,Chelidonium majus,no,y,no,,no,no,,,
Jena,15.02.2023,46,Clematis recta,no,no,no,,no,no,,,
Jena,15.02.2023,46,Crocus speciosus,y,no,no,,no,no,,,
Jena,15.02.2023,46,Eupatorium cannabinum,no,no,no,,no,no,,,
