Garden,Date,Doy,Species,Initial vegetative growth,Young leaves unfolding,Flowers opening,Flowering intensity,Ripe fruits,Senescence,Senescence intensity,Maintenance,Remarks
Leipzig,25.01.2023,25,Dictamnus albus,no,no,no,,no,no,,,
Leipzig,25.01.2023,25,Hemerocallis dumotieri,no,no,no,,no,no,,,
Leipzig,25.01.2023,25,Vaccinium myrtillus,no,no,no,,no,no,,removed,
Leipzig,25.01.2023,25,Vaccinium oxycoccos,no,no,no,,no,no,,removed,
Leipzig,25.01.2023,25,Polygonatum verticillatum,no,no,no,,no,no,,,
Leipzig,25.01.2023,25,Geum rivale,no,no,no,,no,no,,,
Leipzig,25.01.2023,25,Genista tinctoria,no,no,no,,no,no,,removed,
Leipzig,25.01.2023,25,Iris pseudacorus,no,no,no,,no,no,,removed,
Leipzig,25.01.2023,25,Gunnera manicata,no,no,no,,no,no,,covered artificial,
Leipzig,25.01.2023,25,Eupatorium cannabinum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Genista tinctoria,no,no,no,,no,no,,removed,
Leipzig,01.02.2023,32,Iris pseudacorus,no,no,no,,no,no,,removed,
Leipzig,01.02.2023,32,Gunnera manicata,no,no,no,,no,no,,covered artificial,
Leipzig,01.02.2023,32,Eupatorium cannabinum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Bergenia purpurascens,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Roscoea auriculata,no,no,no,,no,no,,covered artificial,
Leipzig,01.02.2023,32,Primula denticulata,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Globularia cordifolia,no,no,no,,no,no,,covered natural,
Leipzig,01.02.2023,32,Gentiana lutea,no,no,no,,no,no,,covered artificial,
Leipzig,01.02.2023,32,Hypericum olympicum,no,no,no,,no,no,,covered artificial,
Leipzig,01.02.2023,32,Anemone pulsatilla,no,no,no,,no,no,,covered artificial,
Leipzig,01.02.2023,32,Phedimus stoloniferus,no,no,no,,no,no,,covered artificial,
Leipzig,01.02.2023,32,Clematis stans,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Galanthus nivalis,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Aegopodium podagraria,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Leucojum vernum,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Lathyrus vernus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Allium ursinum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Anemone nemorosa,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Anemone sylvestris,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Geranium sanguineum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Asarum europaeum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Arum maculatum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Hibiscus palustris,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Trillium sessile,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Asarum canadense,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Lysichiton americanus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Filipendula vulgaris,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Anemone hupehensis,y,y,no,,no,no,,,
Leipzig,01.02.2023,32,Thalictrum minus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Silene pusilla,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Psephellus dealbata,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Prunella grandiflora,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Leonurus cardiaca,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Silene vulgaris,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Saponaria officinalis,no,no,no,,no,no,,removed,
Leipzig,01.02.2023,32,Salvia officinalis,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Crocus vernus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Lavandula angustifolia,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Paeonia officinalis,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Paeonia peregrina,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Eryngium campestre,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Scabiosa ochroleuca,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Bunias orientalis,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Helianthemum nummularium,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Salvia amplexicaule,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Tanacetum vulgare,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Tussilago farfara,no,no,y,5,no,no,,,
Leipzig,01.02.2023,32,Arnica  longifolia,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Campanula rotundifolia,no,no,no,,no,no,,removed,
Leipzig,01.02.2023,32,Menyanthes trifolata,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Vinca minor,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Vincetoxicum hinrundinaria,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Galium mollugo,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Plantago lanceolata,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Scopolia carniolia,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Hydrocotyle vulgaris,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Trapa natans,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Alchemilla vulgaris,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Fragaria vesca,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Myriophyllum aquaticum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Saxifraga paniculata,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Dryas octopetala,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Cyclamen coum,no,no,y,100,no,no,,,
Leipzig,01.02.2023,32,Humulus  lupulus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Lupinus polyphyllus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Urtica dioca,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Iberis sempervirens,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Gaultheria shallon,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Cyclamen hederifolium,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Acorus calamus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Linum usitatissimum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Dianthus superbus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Anthericum ramosum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Convallaria majalis,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Colchicum autumnale,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Veratrum nigrum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Aquilegia chrysantha,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Caltha palustris,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Eranthis hyemalis,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Helleborus niger,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Helleborus viridis,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Anemone transsylvanica,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Podophyllum peltatum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Trollius europaeus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Adonis amurensis,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Silene nutans,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Gentiana thibetica,y,no,no,,no,no,,,
Leipzig,01.02.2023,32,Penstemon grandiflorus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Dictamnus albus,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Hemerocallis dumotieri,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Vaccinium myrtillus,no,no,no,,no,no,,removed,
Leipzig,01.02.2023,32,Vaccinium oxycoccos,no,no,no,,no,no,,removed,
Leipzig,01.02.2023,32,Polygonatum verticillatum,no,no,no,,no,no,,,
Leipzig,01.02.2023,32,Geum rivale,no,no,no,,no,no,,covered artificial,
Leipzig,08.02.2023,39,Arum maculatum,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Hibiscus palustris,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Fragaria vesca,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Myriophyllum aquaticum,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Saxifraga paniculata,y,no,no,,no,no,,,
Leipzig,08.02.2023,39,Dryas octopetala,y,no,no,,no,no,,,
Leipzig,08.02.2023,39,Cyclamen coum,no,no,y,100,no,no,,,
Leipzig,08.02.2023,39,Humulus  lupulus,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Bergenia purpurascens,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Roscoea auriculata,no,no,no,,no,no,,covered artificial,
Leipzig,08.02.2023,39,Primula denticulata,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Globularia cordifolia,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Gentiana lutea,no,no,no,,no,no,,covered artificial,
Leipzig,08.02.2023,39,Hypericum olympicum,no,no,no,,no,no,,covered artificial,
Leipzig,08.02.2023,39,Anemone pulsatilla,no,no,no,,no,no,,covered artificial,
Leipzig,08.02.2023,39,Phedimus stoloniferus,no,no,no,,no,no,,covered artificial,
Leipzig,08.02.2023,39,Clematis stans,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Galanthus nivalis,y,no,no,,no,no,,,
Leipzig,08.02.2023,39,Aegopodium podagraria,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Leucojum vernum,y,no,no,,no,no,,,
Leipzig,08.02.2023,39,Lathyrus vernus,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Allium ursinum,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Anemone nemorosa,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Anemone sylvestris,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Geranium sanguineum,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Asarum europaeum,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Trillium sessile,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Asarum canadense,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Lysichiton americanus,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Filipendula vulgaris,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Anemone hupehensis,y,y,no,,no,no,,,
Leipzig,08.02.2023,39,Thalictrum minus,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Silene pusilla,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Psephellus dealbata,no,no,no,,no,no,,covered artificial,
Leipzig,08.02.2023,39,Prunella grandiflora,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Leonurus cardiaca,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Silene vulgaris,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Saponaria officinalis,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Salvia officinalis,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Crocus vernus,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Lavandula angustifolia,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Paeonia officinalis,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Paeonia peregrina,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Eryngium campestre,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Scabiosa ochroleuca,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Bunias orientalis,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Helianthemum nummularium,y,no,no,,no,no,,,
Leipzig,08.02.2023,39,Salvia amplexicaule,y,no,no,,no,no,,,
Leipzig,08.02.2023,39,Tanacetum vulgare,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Tussilago farfara,no,no,y,5,no,no,,,
Leipzig,08.02.2023,39,Arnica  longifolia,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Campanula rotundifolia,no,no,no,,no,no,,removed,
Leipzig,08.02.2023,39,Menyanthes trifolata,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Vinca minor,y,no,no,,no,no,,,
Leipzig,08.02.2023,39,Vincetoxicum hinrundinaria,no,no,no,,no,no,,,
Leipzig,08.02.2023,39,Galium mollugo,y,no,no,,no,no,,,
